TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-59,0.000000,0.000000,0.000000,1
-57,1.000000,0.000000,-2.000000,1
-56,0.000000,0.000000,0.000000,2
-55,1.000000,0.000000,2.000000,1
-53,-1.000000,0.000000,-2.000000,1
-52,0.333333,0.000000,-2.000000,3
-51,1.000000,0.000000,2.000000,1
-50,1.000000,0.000000,0.000000,2
-49,0.222222,0.000000,-0.444444,9
-48,-0.222222,0.000000,0.222222,9
-47,-0.250000,0.000000,-0.500000,4
-46,0.000000,0.000000,-0.750000,8
-45,-0.272727,0.000000,-1.272727,11
-44,0.272727,0.000000,-0.181818,11
-43,0.233333,0.000000,-0.533333,30
-42,0.344828,0.000000,0.344828,29
-41,-0.163265,0.000000,-0.489796,49
-40,0.379310,0.000000,0.206897,29
-39,-0.258065,0.000000,-0.580645,62
-38,-0.160920,0.000000,-0.459770,87
-37,-0.131868,0.000000,-0.439560,91
-36,-0.013245,0.000000,-0.238411,151
-35,0.092593,0.000000,-0.185185,162
-34,0.101322,0.000000,0.140969,227
-33,0.010753,0.000000,-0.179211,279
-32,0.076687,0.000000,0.012270,326
-31,0.005195,0.000000,-0.207792,385
-30.5,1.000000,0.000000,2.000000,1
-30,0.009542,0.000000,-0.129771,524
-29.5,1.000000,0.000000,2.000000,1
-29,-0.011561,0.000000,-0.169557,519
-28.5,0.166667,0.000000,-0.333333,6
-28,0.060519,0.000000,-0.135447,694
-27.5,-0.600000,0.000000,-1.200000,5
-27,0.044280,0.000000,-0.135301,813
-26.5,-0.285714,0.000000,-1.142857,7
-26,0.014545,0.000000,-0.103636,1100
-25.5,-0.142857,0.000000,-0.285714,14
-25,-0.028838,0.000000,-0.113656,1179
-24.5,-0.156250,0.000000,0.000000,32
-24,0.046478,0.000000,-0.062455,1377
-23.5,0.023810,0.000000,-0.523810,42
-23,0.009323,0.000000,-0.072094,1609
-22.5,0.000000,0.000000,-0.379747,79
-22,0.020513,0.000000,-0.089231,1950
-21.5,0.000000,0.000000,-0.361905,105
-21,-0.023039,0.000000,-0.172796,2257
-20.5,-0.075949,0.000000,-0.139241,158
-20,0.010829,0.000000,-0.123226,2678
-19.5,0.106007,0.000000,0.035336,283
-19,0.022128,0.000000,-0.086560,3073
-18.5,-0.025000,0.000000,-0.115000,400
-18,-0.001362,0.000000,-0.118256,3670
-17.5,0.003484,0.000000,-0.149826,574
-17,-0.011160,0.000000,-0.022320,4301
-16.5,0.014590,0.000000,-0.219978,891
-16,0.031218,0.000000,-0.087329,4901
-15.5,0.066002,0.000000,-0.089025,1303
-15,0.012418,0.000000,-0.091756,5798
-14.5,-0.002585,0.000000,-0.198552,1934
-14,0.014667,0.000000,-0.085362,6818
-13.5,0.014791,0.000000,-0.063492,2772
-13,0.014596,0.000000,-0.059349,8290
-12.5,0.007582,0.000000,-0.109396,3693
-12,0.012348,0.000000,-0.092507,9556
-11.5,0.015271,0.000000,-0.064103,5304
-11,0.021427,0.000000,-0.068948,11574
-10.5,0.011640,0.000000,-0.081616,7474
-10,0.016347,0.000000,-0.075371,13825
-9.5,0.007819,0.000000,-0.080317,10359
-9,0.027678,0.000000,-0.040546,16475
-8.5,0.022287,0.000000,-0.050432,13999
-8,0.023170,0.000000,-0.048612,20242
-7.5,0.026347,0.000000,-0.040812,19357
-7,0.010074,0.000000,-0.040772,25115
-6.5,0.021458,0.000000,-0.044428,26470
-6,0.032329,0.000000,-0.023212,32138
-5.5,0.021862,0.000000,-0.042217,35862
-5,0.034774,0.000000,-0.013696,41180
-4.5,0.021076,0.000000,-0.030387,48112
-4,0.024693,0.000000,-0.024785,53903
-3.5,0.028976,0.000000,-0.014729,64363
-3,0.026609,0.000000,-0.019406,73998
-2.5,0.022200,0.000000,-0.022024,85362
-2,0.021596,0.000000,-0.013885,102845
-1.5,0.018488,0.000000,-0.014156,114018
-1,0.029595,0.000000,-0.007202,145801
-0.5,0.027271,0.000000,-0.002453,145943
0,0.022676,0.000000,-0.000212,189098
0.5,0.026182,0.000000,-0.010335,170687
1,0.027028,0.000000,-0.003401,146994
1.5,0.029442,0.000000,0.008019,115482
2,0.029800,0.000000,0.005994,105437
2.5,0.030148,0.000000,0.002486,86904
3,0.033562,0.000000,0.022196,74698
3.5,0.029743,0.000000,0.013909,65427
4,0.030880,0.000000,0.014011,54955
4.5,0.030194,0.000000,0.018104,49049
5,0.033710,0.000000,0.022250,41798
5.5,0.033570,0.000000,0.024840,36312
6,0.035189,0.000000,0.034137,32340
6.5,0.032793,0.000000,0.026579,26713
7,0.034051,0.000000,0.024423,25550
7.5,0.037756,0.000000,0.043939,19891
8,0.042159,0.000000,0.039375,20470
8.5,0.040835,0.000000,0.058315,14473
9,0.038706,0.000000,0.038646,16664
9.5,0.018899,0.000000,0.017058,10318
10,0.038633,0.000000,0.044317,13900
10.5,0.034198,0.000000,0.030136,7632
11,0.033119,0.000000,0.021732,11504
11.5,0.051546,0.000000,0.068115,5432
12,0.049356,0.000000,0.044593,9867
12.5,0.057845,0.000000,0.079768,3786
13,0.040099,0.000000,0.050339,8105
13.5,0.036162,0.000000,0.036900,2710
14,0.030081,0.000000,0.037271,6815
14.5,0.034339,0.000000,0.016649,1922
15,0.036827,0.000000,0.058166,5811
15.5,0.070692,0.000000,0.136966,1358
