TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-112,0.000000,-1.000000,0.000000,1
-100,1.000000,-1.000000,0.000000,1
-98,-1.000000,-1.000000,0.000000,1
-97,-1.000000,1.000000,0.000000,1
-96,-0.333333,0.333333,0.000000,3
-93,-1.000000,1.000000,0.000000,1
-92,0.000000,-0.333333,0.000000,3
-91,0.000000,-1.000000,0.000000,2
-90,1.000000,-1.000000,0.000000,1
-89,1.000000,-1.000000,0.000000,1
-88,0.000000,-0.200000,0.000000,5
-87,-0.142857,-0.714286,0.000000,7
-86,-1.000000,0.000000,0.000000,2
-85,-0.750000,-0.250000,0.000000,8
-84,-0.666667,-0.777778,0.000000,9
-83,0.000000,-1.000000,0.000000,2
-82,-0.538462,-0.230769,0.000000,13
-81,0.000000,-0.529412,0.000000,17
-80,-0.571429,-0.857143,0.000000,14
-79,-0.200000,-0.800000,0.000000,20
-78,-0.400000,-0.400000,0.000000,10
-77,-0.357143,-0.642857,0.000000,28
-76,-0.354839,-0.096774,0.000000,31
-75,-0.111111,-0.851852,0.000000,27
-74,-0.454545,-0.500000,0.000000,44
-73,-0.380952,-0.571429,0.000000,42
-72,-0.200000,-0.600000,0.000000,45
-71,-0.407407,-0.703704,0.000000,54
-70,-0.362319,-0.536232,0.000000,69
-69,-0.481481,-0.456790,0.000000,81
-68,-0.360465,-0.581395,0.000000,86
-67,-0.522222,-0.555556,0.000000,90
-66,-0.401961,-0.450980,0.000000,102
-65,-0.405594,-0.524476,0.000000,143
-64,-0.238095,-0.571429,0.000000,168
-63,-0.312500,-0.412500,0.000000,160
-62.5,-1.000000,-1.000000,0.000000,1
-62,-0.290476,-0.523810,0.000000,210
-61,-0.360000,-0.511111,0.000000,225
-60,-0.355311,-0.531136,0.000000,273
-59,-0.395683,-0.582734,0.000000,278
-58.5,-1.000000,-1.000000,0.000000,1
-58,-0.424242,-0.527273,0.000000,330
-57,-0.358289,-0.534759,0.000000,374
-56,-0.393484,-0.513784,0.000000,399
-55.5,-0.500000,0.000000,0.000000,2
-55,-0.372197,-0.493274,0.000000,446
-54.5,-1.000000,-1.000000,0.000000,1
-54,-0.374257,-0.568317,0.000000,505
-53.5,-1.000000,1.000000,0.000000,2
-53,-0.363316,-0.509700,0.000000,567
-52.5,0.000000,-0.500000,0.000000,4
-52,-0.354409,-0.547421,0.000000,601
-51.5,-0.200000,-0.600000,0.000000,5
-51,-0.390855,-0.522124,0.000000,678
-50.5,-0.500000,-1.000000,0.000000,4
-50,-0.329016,-0.536269,0.000000,772
-49.5,-0.500000,-0.500000,0.000000,4
-49,-0.393325,-0.556615,0.000000,839
-48.5,-1.000000,-0.200000,0.000000,5
-48,-0.414943,-0.533333,0.000000,870
-47.5,-0.857143,-0.142857,0.000000,7
-47,-0.414172,-0.514970,0.000000,1002
-46.5,-0.461538,-0.461538,0.000000,26
-46,-0.390449,-0.543071,0.000000,1068
-45.5,-0.684211,-0.473684,0.000000,19
-45,-0.426160,-0.512236,0.000000,1185
-44.5,-0.230769,-0.692308,0.000000,13
-44,-0.386448,-0.533879,0.000000,1343
-43.5,-0.281250,-0.562500,0.000000,32
-43,-0.359025,-0.555995,0.000000,1518
-42.5,-0.297297,-0.513514,0.000000,37
-42,-0.394990,-0.522158,0.000000,1557
-41.5,-0.406250,-0.625000,0.000000,64
-41,-0.361374,-0.528436,0.000000,1688
-40.5,-0.275000,-0.675000,0.000000,80
-40,-0.396410,-0.551795,0.000000,1950
-39.5,-0.329897,-0.670103,0.000000,97
-39,-0.416058,-0.534793,0.000000,2055
-38.5,-0.194690,-0.469027,0.000000,113
-38,-0.415128,-0.497524,0.000000,2221
-37.5,-0.291667,-0.547619,0.000000,168
-37,-0.409581,-0.541717,0.000000,2505
-36.5,-0.390374,-0.668449,0.000000,187
-36,-0.391676,-0.528800,0.000000,2691
-35.5,-0.308824,-0.558824,0.000000,272
-35,-0.438887,-0.505460,0.000000,2839
-34.5,-0.437143,-0.582857,0.000000,350
-34,-0.404732,-0.519925,0.000000,3212
-33.5,-0.344498,-0.502392,0.000000,418
-33,-0.434230,-0.525865,0.000000,3383
-32.5,-0.384335,-0.515483,0.000000,549
-32,-0.415191,-0.546967,0.000000,3726
-31.5,-0.416938,-0.508143,0.000000,614
-31,-0.409113,-0.564429,0.000000,4082
-30.5,-0.436000,-0.560000,0.000000,750
-30,-0.416264,-0.535591,0.000000,4341
-29.5,-0.428274,-0.542620,0.000000,962
-29,-0.421197,-0.520203,0.000000,4727
-28.5,-0.465192,-0.497133,0.000000,1221
-28,-0.421827,-0.526316,0.000000,5168
-27.5,-0.434271,-0.521256,0.000000,1529
-27,-0.431570,-0.508760,0.000000,5765
-26.5,-0.388615,-0.510673,0.000000,1827
-26,-0.425975,-0.563215,0.000000,6383
-25.5,-0.416042,-0.524019,0.000000,2269
-25,-0.435232,-0.537513,0.000000,6971
-24.5,-0.401061,-0.504928,0.000000,2638
-24,-0.435911,-0.529837,0.000000,7474
-23.5,-0.410169,-0.527273,0.000000,3245
-23,-0.431870,-0.544922,0.000000,8359
-22.5,-0.415031,-0.526343,0.000000,3872
-22,-0.437362,-0.539619,0.000000,9036
-21.5,-0.433938,-0.513767,0.000000,4685
-21,-0.450261,-0.517877,0.000000,9761
-20.5,-0.435633,-0.522445,0.000000,5725
-20,-0.448216,-0.525279,0.000000,11017
-19.5,-0.437274,-0.516134,0.000000,6911
-19,-0.448440,-0.518060,0.000000,12209
-18.5,-0.442814,-0.519709,0.000000,8245
-18,-0.460652,-0.532521,0.000000,13622
-17.5,-0.427427,-0.539101,0.000000,9859
-17,-0.442987,-0.539347,0.000000,14944
-16.5,-0.452494,-0.517475,0.000000,11788
-16,-0.458621,-0.524768,0.000000,16796
-15.5,-0.450702,-0.539745,0.000000,14027
-15,-0.465633,-0.518867,0.000000,18710
-14.5,-0.455456,-0.532903,0.000000,16579
-14,-0.462682,-0.530677,0.000000,21384
-13.5,-0.453194,-0.520691,0.000000,19912
-13,-0.450097,-0.542346,0.000000,23686
-12.5,-0.468494,-0.532958,0.000000,23424
-12,-0.463123,-0.537212,0.000000,26846
-11.5,-0.468245,-0.535449,0.000000,27885
-11,-0.470410,-0.534757,0.000000,30771
-10.5,-0.466063,-0.532683,0.000000,32693
-10,-0.473897,-0.527460,0.000000,35379
-9.5,-0.469305,-0.530825,0.000000,38638
-9,-0.472825,-0.534298,0.000000,40717
-8.5,-0.476936,-0.528311,0.000000,45547
-8,-0.477294,-0.533934,0.000000,47740
-7.5,-0.481230,-0.529295,0.000000,53490
-7,-0.483689,-0.537051,0.000000,55639
-6.5,-0.475629,-0.535001,0.000000,61712
-6,-0.478715,-0.530242,0.000000,66315
-5.5,-0.483224,-0.533456,0.000000,72962
-5,-0.485488,-0.536880,0.000000,79936
-4.5,-0.486310,-0.540917,0.000000,85466
-4,-0.491290,-0.536798,0.000000,96446
-3.5,-0.491604,-0.537018,0.000000,100168
-3,-0.494331,-0.541212,0.000000,117745
-2.5,-0.497164,-0.536668,0.000000,117937
-2,-0.499976,-0.539692,0.000000,145281
-1.5,-0.497811,-0.536062,0.000000,134087
-1,-0.497834,-0.537423,0.000000,161586
-0.5,-0.505230,-0.541792,0.000000,209835
-0,-0.505628,-0.538269,0.000000,177324
0.5,-0.506028,-0.535507,0.000000,135791
1,-0.509167,-0.540157,0.000000,144110
1.5,-0.508274,-0.538858,0.000000,119113
2,-0.511824,-0.538701,0.000000,120811
2.5,-0.511709,-0.545675,0.000000,102869
3,-0.512535,-0.546937,0.000000,99240
3.5,-0.512979,-0.539762,0.000000,87333
4,-0.520754,-0.544707,0.000000,82202
4.5,-0.520892,-0.545201,0.000000,74622
5,-0.522293,-0.543294,0.000000,67711
5.5,-0.520317,-0.541680,0.000000,63052
6,-0.518770,-0.548318,0.000000,56553
6.5,-0.523232,-0.550348,0.000000,54064
7,-0.527855,-0.543771,0.000000,48125
7.5,-0.531322,-0.547668,0.000000,46006
8,-0.535323,-0.544663,0.000000,41007
8.5,-0.531754,-0.551359,0.000000,38971
9,-0.528763,-0.550827,0.000000,35532
9.5,-0.533959,-0.545846,0.000000,33231
10,-0.524506,-0.549822,0.000000,30850
10.5,-0.545381,-0.553480,0.000000,28272
11,-0.541495,-0.549823,0.000000,27136
11.5,-0.543182,-0.557527,0.000000,23563
12,-0.531266,-0.559494,0.000000,23700
12.5,-0.550603,-0.558023,0.000000,19811
13,-0.548287,-0.552800,0.000000,21051
13.5,-0.557073,-0.553085,0.000000,16549
14,-0.543443,-0.546773,0.000000,18622
14.5,-0.554175,-0.546175,0.000000,14001
15,-0.554160,-0.547577,0.000000,16405
15.5,-0.547145,-0.548782,0.000000,11613
16,-0.548421,-0.548949,0.000000,15169
16.5,-0.552008,-0.558393,0.000000,9710
17,-0.556732,-0.556362,0.000000,13502
17.5,-0.570440,-0.550914,0.000000,8092
18,-0.548191,-0.553430,0.000000,12025
18.5,-0.560762,-0.547821,0.000000,6723
19,-0.563078,-0.555657,0.000000,10915
19.5,-0.585778,-0.553778,0.000000,5625
20,-0.551530,-0.549074,0.000000,9771
20.5,-0.558901,-0.567190,0.000000,4584
21,-0.569512,-0.557428,0.000000,9020
21.5,-0.573245,-0.574262,0.000000,3932
22,-0.567133,-0.550551,0.000000,8081
22.5,-0.567601,-0.546043,0.000000,3247
23,-0.570903,-0.559188,0.000000,7341
23.5,-0.593667,-0.574208,0.000000,2621
24,-0.569010,-0.551323,0.000000,6615
24.5,-0.565259,-0.590888,0.000000,2107
25,-0.573030,-0.558733,0.000000,6155
25.5,-0.580199,-0.556416,0.000000,1808
26,-0.585656,-0.563288,0.000000,5633
26.5,-0.603981,-0.564859,0.000000,1457
27,-0.580752,-0.570621,0.000000,5133
27.5,-0.624237,-0.590235,0.000000,1147
28,-0.585510,-0.545072,0.000000,4748
28.5,-0.594398,-0.593361,0.000000,964
29,-0.569928,-0.544153,0.000000,4190
29.5,-0.640193,-0.557160,0.000000,831
30,-0.588312,-0.556483,0.000000,3833
30.5,-0.602606,-0.573290,0.000000,614
31,-0.584009,-0.559966,0.000000,3577
31.5,-0.573196,-0.480412,0.000000,485
32,-0.587230,-0.585132,0.000000,3336
32.5,-0.637566,-0.566138,0.000000,378
33,-0.586509,-0.554132,0.000000,2965
33.5,-0.559006,-0.509317,0.000000,322
34,-0.577592,-0.582306,0.000000,2758
34.5,-0.631148,-0.672131,0.000000,244
35,-0.572452,-0.560510,0.000000,2512
35.5,-0.572727,-0.590909,0.000000,220
36,-0.576957,-0.596306,0.000000,2274
36.5,-0.637681,-0.449275,0.000000,138
37,-0.619869,-0.582090,0.000000,2144
37.5,-0.618557,-0.443299,0.000000,97
38,-0.564351,-0.570991,0.000000,1958
38.5,-0.650000,-0.525000,0.000000,80
39,-0.579392,-0.591216,0.000000,1776
39.5,-0.613333,-0.760000,0.000000,75
40,-0.616174,-0.553410,0.000000,1657
40.5,-0.481481,-0.592593,0.000000,54
41,-0.607216,-0.599728,0.000000,1469
41.5,-0.547619,-0.666667,0.000000,42
42,-0.573134,-0.591045,0.000000,1340
42.5,-0.409091,-0.727273,0.000000,22
43,-0.589975,-0.628595,0.000000,1217
43.5,-0.913043,-0.478261,0.000000,23
44,-0.593103,-0.551724,0.000000,1160
44.5,-0.600000,-0.800000,0.000000,10
45,-0.591536,-0.540018,0.000000,1087
45.5,-0.500000,-0.250000,0.000000,8
46,-0.650388,-0.591565,0.000000,901
46.5,-0.428571,0.142857,0.000000,7
47,-0.612903,-0.557945,0.000000,837
47.5,-0.500000,-0.666667,0.000000,6
48,-0.640584,-0.557029,0.000000,754
48.5,-1.000000,1.000000,0.000000,1
49,-0.657220,-0.551957,0.000000,741
49.5,-1.000000,0.000000,0.000000,2
50,-0.614613,-0.587393,0.000000,698
51,-0.644161,-0.616788,0.000000,548
51.5,0.000000,-1.000000,0.000000,2
52,-0.579158,-0.555110,0.000000,499
52.5,-1.000000,-1.000000,0.000000,1
53,-0.590726,-0.596774,0.000000,496
53.5,-1.000000,-1.000000,0.000000,2
54,-0.678218,-0.554455,0.000000,404
54.5,-1.000000,0.000000,0.000000,2
55,-0.588732,-0.650704,0.000000,355
55.5,1.000000,-1.000000,0.000000,1
56,-0.662539,-0.560372,0.000000,323
57,-0.625000,-0.570513,0.000000,312
58,-0.641350,-0.569620,0.000000,237
59,-0.720000,-0.576000,0.000000,250
60,-0.580808,-0.505051,0.000000,198
61,-0.623457,-0.592593,0.000000,162
62,-0.716418,-0.597015,0.000000,134
62.5,-1.000000,-1.000000,0.000000,2
63,-0.620690,-0.655172,0.000000,145
64,-0.678832,-0.620438,0.000000,137
65,-0.594828,-0.706897,0.000000,116
66,-0.709677,-0.634409,0.000000,93
67,-0.679012,-0.629630,0.000000,81
68,-0.728395,-0.555556,0.000000,81
69,-0.700000,-0.733333,0.000000,60
70,-0.744681,-0.531915,0.000000,47
71,-0.740000,-0.600000,0.000000,50
72,-0.477273,-0.681818,0.000000,44
73,-0.659574,-0.702128,0.000000,47
74,-0.742857,-0.485714,0.000000,35
75,-0.571429,-0.785714,0.000000,28
76,-0.718750,-0.562500,0.000000,32
77,-0.529412,-0.411765,0.000000,17
78,-0.466667,-0.866667,0.000000,15
79,-0.750000,-0.375000,0.000000,16
80,-0.333333,-0.666667,0.000000,12
81,-0.500000,-0.333333,0.000000,6
82,-0.333333,-0.333333,0.000000,9
83,-1.000000,-0.500000,0.000000,8
84,-0.142857,-0.142857,0.000000,7
85,-0.666667,-0.333333,0.000000,6
86,-0.600000,-1.000000,0.000000,5
87,-0.428571,-0.714286,0.000000,7
88,1.000000,1.000000,0.000000,1
89,-1.000000,-1.000000,0.000000,4
90,-1.000000,-1.000000,0.000000,2
92,-1.000000,-1.000000,0.000000,1
94,1.000000,-1.000000,0.000000,1
95,0.000000,-1.000000,0.000000,2
98,0.000000,-1.000000,0.000000,2
