TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-2.5,0.000000,0.000000,0.000000,-16.666667,2
-2,0.000000,12.500000,0.000000,12.500000,2
-1.5,-25.000000,7.142857,-50.000000,0.000000,7
-1,-13.202247,2.808989,-26.404494,-1.635514,89
-0.5,-15.319258,5.381050,-30.638517,5.098967,971
-0,-15.202621,5.426474,-30.405241,5.348232,8242
0.5,-15.265936,5.714576,-30.531872,5.539603,7389
1,-50.033025,17.404227,-100.066050,18.639483,7570
1.5,-62.572664,22.362824,-125.145328,20.439526,7053
2,-151.652959,51.249798,-303.305918,52.774212,6201
2.5,-180.043111,66.804383,-360.086222,64.326648,5567
3,-266.837036,89.522312,-533.674071,99.878767,5087
3.5,-293.988327,92.684825,-587.976654,98.780488,5140
4,-494.021739,152.918680,-988.043478,155.347594,4968
4.5,-574.604479,182.453257,-1149.208958,175.382096,4867
5,-858.990222,305.907005,-1717.980443,283.564530,5011
5.5,-949.251431,336.481726,-1898.502862,345.540907,4542
6,-1152.033730,418.650794,-2304.067460,435.837897,4032
6.5,-1234.818482,388.393839,-2469.636964,420.234604,3636
7,-1215.980180,463.425209,-2431.960359,451.167964,3229
7.5,-1234.135387,419.377607,-2468.270773,403.314286,3117
8,-1201.642148,422.990079,-2403.284297,409.060707,2923
8.5,-1217.098620,420.329855,-2434.197240,425.414032,2971
9,-1224.908910,459.092415,-2449.817820,495.626822,3019
9.5,-1192.625556,425.301971,-2385.251113,405.723906,3146
10,-1243.626976,411.100355,-2487.253953,422.977994,3099
10.5,-1165.842400,410.154962,-2331.684801,423.370523,3033
11,-1281.228669,464.846416,-2562.457338,493.381468,2930
11.5,-1197.080292,464.233577,-2394.160584,466.666667,2740
12,-1234.006734,511.784512,-2468.013468,541.123930,2376
12.5,-1212.851406,453.815261,-2425.702811,465.679677,1992
13,-1237.445753,431.494110,-2474.891507,450.027917,1613
13.5,-1226.011102,447.264076,-2452.022205,490.539594,1261
14,-1270.152505,511.982571,-2540.305011,537.654909,918
14.5,-1114.457831,340.361446,-2228.915663,345.945946,664
15,-1300.000000,534.782609,-2600.000000,381.308411,460
15.5,-1269.938650,558.282209,-2539.877301,547.368421,326
16,-1216.374269,444.444444,-2432.748538,356.756757,171
16.5,-1209.677419,451.612903,-2419.354839,466.165414,124
17,-1114.754098,1016.393443,-2229.508197,638.888889,61
17.5,-1705.882353,529.411765,-3411.764706,717.948718,34
18,-1428.571429,714.285714,-2857.142857,750.000000,14
18.5,-666.666667,1555.555556,-1333.333333,600.000000,9
19,-2000.000000,1250.000000,-4000.000000,1250.000000,8
19.5,0.000000,2000.000000,0.000000,2000.000000,2
20,-2000.000000,2000.000000,-4000.000000,2000.000000,1
