TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-11.5,-25.000000,25.000000,0.000000,0.000000,1
-10.5,25.000000,-25.000000,0.000000,0.000000,2
-9.5,-25.000000,0.000000,0.000000,0.000000,4
-9,-25.000000,25.000000,0.000000,0.000000,1
-8.5,-9.523810,-8.333333,0.000000,0.000000,21
-8,-8.928571,-17.857143,0.000000,0.000000,14
-7.5,-7.978723,-9.042553,0.000000,0.000000,47
-7,-7.142857,-11.507937,0.000000,0.000000,63
-6.5,-6.986900,-10.589520,0.000000,0.000000,229
-6,-6.891026,-7.371795,0.000000,0.000000,156
-5.5,-5.045045,-7.252252,0.000000,0.000000,555
-5,-7.191781,-7.876712,0.000000,0.000000,511
-4.5,-6.089508,-6.841526,0.000000,0.000000,1363
-4,-6.250000,-6.930272,0.000000,0.000000,1176
-3.5,-4.880991,-6.939530,0.000000,0.000000,3109
-3,-4.285225,-7.550566,0.000000,0.000000,2917
-2.5,-5.569507,-6.399870,0.000000,0.000000,6172
-2,-5.975592,-6.753237,0.000000,0.000000,6719
-1.5,-5.433371,-6.089272,0.000000,0.000000,11549
-1,-5.499269,-6.268714,0.000000,0.000000,14361
-0.5,-5.629986,-6.083998,0.000000,0.000000,21310
-0,-5.733681,-6.140122,0.000000,0.000000,28725
0.5,-5.346568,-5.917732,0.000000,0.000000,29720
1,-9.716162,-10.068663,0.000000,0.000000,21773
1.5,-19.390350,-20.404366,0.000000,0.000000,16124
2,-30.738568,-27.785299,0.000000,0.000000,9972
2.5,-58.614826,-53.023403,0.000000,0.000000,8674
3,-74.545557,-64.974192,0.000000,0.000000,4456
3.5,-108.090331,-101.622451,0.000000,0.000000,4561
4,-124.399359,-108.489055,0.000000,0.000000,1873
4.5,-191.838741,-179.990167,0.000000,0.000000,2034
5,-218.193384,-211.832061,0.000000,0.000000,786
5.5,-354.601227,-214.601227,0.000000,0.000000,815
6,-442.222222,-227.407407,0.000000,0.000000,270
6.5,-580.473373,-237.278107,0.000000,0.000000,338
7,-73.394495,-422.018349,0.000000,0.000000,109
7.5,-352.000000,-310.400000,0.000000,0.000000,125
8,-250.000000,-466.666667,0.000000,0.000000,24
8.5,-54.054054,-594.594595,0.000000,0.000000,37
9,600.000000,-1600.000000,0.000000,0.000000,10
9.5,-500.000000,-1000.000000,0.000000,0.000000,4
10,1000.000000,-1000.000000,0.000000,0.000000,4
10.5,-2000.000000,-666.666667,0.000000,0.000000,3
12.5,-2000.000000,2000.000000,0.000000,0.000000,1
