TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-2,25.000000,0.000000,50.000000,0.000000,1
-1.5,-5.769231,0.000000,-3.846154,0.000000,13
-1,0.251256,0.000000,-3.517588,0.000000,199
-0.5,0.582260,0.000000,-0.346878,0.000000,2018
0,0.397227,0.000000,-0.470126,0.000000,16804
0.5,0.639951,0.000000,-0.400736,0.000000,24455
1,2.072193,0.000000,-1.586453,0.000000,22440
1.5,3.422148,0.000000,-0.669062,0.000000,21149
2,2.785427,0.000000,-3.728024,0.000000,18884
2.5,6.339001,0.000000,-2.139037,0.000000,16643
3,10.110657,0.000000,-7.811882,0.000000,15182
3.5,11.447512,0.000000,-1.968289,0.000000,14632
4,13.255846,0.000000,-8.357548,0.000000,14454
4.5,21.098226,0.000000,-4.160982,0.000000,14660
5,22.901679,0.000000,-16.109465,0.000000,14178
5.5,38.213084,0.000000,-23.970093,0.000000,13375
6,40.529214,0.000000,2.103706,0.000000,12169
6.5,11.140977,0.000000,-72.666605,0.000000,10789
7,41.495058,0.000000,2.677100,0.000000,9712
7.5,30.422920,0.000000,32.560255,0.000000,8796
8,33.988144,0.000000,-43.240730,0.000000,8603
8.5,23.408240,0.000000,-48.220974,0.000000,8544
9,18.227387,0.000000,-91.136933,0.000000,8778
9.5,32.351629,0.000000,-41.499331,0.000000,8964
10,56.084885,0.000000,30.749242,0.000000,9236
10.5,51.366843,0.000000,-4.409171,0.000000,9072
11,50.102951,0.000000,5.948296,0.000000,8742
11.5,32.840722,0.000000,10.610080,0.000000,7917
12,58.557284,0.000000,10.183876,0.000000,7070
12.5,30.902143,0.000000,-27.247051,0.000000,6019
13,82.769924,0.000000,40.155706,0.000000,4881
13.5,35.612903,0.000000,49.548387,0.000000,3875
14,51.824071,0.000000,24.548244,0.000000,2933
14.5,74.856046,0.000000,42.226488,0.000000,2084
15,106.719368,0.000000,100.131752,0.000000,1518
15.5,27.748132,0.000000,0.000000,0.000000,937
16,72.664360,0.000000,69.204152,0.000000,578
16.5,60.273973,0.000000,98.630137,0.000000,365
17,-62.500000,0.000000,-62.500000,0.000000,192
17.5,60.606061,0.000000,30.303030,0.000000,132
18,147.058824,0.000000,411.764706,0.000000,68
18.5,300.000000,0.000000,-200.000000,0.000000,40
19,0.000000,0.000000,0.000000,0.000000,10
19.5,0.000000,0.000000,0.000000,0.000000,7
20,-2000.000000,0.000000,-4000.000000,0.000000,2
20.5,-2000.000000,0.000000,-4000.000000,0.000000,1
21,0.000000,0.000000,0.000000,0.000000,2
21.5,0.000000,0.000000,-4000.000000,0.000000,1
