TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-19.5,-1.000000,1.000000,0.000000,1
-18.5,1.000000,-1.000000,0.000000,1
-18,-1.000000,0.000000,0.000000,2
-17.5,1.000000,-1.000000,0.000000,1
-16.5,0.000000,-0.333333,0.000000,3
-16,0.000000,-0.666667,0.000000,6
-15.5,-0.142857,-0.428571,0.000000,7
-14.5,-0.181818,-0.272727,0.000000,22
-14,-0.205128,-0.487179,0.000000,39
-13.5,-0.206897,-0.206897,0.000000,58
-13,0.000000,-0.333333,0.000000,12
-12.5,-0.220000,-0.360000,0.000000,100
-12,-0.149254,-0.343284,0.000000,134
-11.5,-0.131148,-0.483607,0.000000,244
-11,-0.221053,-0.284211,0.000000,95
-10.5,-0.196429,-0.438776,0.000000,392
-10,-0.188324,-0.367232,0.000000,531
-9.5,-0.185279,-0.345178,0.000000,788
-9,-0.214712,-0.443340,0.000000,503
-8.5,-0.228198,-0.375000,0.000000,1376
-8,-0.216949,-0.357062,0.000000,1770
-7.5,-0.234110,-0.355705,0.000000,2533
-7,-0.231961,-0.366490,0.000000,2453
-6.5,-0.260832,-0.354602,0.000000,4639
-6,-0.238261,-0.336013,0.000000,5473
-5.5,-0.242260,-0.336364,0.000000,8140
-5,-0.220146,-0.330063,0.000000,9580
-4.5,-0.235706,-0.335646,0.000000,14989
-4,-0.226486,-0.313659,0.000000,16129
-3.5,-0.240998,-0.314678,0.000000,25801
-3,-0.231728,-0.313177,0.000000,32413
-2.5,-0.236551,-0.309707,0.000000,45711
-2,-0.233290,-0.297708,0.000000,54100
-1.5,-0.239637,-0.296151,0.000000,79679
-1,-0.240993,-0.297295,0.000000,104277
-0.5,-0.241648,-0.289663,0.000000,141913
-0,-0.249117,-0.282792,0.000000,196169
0.5,-0.248205,-0.276753,0.000000,194545
1,-0.248375,-0.266755,0.000000,134337
1.5,-0.252729,-0.265103,0.000000,103688
2,-0.247373,-0.263647,0.000000,72506
2.5,-0.256682,-0.254180,0.000000,57542
3,-0.262244,-0.251820,0.000000,42022
3.5,-0.248145,-0.250487,0.000000,32880
4,-0.252084,-0.239221,0.000000,20989
4.5,0.045660,-0.427412,0.000000,25624
5,-0.258390,-0.239728,0.000000,12485
5.5,-0.259473,-0.213695,0.000000,10398
6,-0.242013,-0.219960,0.000000,7074
6.5,-0.247880,-0.207201,0.000000,5777
7,-0.292348,-0.195678,0.000000,3424
7.5,-0.286829,-0.215722,0.000000,3333
8,-0.273003,-0.155382,0.000000,2304
8.5,-0.291553,-0.169482,0.000000,1835
9,-0.203304,-0.156290,0.000000,787
9.5,-0.279070,-0.188837,0.000000,1075
10,-0.259159,-0.226594,0.000000,737
10.5,-0.305051,-0.107071,0.000000,495
11,-0.314815,-0.129630,0.000000,108
11.5,-0.318493,-0.082192,0.000000,292
12,-0.216981,-0.235849,0.000000,212
12.5,-0.426357,-0.085271,0.000000,129
13,-0.148148,-0.481481,0.000000,27
13.5,-0.297619,-0.095238,0.000000,84
14,-0.302326,-0.023256,0.000000,43
14.5,-0.244444,0.155556,0.000000,45
15,0.000000,-1.000000,0.000000,2
15.5,-0.333333,-0.111111,0.000000,9
16,-0.076923,-0.538462,0.000000,13
16.5,0.000000,0.000000,0.000000,2
17.5,-1.000000,1.000000,0.000000,2
18.5,0.000000,1.000000,0.000000,2
19.5,0.000000,-1.000000,0.000000,1
