TrueCount,Hit EV,Stand EV,Double EV,Split EV,Hands Played
-3,-25.000000,0.000000,-50.000000,0.000000,1
-2.5,0.000000,0.000000,50.000000,0.000000,1
-1.5,8.333333,0.000000,16.666667,0.000000,6
-1,18.750000,0.000000,23.214286,0.000000,28
-0.5,-4.741379,0.000000,-7.758621,0.000000,58
0,2.933673,0.000000,5.867347,0.000000,196
0.5,0.730994,0.000000,2.046784,0.000000,342
1,1.980825,0.000000,2.080318,0.000000,2764
1.5,2.440291,0.000000,2.336449,0.000000,1926
2,6.125071,0.000000,7.138778,0.000000,1751
2.5,6.055676,0.000000,4.193782,0.000000,1383
3,19.505623,0.000000,15.112465,0.000000,2134
3.5,24.139143,0.000000,24.244554,0.000000,1423
4,27.102246,0.000000,30.363115,0.000000,2093
4.5,46.589260,0.000000,54.716981,0.000000,1378
5,40.603946,0.000000,34.143407,0.000000,2078
5.5,87.007299,0.000000,99.124088,0.000000,1370
6,59.802306,0.000000,21.306974,0.000000,1821
6.5,121.226415,0.000000,92.767296,0.000000,1272
7,126.116838,0.000000,116.151203,0.000000,1746
7.5,234.201681,0.000000,331.260504,0.000000,1190
8,145.112285,0.000000,98.150594,0.000000,1514
8.5,242.019838,0.000000,182.506763,0.000000,1109
9,172.522523,0.000000,234.534535,0.000000,1332
9.5,122.189638,0.000000,33.235582,0.000000,1023
10,164.583333,0.000000,-7.638889,0.000000,1152
10.5,236.559140,0.000000,277.614858,0.000000,1023
11,206.418040,0.000000,201.214224,0.000000,1153
11.5,137.785910,0.000000,125.526075,0.000000,1093
12,146.048110,0.000000,144.329897,0.000000,1164
12.5,210.985179,0.000000,334.786399,0.000000,1147
13,138.936535,0.000000,116.638079,0.000000,1166
13.5,205.044752,0.000000,354.759967,0.000000,1229
14,130.653266,0.000000,120.603015,0.000000,1194
14.5,184.385382,0.000000,196.013289,0.000000,1204
15,145.231846,0.000000,276.465442,0.000000,1143
15.5,201.498751,0.000000,163.197336,0.000000,1201
16,98.530683,0.000000,86.430424,0.000000,1157
16.5,217.926186,0.000000,305.799649,0.000000,1138
17,222.433460,0.000000,114.068441,0.000000,1052
17.5,373.094170,0.000000,538.116592,0.000000,1115
18,65.194532,0.000000,-79.915878,0.000000,951
18.5,77.471967,0.000000,24.464832,0.000000,981
19,131.421744,0.000000,191.158901,0.000000,837
19.5,80.808081,0.000000,-112.233446,0.000000,891
20,210.235131,0.000000,188.105118,0.000000,723
20.5,316.455696,0.000000,470.886076,0.000000,790
21,206.060606,0.000000,290.909091,0.000000,660
21.5,151.761518,0.000000,357.723577,0.000000,738
22,332.061069,0.000000,587.786260,0.000000,524
22.5,307.905687,0.000000,382.801664,0.000000,721
23,257.028112,0.000000,273.092369,0.000000,498
23.5,137.741047,0.000000,27.548209,0.000000,726
24,185.941043,0.000000,154.195011,0.000000,441
24.5,107.671602,0.000000,-10.767160,0.000000,743
25,207.547170,0.000000,188.679245,0.000000,424
25.5,174.834437,0.000000,233.112583,0.000000,755
26,-4.376368,0.000000,-166.301969,0.000000,457
26.5,136.792453,0.000000,150.943396,0.000000,848
27,133.630290,0.000000,142.538976,0.000000,449
27.5,188.129899,0.000000,201.567749,0.000000,893
28,110.671937,0.000000,63.241107,0.000000,506
28.5,231.372549,0.000000,192.156863,0.000000,1020
29,-47.524752,0.000000,-102.970297,0.000000,505
29.5,163.618864,0.000000,204.042348,0.000000,1039
30,167.272727,0.000000,109.090909,0.000000,550
30.5,279.569892,0.000000,312.805474,0.000000,1023
31,281.800391,0.000000,383.561644,0.000000,511
31.5,204.231831,0.000000,147.194112,0.000000,1087
32,223.034735,0.000000,204.753199,0.000000,547
32.5,178.272981,0.000000,285.979573,0.000000,1077
33,143.911439,0.000000,132.841328,0.000000,542
33.5,248.262165,0.000000,186.693148,0.000000,1007
34,84.130019,0.000000,30.592734,0.000000,523
34.5,242.548818,0.000000,152.106886,0.000000,973
35,265.560166,0.000000,190.871369,0.000000,482
35.5,318.706697,0.000000,443.418014,0.000000,866
36,133.333333,0.000000,257.142857,0.000000,420
36.5,215.880893,0.000000,267.990074,0.000000,806
37,130.548303,0.000000,73.107050,0.000000,383
37.5,148.738380,0.000000,154.050465,0.000000,753
38,336.448598,0.000000,772.585670,0.000000,321
38.5,87.102178,0.000000,33.500838,0.000000,597
39,296.028881,0.000000,447.653430,0.000000,277
39.5,155.844156,0.000000,190.476190,0.000000,462
40,149.532710,0.000000,74.766355,0.000000,214
40.5,269.503546,0.000000,491.725768,0.000000,423
41,330.000000,0.000000,460.000000,0.000000,200
41.5,59.800664,0.000000,79.734219,0.000000,301
42,275.362319,0.000000,434.782609,0.000000,138
42.5,188.235294,0.000000,188.235294,0.000000,255
43,69.565217,0.000000,173.913043,0.000000,115
43.5,310.880829,0.000000,518.134715,0.000000,193
44,278.481013,0.000000,253.164557,0.000000,79
44.5,362.500000,0.000000,575.000000,0.000000,160
45,296.296296,0.000000,370.370370,0.000000,54
45.5,140.000000,0.000000,-200.000000,0.000000,100
46,421.052632,0.000000,736.842105,0.000000,38
46.5,184.210526,0.000000,157.894737,0.000000,76
47,-466.666667,0.000000,-933.333333,0.000000,30
47.5,608.695652,0.000000,695.652174,0.000000,46
48,347.826087,0.000000,347.826087,0.000000,23
48.5,186.046512,0.000000,0.000000,0.000000,43
49,600.000000,0.000000,1200.000000,0.000000,10
49.5,100.000000,0.000000,200.000000,0.000000,20
50,333.333333,0.000000,0.000000,0.000000,6
50.5,-222.222222,0.000000,-444.444444,0.000000,9
51,333.333333,0.000000,666.666667,0.000000,6
51.5,400.000000,0.000000,800.000000,0.000000,5
52,-1000.000000,0.000000,-2000.000000,0.000000,4
52.5,0.000000,0.000000,0.000000,0.000000,4
53,0.000000,0.000000,0.000000,0.000000,3
53.5,2000.000000,0.000000,4000.000000,0.000000,2
55,2000.000000,0.000000,4000.000000,0.000000,1
55.5,-2000.000000,0.000000,-4000.000000,0.000000,1
