Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996042,0.3958,49999.96,10.18,-197.89,242
HiLoStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.020480,-2.0480,50023.23,1134.24,1024.02,269
MentorStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996043,0.3957,49998.99,255.06,-197.87,272
ZenCountStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.020730,-2.0730,50028.86,1392.20,1036.51,276
RAPCStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.019223,-1.9223,50022.66,1178.74,961.17,283
R14Strategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996049,0.3951,49998.99,255.50,-197.55,283
WongHalvesStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996242,0.3758,49999.04,255.98,-187.92,284
OmegaIIStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996001,0.3999,49998.98,255.06,-199.93,287
RPCStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.020124,-2.0124,50027.74,1378.39,1006.21,294
