Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,0.995980,0.4020,49999.74,65.18,-201.01,470
HiLoStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,1.015485,-1.5485,50088.74,5730.58,774.23,527
ZenCountStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,1.015425,-1.5425,50111.36,7219.31,771.25,549
MentorStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,0.996908,0.3092,49991.83,2643.21,-154.59,553
RPCStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,1.014403,-1.4403,50103.51,7186.92,720.14,560
RAPCStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,1.013579,-1.3579,50083.04,6115.68,678.93,560
R14Strategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,0.997866,0.2134,49990.07,4655.72,-106.69,569
WongHalvesStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,0.997573,0.2427,49989.30,4407.47,-121.37,582
OmegaIIStrategy,8,0.75,S17,DAS,NoRAS,NoSurrender,3to2,17000000,0.997539,0.2461,49993.30,2723.42,-123.05,584
