TrueCount,HandsPlayed,TotalMoneyWagered,TotalPayout,EVPerDollar,StdErrorPerDollar,HandsPlayedPct
-10.5,1,1.0,1.0,1.0,0.0,0.0
-10.0,3,3.0,-1.0,-0.333333,0.544331,0.0
-9.5,30,37.0,9.0,0.243243,0.154813,2e-06
-9.0,116,131.0,-4.0,-0.030534,0.087829,1e-05
-8.5,431,510.0,-33.5,-0.065686,0.042983,3.6e-05
-8.0,1402,1607.0,-24.5,-0.015246,0.024232,0.000116
-7.5,4487,5130.0,-323.5,-0.06306,0.013626,0.00037
-7.0,13403,15248.0,-492.5,-0.032299,0.007912,0.001105
-6.5,38231,43229.0,-1487.0,-0.034398,0.004701,0.003151
-6.0,105257,119118.0,-4027.0,-0.033807,0.00283,0.008677
-5.5,270803,305860.0,-9495.5,-0.031045,0.001768,0.022323
-5.0,649315,731957.0,-19263.0,-0.026317,0.001143,0.053525
-4.5,1474577,1659066.0,-42085.5,-0.025367,0.00076,0.121553
-4.0,3183995,3573556.0,-85308.5,-0.023872,0.000518,0.262465
-3.5,6571156,7361527.0,-151395.5,-0.020566,0.000361,0.541678
-3.0,12668125,14165044.0,-255352.0,-0.018027,0.00026,1.044268
-2.5,23580443,26312531.0,-405296.5,-0.015403,0.000191,1.9438
-2.0,42257740,47067982.0,-644525.0,-0.013693,0.000143,3.48342
-1.5,72428673,80517341.0,-967273.5,-0.012013,0.000109,5.970492
-1.0,120945244,134201052.0,-1276475.5,-0.009512,8.5e-05,9.969845
-0.5,200081136,221580947.0,-1621398.5,-0.007317,6.6e-05,16.493232
0.0,277388799,306651721.0,-1475997.5,-0.004813,5.6e-05,22.865913
0.5,185637686,204848554.0,-539190.5,-0.002632,6.9e-05,15.302619
1.0,113027078,124491650.0,-13384.0,-0.000108,8.8e-05,9.317129
1.5,67597296,74325653.0,167178.0,0.002249,0.000114,5.572229
2.0,39395199,43236572.0,197267.5,0.004563,0.00015,3.247453
2.5,22043957,24149757.0,150505.0,0.006232,0.000201,1.817143
3.0,11817964,12924670.5,110520.0,0.008551,0.000274,0.974187
3.5,6210757,6719680.0,69256.0,0.010306,0.000382,0.51197
4.0,3143380,3311164.5,40441.5,0.012214,0.000551,0.259117
4.5,1480356,1543993.0,22945.5,0.014861,0.00081,0.12203
5.0,655722,683068.0,12362.5,0.018098,0.001217,0.054053
5.5,273378,283998.0,6434.5,0.022657,0.001889,0.022535
6.0,105672,109615.0,2720.0,0.024814,0.003043,0.008711
6.5,38601,39998.5,868.0,0.021701,0.00504,0.003182
7.0,13895,14367.5,602.0,0.0419,0.008446,0.001145
7.5,4423,4543.0,103.5,0.022782,0.015035,0.000365
8.0,1323,1372.5,21.5,0.015665,0.027163,0.000109
8.5,378,390.0,34.0,0.087179,0.051668,3.1e-05
9.0,86,83.0,-14.5,-0.174699,0.107234,7e-06
9.5,21,22.0,8.5,0.386364,0.210597,2e-06
10.0,3,2.5,-0.5,-0.2,0.619677,0.0
10.5,3,3.0,3.5,1.166667,0.136083,0.0
11.0,1,1.0,-1.0,-1.0,0.0,0.0
