DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-8,-0.125000,0.000000,4,Decline,-0.125000
11,-7.5,-0.178571,0.321429,14,Decline,-0.500000
11,-7,-0.010638,0.234043,47,Decline,-0.244681
11,-6.5,-0.172932,0.056391,133,Decline,-0.229323
11,-6,-0.269578,-0.072289,332,Decline,-0.197289
11,-5.5,-0.225759,-0.057786,1021,Decline,-0.167972
11,-5,-0.186921,-0.031718,2806,Decline,-0.155203
11,-4.5,-0.200197,-0.055993,7108,Decline,-0.144204
11,-4,-0.202697,-0.056753,20501,Decline,-0.145944
11,-3.5,-0.201062,-0.071565,54538,Decline,-0.129497
11,-3,-0.203886,-0.083529,128920,Decline,-0.120357
11,-2.5,-0.205046,-0.098076,342459,Decline,-0.106970
11,-2,-0.195785,-0.102023,887213,Decline,-0.093762
11,-1.5,-0.214680,-0.132250,2190853,Decline,-0.082430
11,-1,-0.193441,-0.127685,6737936,Decline,-0.065756
11,-0.5,-0.229328,-0.173908,17188897,Decline,-0.055420
11,0,-0.307198,-0.248293,14410169,Decline,-0.058905
11,0.5,-0.445686,-0.398923,30623226,Decline,-0.046763
11,1,-0.417699,-0.373050,27712894,Decline,-0.044649
11,1.5,-0.393307,-0.346730,21873778,Decline,-0.046578
11,2,-0.398321,-0.351567,20640269,Decline,-0.046754
11,2.5,-0.396404,-0.350470,18364993,Decline,-0.045934
11,3,-0.399748,-0.354071,17781285,Decline,-0.045676
11,3.5,-0.398008,-0.353022,17204094,Decline,-0.044986
11,4,-0.397778,-0.353831,16510373,Decline,-0.043946
11,4.5,-0.397272,-0.351332,14925383,Decline,-0.045940
11,5,-0.395937,-0.352884,14367876,Decline,-0.043053
11,5.5,-0.399229,-0.356153,14304028,Decline,-0.043076
11,6,-0.394911,-0.352098,12873207,Decline,-0.042812
11,6.5,-0.396927,-0.353874,12335568,Decline,-0.043053
11,7,-0.396675,-0.354947,12005109,Decline,-0.041728
11,7.5,-0.396603,-0.355086,11007181,Decline,-0.041517
11,8,-0.395827,-0.354237,10830843,Decline,-0.041590
11,8.5,-0.394717,-0.353750,10145155,Decline,-0.040967
11,9,-0.396285,-0.356299,9974255,Decline,-0.039986
11,9.5,-0.394940,-0.355028,9347154,Decline,-0.039913
11,10,-0.395146,-0.356360,9265697,Decline,-0.038786
11,10.5,-0.395015,-0.354150,8464530,Decline,-0.040866
11,11,-0.394421,-0.354957,8215713,Decline,-0.039464
11,11.5,-0.394514,-0.358349,7997891,Decline,-0.036165
11,12,-0.393818,-0.355206,7578166,Decline,-0.038612
