DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-18,1.000000,1.500000,1,Decline,-0.500000
11,-17,-1.500000,-1.000000,1,Decline,-0.500000
11,-16.5,-0.500000,0.000000,2,Decline,-0.500000
11,-16,-0.500000,0.000000,1,Decline,-0.500000
11,-15.5,0.142857,0.642857,7,Decline,-0.500000
11,-15,-0.208333,0.166667,12,Decline,-0.375000
11,-14.5,0.200000,0.300000,15,Decline,-0.100000
11,-14,-0.275000,-0.525000,20,Accept,0.250000
11,-13.5,-0.221154,-0.240385,52,Accept,0.019231
11,-13,-0.150685,0.041096,73,Decline,-0.191781
11,-12.5,-0.221739,-0.086956,115,Decline,-0.134783
11,-12,-0.217500,-0.092500,200,Decline,-0.125000
11,-11.5,-0.254617,-0.075198,379,Decline,-0.179419
11,-11,-0.172956,-0.047956,636,Decline,-0.125000
11,-10.5,-0.182702,-0.066530,977,Decline,-0.116172
11,-10,-0.149360,-0.066501,1406,Decline,-0.082859
11,-9.5,-0.207166,-0.068213,2177,Decline,-0.138953
11,-9,-0.194392,-0.083530,4244,Decline,-0.110862
11,-8.5,-0.187210,-0.086062,5833,Decline,-0.101148
11,-8,-0.192638,-0.084919,10351,Decline,-0.107719
11,-7.5,-0.190321,-0.100622,16572,Decline,-0.089699
11,-7,-0.184656,-0.091905,25978,Decline,-0.092751
11,-6.5,-0.197741,-0.114599,38639,Decline,-0.083141
11,-6,-0.192651,-0.108339,61326,Decline,-0.084312
11,-5.5,-0.186274,-0.105575,97727,Decline,-0.080699
11,-5,-0.211680,-0.128794,145212,Decline,-0.082886
11,-4.5,-0.202845,-0.126001,227657,Decline,-0.076844
11,-4,-0.197182,-0.122543,368444,Decline,-0.074639
11,-3.5,-0.233247,-0.162450,538193,Decline,-0.070797
11,-3,-0.139944,-0.073407,841141,Decline,-0.066537
11,-2.5,-0.202720,-0.143940,1469253,Decline,-0.058780
11,-2,-0.279767,-0.221226,1530503,Decline,-0.058541
11,-1.5,-0.024476,0.030945,4042699,Decline,-0.055421
11,-1,-0.282288,-0.235924,5100446,Decline,-0.046364
11,-0.5,-0.431708,-0.380884,5093317,Decline,-0.050824
11,0,-0.153417,-0.096462,11611546,Decline,-0.056954
11,0.5,-0.452266,-0.404921,8003105,Decline,-0.047345
11,1,-0.472889,-0.432197,12677106,Decline,-0.040691
11,1.5,-0.435490,-0.392968,8965890,Decline,-0.042522
11,2,-0.442032,-0.400617,10975849,Decline,-0.041415
11,2.5,-0.408842,-0.365405,7683164,Decline,-0.043437
11,3,-0.390196,-0.346489,8330740,Decline,-0.043707
11,3.5,-0.389076,-0.342142,7581269,Decline,-0.046934
11,4,-0.386465,-0.340742,7636013,Decline,-0.045723
11,4.5,-0.387471,-0.339707,6583226,Decline,-0.047764
11,5,-0.386216,-0.340729,6199312,Decline,-0.045487
11,5.5,-0.393838,-0.349391,7646271,Decline,-0.044447
11,6,-0.400135,-0.355868,7337288,Decline,-0.044268
11,6.5,-0.399933,-0.355977,6876064,Decline,-0.043956
11,7,-0.394425,-0.349016,6555587,Decline,-0.045409
11,7.5,-0.398414,-0.355359,6765242,Decline,-0.043054
11,8,-0.392714,-0.348710,6360497,Decline,-0.044003
11,8.5,-0.396949,-0.353679,5961651,Decline,-0.043270
11,9,-0.397013,-0.353663,6602914,Decline,-0.043349
11,9.5,-0.395014,-0.352409,6122703,Decline,-0.042605
11,10,-0.397900,-0.353016,6006579,Decline,-0.044883
11,10.5,-0.398159,-0.353400,5817425,Decline,-0.044759
11,11,-0.392855,-0.349849,5613814,Decline,-0.043006
11,11.5,-0.390156,-0.347067,5560771,Decline,-0.043089
11,12,-0.397534,-0.355162,5793263,Decline,-0.042372
11,12.5,-0.399405,-0.358323,5309861,Decline,-0.041082
11,13,-0.392349,-0.347211,5346353,Decline,-0.045138
11,13.5,-0.395890,-0.354751,5196248,Decline,-0.041139
11,14,-0.395266,-0.352996,5208417,Decline,-0.042270
11,14.5,-0.392590,-0.348865,4764638,Decline,-0.043724
11,15,-0.396356,-0.355045,4958603,Decline,-0.041311
11,15.5,-0.395141,-0.354310,4953186,Decline,-0.040831
11,16,-0.393774,-0.351122,4511792,Decline,-0.042652
11,16.5,-0.395865,-0.354698,4850243,Decline,-0.041168
11,17,-0.393869,-0.351881,4237443,Decline,-0.041989
11,17.5,-0.392872,-0.349015,4527218,Decline,-0.043857
11,18,-0.395895,-0.355490,4826387,Decline,-0.040405
11,18.5,-0.395064,-0.354093,4201732,Decline,-0.040971
11,19,-0.393934,-0.351547,4362239,Decline,-0.042387
11,19.5,-0.394214,-0.353172,4206410,Decline,-0.041042
11,20,-0.393240,-0.351959,4138931,Decline,-0.041281
11,20.5,-0.396429,-0.355890,3852584,Decline,-0.040539
11,21,-0.393314,-0.353300,4290516,Decline,-0.040013
11,21.5,-0.392129,-0.350320,4008006,Decline,-0.041810
11,22,-0.394299,-0.354404,3588156,Decline,-0.039895
11,22.5,-0.393418,-0.352190,3799978,Decline,-0.041228
11,23,-0.391756,-0.350538,3894272,Decline,-0.041218
11,23.5,-0.394752,-0.353935,3710203,Decline,-0.040817
11,24,-0.394853,-0.355985,3569573,Decline,-0.038867
11,24.5,-0.392691,-0.351092,3580308,Decline,-0.041599
11,25,-0.393661,-0.353261,3905591,Decline,-0.040400
11,25.5,-0.395975,-0.358743,3430101,Decline,-0.037232
11,26,-0.392000,-0.347332,2900057,Decline,-0.044668
11,26.5,-0.394166,-0.355856,3280628,Decline,-0.038310
11,27,-0.393816,-0.355291,3688948,Decline,-0.038525
11,27.5,-0.391697,-0.350667,3323746,Decline,-0.041030
11,28,-0.394379,-0.355599,3092360,Decline,-0.038779
11,28.5,-0.394401,-0.354246,3147905,Decline,-0.040155
11,29,-0.393813,-0.355170,3235520,Decline,-0.038643
11,29.5,-0.392837,-0.350338,3194590,Decline,-0.042499
11,30,-0.394213,-0.354992,2720658,Decline,-0.039220
11,30.5,-0.393302,-0.355093,3125739,Decline,-0.038209
11,31,-0.391855,-0.350970,3210123,Decline,-0.040885
11,31.5,-0.393540,-0.355867,2668085,Decline,-0.037673
11,32,-0.392349,-0.351001,2862674,Decline,-0.041347
11,32.5,-0.394165,-0.356585,2898256,Decline,-0.037580
11,33,-0.393892,-0.355969,2743592,Decline,-0.037924
11,33.5,-0.391726,-0.349713,2590449,Decline,-0.042013
11,34,-0.395379,-0.359706,2536868,Decline,-0.035673
11,34.5,-0.391295,-0.350288,3344791,Decline,-0.041007
11,35,-0.394742,-0.358513,1961427,Decline,-0.036229
11,35.5,-0.391253,-0.352687,2717785,Decline,-0.038565
