table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used
5.0,500.0,200.0,0.25,2000,-43.44125,-31.25,-243.44125,-1395.1875,1270.0,0.636,0.6075,0.5845,0.258,0.5255,68.68875,67.5,80.0,85.0,0.9969065613737267,78696.00125,1000.0,13751.494
5.0,500.0,200.0,0.5,2000,-47.14,-37.5,-247.14,-1367.5625,1275.0624999999995,0.642,0.6155,0.5865,0.2585,0.523,68.8575,70.0,80.0,85.0,0.996861065024418,78733.71125,1000.0,13752.984
5.0,500.0,200.0,0.75,2000,-25.59625,-17.5,-225.59625,-1375.125,1325.3124999999982,0.6235,0.5915,0.559,0.267,0.513,71.6025,70.0,85.0,95.0,0.9971557548885646,79316.74,1000.0,13751.682
5.0,500.0,200.0,1.0,2000,47.2125,72.5,-152.7875,-1377.5,1325.0,0.571,0.544,0.5145,0.308,0.4585,80.82375,80.0,102.5,120.0,0.9981113000102972,80895.59,1000.0,13751.726
5.0,500.0,200.0,1.25,2000,124.97375,123.75,-75.02625,-1370.0625,1585.0,0.5445,0.5155,0.487,0.351,0.4345,94.7925,90.0,125.0,155.0,0.9990973151860714,83114.55875,1000.0,13751.7955
5.0,500.0,200.0,1.5,2000,238.6875,212.5,38.6875,-1245.125,1830.0624999999995,0.491,0.469,0.442,0.4105,0.391,108.92625,105.0,142.5,165.04999999999995,1.000450921112364,85796.60375,1000.0,13751.587
5.0,500.0,200.0,2.0,2000,413.1625,415.0,213.1625,-1297.6875,1970.0624999999995,0.3925,0.3695,0.3485,0.5065,0.305,139.70875,135.0,185.0,210.0,1.0023377286232245,91183.595,1000.0,13751.2505
5.0,500.0,200.0,2.5,2000,643.0675,655.0,443.0675,-1232.75,2537.874999999998,0.317,0.3035,0.2895,0.611,0.2605,173.1425,170.0,225.0,257.5,1.0044606552872182,99327.895,1000.0,13751.33
5.0,500.0,200.0,3.0,2000,864.45875,875.0,664.45875,-1342.5,3085.0624999999995,0.281,0.2675,0.2515,0.6445,0.222,205.3075,200.0,270.0,305.025,1.0061912169852163,107322.80125,1000.0,13750.797
5.0,500.0,200.0,4.0,2000,1245.8775,1272.5,1045.8775,-1487.5,3935.0,0.2205,0.211,0.2005,0.7315,0.182,269.105,262.5,357.5,407.5,1.0085806788167297,121887.50125,1000.0,13751.524
5.0,500.0,200.0,5.0,2000,1699.51625,1671.25,1499.51625,-1597.5625,5065.437499999997,0.1845,0.171,0.162,0.777,0.152,335.25875,330.0,445.0,500.0,1.0107525280850282,139457.0875,1000.0,13751.581
5.0,500.0,200.0,6.0,2000,2108.24875,2092.5,1908.24875,-1700.0625,5928.124999999996,0.168,0.163,0.1575,0.8025,0.1485,403.13375,390.0,535.0,610.05,1.012396100576891,153939.4375,1000.0,13751.688
5.0,500.0,200.0,7.0,2000,2550.2825,2537.5,2350.2825,-1752.875,6760.249999999998,0.14,0.135,0.1295,0.8355,0.12,470.32125,457.5,630.0,727.5,1.013657742433852,172084.26,1000.0,13751.3355
5.0,500.0,500.0,0.25,2000,286.4175,287.5,-213.5825,-1087.6875,1602.687499999999,0.6285,0.551,0.473,0.1475,0.326,69.59375,70.0,80.0,87.5,0.9972927977703805,78894.18,1000.0,13751.0015
5.0,500.0,500.0,0.5,2000,472.20875,473.75,-27.79125,-980.1875,1942.5624999999995,0.5115,0.444,0.3795,0.235,0.2645,93.90375,90.0,122.5,140.0,0.9996656037268046,83108.73125,1000.0,13750.586
5.0,500.0,500.0,0.75,2000,697.4825,695.0,197.4825,-947.6875,2357.874999999998,0.4105,0.361,0.309,0.358,0.205,131.7825,127.5,175.1249999999999,205.0,1.0021909562016502,90135.3025,1000.0,13750.6315
5.0,500.0,500.0,1.0,2000,915.8525,915.0,415.8525,-992.875,2780.312499999998,0.3295,0.2955,0.2605,0.463,0.1855,173.73625,170.0,230.1249999999999,270.0,1.0041874196085532,99309.96625,1000.0,13750.262
5.0,500.0,500.0,1.25,2000,1185.915,1162.5,685.915,-1023.0625,3370.8124999999955,0.284,0.2445,0.2095,0.556,0.151,212.13,205.0,280.0,322.5,1.0063676294215411,107719.05125,1000.0,13751.5265
5.0,500.0,500.0,1.5,2000,1467.0075,1452.5,967.0075,-1000.3125,4032.812499999998,0.218,0.1895,0.1645,0.6425,0.121,254.505,250.0,335.0,385.04999999999995,1.0081953889302682,117994.095,1000.0,13750.617
5.0,500.0,500.0,2.0,2000,2015.16,2067.5,1515.16,-1112.8125,5225.124999999999,0.1905,0.1715,0.155,0.7195,0.1185,336.61,330.0,450.0,500.0,1.010863943069772,139466.8575,1000.0,13751.419
5.0,500.0,500.0,2.5,2000,2598.48625,2581.25,2098.48625,-1255.25,6560.562499999997,0.151,0.1355,0.123,0.776,0.1015,423.8125,412.5,557.5,640.05,1.0129763490652732,161716.23,1000.0,13752.2915
5.0,500.0,500.0,3.0,2000,3037.2575,2985.0,2537.2575,-1611.375,7697.5,0.14,0.1315,0.1215,0.8115,0.1025,502.56875,490.0,655.1249999999999,765.0,1.014117652459311,179722.3375,1000.0,13751.442
5.0,500.0,500.0,4.0,2000,4075.51375,4035.0,3575.51375,-1877.6875,10065.125,0.118,0.1105,0.104,0.8425,0.0945,667.37,647.5,895.0,1037.5,1.0164755885321797,217018.87875,1000.0,13752.378
5.0,500.0,500.0,5.0,2000,5317.68875,5157.5,4817.68875,-2185.6875,13180.125,0.105,0.099,0.0935,0.866,0.084,840.17,811.25,1115.0,1297.5,1.0179967404575871,267697.85125,1000.0,13750.9355
5.0,500.0,500.0,6.0,2000,6289.54,6315.0,5789.54,-3028.0625,15863.437499999995,0.114,0.106,0.1025,0.866,0.0945,1006.71,975.0,1355.0,1567.5,1.0187791459730282,308296.235,1000.0,13750.5825
5.0,500.0,500.0,7.0,2000,7338.95875,7212.5,6838.95875,-2895.875,18284.62499999999,0.1045,0.1035,0.1,0.8785,0.0915,1167.245,1130.0,1562.5,1775.0,1.0197403165039975,346446.25625,1000.0,13751.5285
5.0,500.0,1000.0,0.25,2000,914.2,896.25,-85.8,-567.5,2402.5624999999995,0.547,0.423,0.2905,0.0805,0.117,94.43625,90.0,122.5,140.0,0.9989676970851474,83115.13875,1000.0,13750.9175
