Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.4,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996047,0.3953,49999.96,9.14,-197.67,756
HiLoStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996429,0.3571,49999.97,9.22,-178.56,819
ZenCountStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996514,0.3486,49999.97,9.23,-174.28,827
MentorStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996455,0.3545,49999.97,9.22,-177.23,838
OmegaIIStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996546,0.3454,49999.97,9.23,-172.70,868
RPCStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996436,0.3564,49999.97,9.22,-178.22,869
R14Strategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996551,0.3449,49999.97,9.22,-172.47,872
RAPCStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996407,0.3593,49999.97,9.21,-179.65,874
WongHalvesStrategy,2,0.40,H17,DAS,NoRAS,NoSurrender,3to2,150000000,0.996115,0.3885,49999.96,9.17,-194.26,881
