Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
HiLoStrategy,8,0.7,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996255,0.3745,49999.77,61.42,-187.24,926
MentorStrategy,8,0.70,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996306,0.3694,49999.77,61.37,-184.68,942
RPCStrategy,8,0.70,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996316,0.3684,49999.77,61.37,-184.21,958
RAPCStrategy,8,0.70,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996271,0.3729,49999.77,61.34,-186.45,974
R14Strategy,8,0.70,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996358,0.3642,49999.78,61.36,-182.12,973
ZenCountStrategy,8,0.70,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996332,0.3668,49999.77,61.40,-183.40,1022
WongHalvesStrategy,8,0.70,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.995242,0.4758,49999.71,61.39,-237.90,1046
OmegaIIStrategy,8,0.70,S17,DAS,NoRAS,NoSurrender,3to2,38000000,0.996340,0.3660,49999.78,61.39,-183.00,1068
