Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.7,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995967,0.4033,999.94,15.54,-4.03,355
HiLoStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.998952,0.1048,999.98,15.71,-1.05,403
MentorStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997522,0.2478,999.96,15.70,-2.48,408
OmegaIIStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997097,0.2903,999.95,15.65,-2.90,439
R14Strategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997497,0.2503,999.96,15.70,-2.50,454
RAPCStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.998916,0.1084,999.98,15.69,-1.08,457
RPCStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.999255,0.0745,999.99,15.70,-0.75,459
ZenCountStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.999588,0.0412,999.99,15.71,-0.41,461
WongHalvesStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997340,0.2660,999.96,15.65,-2.66,466
