Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.997658,0.2342,999.98,8.14,-2.34,634
HiLoStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.998894,0.1106,999.99,8.19,-1.11,644
MentorStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.997754,0.2246,999.98,8.16,-2.25,661
WongHalvesStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.997745,0.2255,999.98,8.15,-2.26,693
RAPCStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.998908,0.1092,999.99,8.19,-1.09,717
ZenCountStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.999343,0.0657,999.99,8.20,-0.66,723
R14Strategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.997787,0.2213,999.98,8.16,-2.21,733
RPCStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.999062,0.0938,999.99,8.19,-0.94,733
OmegaIIStrategy,2,0.35,S17,DAS,NoRAS,NoSurrender,3to2,150000000,0.997816,0.2184,999.98,8.16,-2.18,746
