Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.7,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997782,0.2218,49999.97,15.59,-110.89,337
HiLoStrategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.035669,-3.5669,50101.82,2854.65,1783.45,384
RAPCStrategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.034446,-3.4446,50097.10,2818.82,1722.29,398
RPCStrategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.034929,-3.4929,50114.40,3275.09,1746.44,399
WongHalvesStrategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.012306,-1.2306,50009.70,788.50,615.28,399
MentorStrategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.003614,-0.3614,50001.66,459.33,180.72,400
OmegaIIStrategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.005857,-0.5857,50002.98,508.46,292.83,405
R14Strategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.010684,-1.0684,50008.66,810.30,534.20,405
ZenCountStrategy,2,0.70,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.035298,-3.5298,50117.46,3327.71,1764.88,410
