Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.6,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996010,0.3990,49999.95,13.47,-199.51,304
HiLoStrategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.028605,-2.8605,50058.78,2054.95,1430.26,351
MentorStrategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997065,0.2935,49999.00,340.82,-146.75,357
ZenCountStrategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.028447,-2.8447,50069.46,2441.67,1422.33,365
R14Strategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.002757,-0.2757,50001.15,418.84,137.86,370
OmegaIIStrategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997128,0.2872,49999.01,344.38,-143.62,372
WongHalvesStrategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.002907,-0.2907,50001.23,423.17,145.37,379
RAPCStrategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.027056,-2.7056,50055.92,2067.01,1352.78,380
RPCStrategy,2,0.60,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.027818,-2.7818,50067.03,2409.55,1390.92,385
