Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995990,0.4010,49999.96,10.18,-200.52,234
HiLoStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.018227,-1.8227,50014.92,818.76,911.37,266
MentorStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996015,0.3985,49998.98,255.06,-199.26,271
ZenCountStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.019099,-1.9099,50018.88,988.26,954.97,275
OmegaIIStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995981,0.4019,49998.98,255.05,-200.94,284
RAPCStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.017313,-1.7313,50014.66,846.68,865.65,287
R14Strategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996062,0.3938,49999.00,255.19,-196.89,288
WongHalvesStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996155,0.3845,49999.02,255.20,-192.26,289
RPCStrategy,2,0.45,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.018110,-1.8110,50017.72,978.47,905.51,294
