table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used
5.0,500.0,200.0,0.25,10000,80.145,80.0,-119.855,-675.0,842.5,0.6206,0.5737,0.5195,0.199,0.421,106.83275,105.0,132.5,145.0,0.9951258638255495,24589.99825,100.0,4304.9792
5.0,500.0,200.0,0.5,10000,74.78375,77.5,-125.21625,-677.5625,827.5,0.6279,0.5739,0.5233,0.1996,0.4271,106.85975,105.0,132.5,145.0,0.9949081819756077,24591.6585,100.0,4305.1613
5.0,500.0,200.0,0.75,10000,74.8005,75.0,-125.1995,-672.5,797.5,0.6302,0.5804,0.5276,0.1974,0.4275,106.86825,105.0,130.0,145.0,0.994911607678183,24604.92275,100.0,4305.3381
5.0,500.0,200.0,1.0,10000,75.13525,75.0,-124.86475,-677.5625,810.0,0.6277,0.5791,0.5263,0.2028,0.4246,107.91475,105.0,132.5,147.5,0.9949372159185133,24663.258,100.0,4305.3164
5.0,500.0,200.0,1.25,10000,88.12,85.0,-111.88,-650.0,842.5624999999991,0.6125,0.5618,0.5124,0.2089,0.4178,110.15775,107.5,137.5,160.0,0.9954949069506311,24834.11525,100.0,4305.2081
5.0,500.0,200.0,1.5,10000,84.874,87.5,-115.126,-690.0,847.5,0.6154,0.5633,0.5118,0.2105,0.4157,112.6905,110.0,145.0,170.0,0.9953918762435822,24983.27,100.0,4305.2915
5.0,500.0,200.0,2.0,10000,103.7805,100.0,-96.2195,-702.5625,907.5,0.5966,0.5486,0.4994,0.236,0.4026,126.595,120.0,177.5,220.0,0.9962640111472981,25754.761,100.0,4305.3179
5.0,500.0,200.0,2.5,10000,123.7045,127.5,-76.2955,-720.0625,952.5,0.5705,0.5208,0.4731,0.259,0.3901,141.383,133.75,207.5,255.0,0.9971062853898844,26365.938,100.0,4305.2282
5.0,500.0,200.0,3.0,10000,129.346,135.0,-70.654,-765.0625,1012.5,0.5573,0.5125,0.4681,0.2732,0.3906,163.445,155.0,247.5,307.52500000000055,0.9974119024993773,27299.58975,100.0,4305.1339
5.0,500.0,200.0,4.0,10000,185.1525,185.0,-14.8475,-852.5625,1215.062499999999,0.5096,0.475,0.4389,0.3456,0.3674,211.0605,200.0,325.0,412.5,0.9994992177923576,29648.61725,100.0,4305.3457
5.0,500.0,200.0,5.0,10000,215.6105,212.5,15.6105,-980.0,1390.0,0.4906,0.4579,0.4246,0.3813,0.3638,257.616,242.5,405.0,500.0,1.0004939397339419,31604.058,100.0,4305.25
5.0,500.0,200.0,6.0,10000,260.9965,260.0,60.9965,-1070.0,1597.5,0.4636,0.4323,0.4047,0.4192,0.3508,307.17825,290.0,485.0,607.5,1.0018013644583068,33861.2765,100.0,4305.2312
5.0,500.0,200.0,7.0,10000,307.85525,310.0,107.85525,-1202.5625,1830.0,0.4403,0.4138,0.3888,0.4516,0.3459,359.3945,340.0,560.0,712.5,1.0029615979960966,36417.92375,100.0,4305.1286
5.0,500.0,500.0,0.25,10000,377.89875,377.5,-122.10125,-362.5,1140.0,0.6278,0.4977,0.3709,0.0542,0.1565,106.93975,105.0,132.5,145.0,0.9950349667325845,24592.232,100.0,4305.368
5.0,500.0,500.0,0.5,10000,386.538,387.5,-113.462,-375.06249999999994,1140.0,0.6171,0.4866,0.3583,0.0579,0.16,110.16325,107.5,137.5,155.0,0.9954317051147976,24836.838,100.0,4305.1293
5.0,500.0,500.0,0.75,10000,401.67225,400.0,-98.32775,-400.0,1200.0,0.5945,0.4711,0.3503,0.0724,0.166,121.40875,115.0,167.5,205.0,0.9961335176111725,25430.8025,100.0,4305.3174
5.0,500.0,500.0,1.0,10000,413.09025,415.0,-86.90975,-435.0,1242.5,0.5776,0.461,0.3437,0.0836,0.1674,141.3775,132.5,207.5,252.5,0.9967039557006732,26367.895,100.0,4305.1584
5.0,500.0,500.0,1.25,10000,441.48925,447.5,-58.51075,-475.0,1342.562499999999,0.5461,0.443,0.3389,0.1144,0.1754,168.45725,160.0,255.0,320.0,0.9978699358394201,27469.00825,100.0,4304.9133
5.0,500.0,500.0,1.5,10000,464.57625,462.5,-35.42375,-517.5,1432.562499999999,0.5282,0.4298,0.33,0.1413,0.175,195.2495,185.0,300.0,375.0,0.9987683628305488,28761.51425,100.0,4305.174
5.0,500.0,500.0,2.0,10000,506.73175,507.5,6.73175,-637.5625,1650.062499999999,0.4944,0.4109,0.3314,0.2063,0.195,258.1175,245.0,400.0,507.5,1.000212954381932,31611.23025,100.0,4305.2796
5.0,500.0,500.0,2.5,10000,567.91525,567.5,67.91525,-817.5625,1945.0,0.4589,0.3912,0.3244,0.2673,0.2106,318.33275,297.5,497.5,655.0250000000005,1.0019673111946727,34521.86425,100.0,4305.1658
5.0,500.0,500.0,3.0,10000,610.7445,607.5,110.7445,-982.5,2210.0,0.4423,0.3828,0.3287,0.3116,0.2277,377.788,355.0,605.0,772.5,1.0029690817248562,37299.24275,100.0,4305.2348
5.0,500.0,500.0,4.0,10000,700.3305,697.5,200.3305,-1410.0625,2770.0,0.4213,0.3789,0.3349,0.3849,0.2513,500.70075,475.0,787.5,1005.0,1.0046305178483244,43263.08775,100.0,4305.3734
5.0,500.0,500.0,5.0,10000,803.9495,795.0,303.9495,-1687.5625,3370.0,0.4082,0.374,0.3345,0.4359,0.2656,629.58275,595.0,1000.0,1255.0,1.0060470683124971,50263.9435,100.0,4305.1815
5.0,500.0,500.0,6.0,10000,915.0585,907.5,415.0585,-2090.0625,3897.624999999998,0.3854,0.3525,0.3228,0.4751,0.2684,755.58525,712.5,1202.6249999999982,1500.0,1.0074650940931515,55599.902,100.0,4305.2401
5.0,500.0,500.0,7.0,10000,1021.53925,1010.0,521.53925,-2375.1875,4527.812499999995,0.3818,0.3549,0.3281,0.5019,0.2768,873.98075,822.5,1387.5,1715.0,1.0084151735442854,61976.054,100.0,4305.2342
5.0,500.0,1000.0,0.25,10000,877.3275,877.5,-122.6725,122.5,1632.5,0.6226,0.373,0.1654,0.0023,0.0128,110.64025,107.5,140.0,160.0,0.995060435897481,24834.68125,100.0,4305.1917
5.0,500.0,1000.0,0.5,10000,919.66325,920.0,-80.33675,89.93750000000006,1735.062499999999,0.5757,0.3402,0.1601,0.0051,0.0159,142.06625,132.5,207.5,260.02500000000055,0.9969537031839839,26371.93775,100.0,4305.3071
5.0,500.0,1000.0,0.75,10000,957.37775,955.0,-42.62225,-7.5,1942.562499999999,0.5347,0.3431,0.1807,0.0182,0.0265,197.31725,187.5,302.5,380.0,0.9985185676935943,28770.97375,100.0,4305.4155
5.0,500.0,1000.0,1.0,10000,1019.70525,1025.0,19.70525,-145.0,2190.062499999999,0.4819,0.3215,0.1881,0.0497,0.0428,256.032,242.5,397.5,485.0,1.0006237044666502,31593.8895,100.0,4305.2528
5.0,500.0,1000.0,1.25,10000,1058.91275,1072.5,58.91275,-335.0,2437.624999999998,0.4593,0.3266,0.2088,0.0874,0.0664,319.593,300.0,497.5,632.5,1.001707271765938,34506.955,100.0,4305.226
5.0,500.0,1000.0,1.5,10000,1116.0025,1117.5,116.0025,-432.5,2682.5,0.4406,0.3215,0.2207,0.1299,0.0829,377.02125,355.0,587.5,750.0,1.003108237607372,37320.9885,100.0,4305.3568
5.0,500.0,1000.0,2.0,10000,1214.04225,1207.5,214.04225,-850.0,3327.5,0.4175,0.3214,0.2437,0.2254,0.1249,502.58375,475.0,785.0,995.0,1.0049419263094475,43311.50175,100.0,4305.2364
5.0,500.0,1000.0,2.5,10000,1312.323,1315.0,312.323,-1242.625,3860.0,0.3955,0.3237,0.259,0.2939,0.1533,628.3545,590.0,980.0,1247.5,1.0062128825384498,50270.2245,100.0,4305.322
5.0,500.0,1000.0,3.0,10000,1450.98475,1442.5,450.98475,-1502.5,4375.062499999999,0.3749,0.3148,0.256,0.3564,0.1625,749.554,705.0,1175.0,1470.0,1.0081223058550848,55524.2265,100.0,4305.3232
