TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-34,-1.000000,0.000000,-2.000000,1
-33,0.000000,0.000000,0.000000,2
-32,-1.000000,0.000000,-2.000000,1
-31,-0.666667,0.000000,-1.333333,3
-30,1.000000,0.000000,2.000000,1
-29,-0.200000,0.000000,-0.400000,5
-28,-0.285714,0.000000,-1.714286,7
-27,-0.250000,0.000000,-0.500000,16
-26,-0.440000,0.000000,-0.880000,25
-25,-0.195652,0.000000,-0.391304,46
-24,-0.375000,0.000000,-0.613636,88
-23,-0.358209,0.000000,-0.820896,134
-22,-0.321429,0.000000,-0.705357,224
-21,-0.241791,0.000000,-0.531343,335
-20,-0.290749,0.000000,-0.638767,454
-19,-0.338048,0.000000,-0.661952,707
-18,-0.374088,0.000000,-0.770073,1096
-17.5,-1.000000,0.000000,-2.000000,3
-17,-0.379125,0.000000,-0.750168,1485
-16.5,-0.500000,0.000000,-1.000000,10
-16,-0.364183,0.000000,-0.751504,2161
-15.5,-0.333333,0.000000,-0.666667,18
-15,-0.412305,0.000000,-0.841604,2942
-14.5,-0.574468,0.000000,-1.191489,47
-14,-0.373065,0.000000,-0.748095,4069
-13.5,-0.410000,0.000000,-0.760000,100
-13,-0.411819,0.000000,-0.831419,5398
-12.5,-0.257143,0.000000,-0.514286,245
-12,-0.401730,0.000000,-0.817640,7052
-11.5,-0.410131,0.000000,-0.803922,612
-11,-0.405858,0.000000,-0.826521,9321
-10.5,-0.393989,0.000000,-0.799350,1231
-10,-0.429998,0.000000,-0.865704,11914
-9.5,-0.428464,0.000000,-0.879401,2670
-9,-0.418832,0.000000,-0.833123,15856
-8.5,-0.410382,0.000000,-0.830558,5105
-8,-0.428680,0.000000,-0.863550,21004
-7.5,-0.419166,0.000000,-0.836072,9736
-7,-0.431350,0.000000,-0.871029,28332
-6.5,-0.426428,0.000000,-0.859562,17595
-6,-0.453538,0.000000,-0.911121,39053
-5.5,-0.446569,0.000000,-0.897284,31845
-5,-0.452062,0.000000,-0.909251,55791
-4.5,-0.450237,0.000000,-0.903071,56237
-4,-0.465911,0.000000,-0.934797,81361
-3.5,-0.466548,0.000000,-0.931293,98680
-3,-0.476948,0.000000,-0.956874,126259
-2.5,-0.477557,0.000000,-0.959358,165863
-2,-0.484356,0.000000,-0.970080,209222
-1.5,-0.486366,0.000000,-0.972193,274324
-1,-0.493331,0.000000,-0.987683,383708
-0.5,-0.497859,0.000000,-0.995564,440920
0,-0.504681,0.000000,-1.008758,549303
0.5,-0.508731,0.000000,-1.017461,368700
1,-0.515868,0.000000,-1.031737,297289
1.5,-0.526281,0.000000,-1.052562,222136
2,-0.528292,0.000000,-1.056583,168901
2.5,-0.533100,0.000000,-1.066201,132808
3,-0.542604,0.000000,-1.085208,103512
3.5,-0.543408,0.000000,-1.086816,77774
4,-0.543131,0.000000,-1.086262,67921
4.5,-0.561303,0.000000,-1.122607,44190
5,-0.560602,0.000000,-1.121203,46748
5.5,-0.566000,0.000000,-1.131999,24788
6,-0.563424,0.000000,-1.126848,33355
6.5,-0.572857,0.000000,-1.145714,13499
7,-0.569988,0.000000,-1.139975,24090
7.5,-0.589497,0.000000,-1.178993,7369
8,-0.571444,0.000000,-1.142889,17972
8.5,-0.595936,0.000000,-1.191872,3888
9,-0.587184,0.000000,-1.174368,13374
9.5,-0.631183,0.000000,-1.262366,1860
10,-0.581225,0.000000,-1.162451,10120
10.5,-0.643357,0.000000,-1.286713,858
11,-0.580023,0.000000,-1.160047,7729
11.5,-0.668407,0.000000,-1.336815,383
12,-0.582180,0.000000,-1.164360,5780
12.5,-0.652941,0.000000,-1.305882,170
13,-0.590198,0.000000,-1.180396,4346
13.5,-0.732394,0.000000,-1.464789,71
14,-0.594860,0.000000,-1.189721,3152
14.5,-0.833333,0.000000,-1.666667,18
15,-0.583724,0.000000,-1.167448,2347
15.5,-0.250000,0.000000,-0.500000,8
16,-0.639903,0.000000,-1.279805,1644
16.5,-0.500000,0.000000,-1.000000,4
17,-0.672665,0.000000,-1.345330,1167
17.5,-1.000000,0.000000,-2.000000,1
18,-0.610063,0.000000,-1.220126,795
19,-0.652952,0.000000,-1.305903,559
20,-0.619946,0.000000,-1.239892,371
21,-0.660079,0.000000,-1.320158,253
22,-0.768116,0.000000,-1.536232,138
23,-0.640449,0.000000,-1.280899,89
24,-0.584906,0.000000,-1.169811,53
25,-0.743590,0.000000,-1.487179,39
26,-0.850000,0.000000,-1.700000,20
27,-0.705882,0.000000,-1.411765,17
28,-0.800000,0.000000,-1.600000,10
29,-1.000000,0.000000,-2.000000,1
