TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-22,-1.000000,-1.000000,0.000000,1
-20.5,-1.000000,-1.000000,0.000000,1
-20,-1.000000,1.000000,0.000000,1
-19.5,-1.000000,-1.000000,0.000000,2
-18.5,0.500000,-1.000000,0.000000,2
-18,-0.200000,-0.600000,0.000000,5
-17.5,-0.200000,-0.600000,0.000000,5
-17,-0.500000,-1.000000,0.000000,2
-16.5,-0.086957,-0.478261,0.000000,23
-16,-0.354839,-0.419355,0.000000,31
-15.5,-0.016667,-0.633333,0.000000,60
-15,0.200000,-1.000000,0.000000,5
-14.5,-0.414414,-0.549550,0.000000,111
-14,-0.229299,-0.515924,0.000000,157
-13.5,-0.378641,-0.349515,0.000000,206
-13,-0.260274,-0.726027,0.000000,73
-12.5,-0.334218,-0.607427,0.000000,377
-12,-0.326855,-0.586572,0.000000,566
-11.5,-0.419954,-0.482599,0.000000,862
-11,-0.291317,-0.568627,0.000000,357
-10.5,-0.342391,-0.521739,0.000000,1472
-10,-0.378139,-0.507632,0.000000,2031
-9.5,-0.391261,-0.512342,0.000000,2998
-9,-0.385279,-0.520218,0.000000,2201
-8.5,-0.381756,-0.505726,0.000000,4977
-8,-0.402099,-0.514215,0.000000,6859
-7.5,-0.410973,-0.520497,0.000000,9660
-7,-0.398689,-0.531014,0.000000,9915
-6.5,-0.406377,-0.520928,0.000000,17250
-6,-0.432101,-0.523114,0.000000,20118
-5.5,-0.430965,-0.527464,0.000000,30622
-5,-0.437161,-0.523941,0.000000,36840
-4.5,-0.437622,-0.528313,0.000000,55452
-4,-0.452710,-0.522097,0.000000,60732
-3.5,-0.461207,-0.527913,0.000000,96783
-3,-0.462990,-0.529832,0.000000,121616
-2.5,-0.472242,-0.531840,0.000000,169066
-2,-0.476813,-0.531538,0.000000,208841
-1.5,-0.484126,-0.534620,0.000000,299802
-1,-0.493290,-0.532614,0.000000,386045
-0.5,-0.499287,-0.537425,0.000000,530080
0,-0.504343,-0.539091,0.000000,637566
0.5,-0.511070,-0.540444,0.000000,429123
1,-0.516678,-0.546034,0.000000,314345
1.5,-0.523205,-0.546156,0.000000,240638
2,-0.533326,-0.545063,0.000000,164436
2.5,-0.542932,-0.548232,0.000000,138102
3,-0.541271,-0.549102,0.000000,97938
3.5,-0.545898,-0.554930,0.000000,77835
4,-0.557745,-0.554047,0.000000,49216
4.5,-0.563554,-0.552171,0.000000,44718
5,-0.574512,-0.557548,0.000000,29002
5.5,-0.584151,-0.568010,0.000000,24658
6,-0.583816,-0.576925,0.000000,16399
6.5,-0.592980,-0.573770,0.000000,13847
7,-0.587844,-0.572107,0.000000,7371
7.5,-0.592927,-0.570399,0.000000,7635
8,-0.610071,-0.590620,0.000000,5501
8.5,-0.601888,-0.554695,0.000000,4132
9,-0.588163,-0.600493,0.000000,1622
9.5,-0.617647,-0.575448,0.000000,2346
10,-0.627640,-0.633072,0.000000,1657
10.5,-0.632224,-0.618214,0.000000,1142
11,-0.660517,-0.571956,0.000000,271
11.5,-0.629630,-0.602963,0.000000,675
12,-0.600457,-0.557078,0.000000,438
12.5,-0.732143,-0.600000,0.000000,280
13,-0.636364,-0.681818,0.000000,44
13.5,-0.697368,-0.592105,0.000000,152
14,-0.852941,-0.686275,0.000000,102
14.5,-0.757576,-0.818182,0.000000,66
15,-0.666667,-0.666667,0.000000,6
15.5,-0.600000,-0.666667,0.000000,30
16,-0.736842,-0.789474,0.000000,19
16.5,-0.875000,-0.500000,0.000000,16
17.5,-0.636364,-0.636364,0.000000,11
18,-0.333333,-1.000000,0.000000,3
18.5,-0.500000,-1.000000,0.000000,2
19.5,-1.000000,-0.333333,0.000000,3
20,-1.000000,-1.000000,0.000000,1
