TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-32,1.000000,0.000000,2.000000,1
-30,0.333333,0.000000,0.666667,3
-29,-0.714286,0.000000,-1.428571,7
-28,-0.466667,0.000000,-0.933333,15
-27,-0.250000,0.000000,-0.500000,16
-26,-0.407407,0.000000,-0.814815,27
-25,-0.509434,0.000000,-1.018868,53
-24,-0.304348,0.000000,-0.608696,92
-23,-0.336066,0.000000,-0.672131,122
-22,-0.377451,0.000000,-0.754902,204
-21,-0.318681,0.000000,-0.637363,273
-20,-0.384956,0.000000,-0.769912,452
-19,-0.438462,0.000000,-0.876923,650
-18,-0.417836,0.000000,-0.835671,998
-17,-0.398721,0.000000,-0.797441,1407
-16.5,-0.500000,0.000000,-1.000000,2
-16,-0.432173,0.000000,-0.864347,1983
-15.5,-0.428571,0.000000,-0.857143,14
-15,-0.431111,0.000000,-0.862222,2700
-14.5,-0.266667,0.000000,-0.533333,30
-14,-0.464621,0.000000,-0.929243,3618
-13.5,-0.453608,0.000000,-0.907216,97
-13,-0.443280,0.000000,-0.886560,4866
-12.5,-0.381579,0.000000,-0.763158,228
-12,-0.471707,0.000000,-0.943414,6468
-11.5,-0.439728,0.000000,-0.879457,589
-11,-0.449988,0.000000,-0.899976,8398
-10.5,-0.440486,0.000000,-0.880972,1235
-10,-0.465973,0.000000,-0.931947,11153
-9.5,-0.441044,0.000000,-0.882089,2451
-9,-0.483622,0.000000,-0.967244,14776
-8.5,-0.458792,0.000000,-0.917584,4817
-8,-0.475805,0.000000,-0.951610,19529
-7.5,-0.466422,0.000000,-0.932845,9009
-7,-0.483210,0.000000,-0.966419,26682
-6.5,-0.485534,0.000000,-0.971068,16314
-6,-0.485443,0.000000,-0.970886,36202
-5.5,-0.481918,0.000000,-0.963837,29505
-5,-0.493690,0.000000,-0.987380,51188
-4.5,-0.491494,0.000000,-0.982988,52491
-4,-0.498216,0.000000,-0.996433,75692
-3.5,-0.500552,0.000000,-1.001105,91429
-3,-0.510731,0.000000,-1.021462,116625
-2.5,-0.511214,0.000000,-1.022429,153376
-2,-0.516438,0.000000,-1.032876,195007
-1.5,-0.522648,0.000000,-1.045295,254573
-1,-0.525802,0.000000,-1.051604,358289
-0.5,-0.529808,0.000000,-1.059615,405904
-0,-0.535293,0.000000,-1.070586,500696
0.5,-0.540466,0.000000,-1.080933,332683
1,-0.548840,0.000000,-1.097681,267269
1.5,-0.553924,0.000000,-1.107848,199986
2,-0.553080,0.000000,-1.106160,151347
2.5,-0.562092,0.000000,-1.124184,119162
3,-0.559571,0.000000,-1.119142,93829
3.5,-0.568647,0.000000,-1.137295,69959
4,-0.570337,0.000000,-1.140675,61269
4.5,-0.578474,0.000000,-1.156948,40045
5,-0.582200,0.000000,-1.164400,41843
5.5,-0.587918,0.000000,-1.175835,22214
6,-0.587157,0.000000,-1.174313,29883
6.5,-0.602183,0.000000,-1.204367,12091
7,-0.590463,0.000000,-1.180926,22020
7.5,-0.604335,0.000000,-1.208670,6551
8,-0.594827,0.000000,-1.189653,16082
8.5,-0.603550,0.000000,-1.207101,3380
9,-0.597475,0.000000,-1.194950,12039
9.5,-0.600701,0.000000,-1.201401,1713
10,-0.622273,0.000000,-1.244546,9168
10.5,-0.610526,0.000000,-1.221053,855
11,-0.617297,0.000000,-1.234594,6718
11.5,-0.704545,0.000000,-1.409091,352
12,-0.614231,0.000000,-1.228462,5200
12.5,-0.786164,0.000000,-1.572327,159
13,-0.593404,0.000000,-1.186808,3972
13.5,-0.700000,0.000000,-1.400000,60
14,-0.631868,0.000000,-1.263736,2912
14.5,-0.666667,0.000000,-1.333333,18
15,-0.654287,0.000000,-1.308574,2181
15.5,-0.625000,0.000000,-1.250000,8
16,-0.665113,0.000000,-1.330226,1502
16.5,-1.000000,0.000000,-2.000000,3
17,-0.646729,0.000000,-1.293458,1070
18,-0.661685,0.000000,-1.323370,736
19,-0.692153,0.000000,-1.384306,497
20,-0.687117,0.000000,-1.374233,326
21,-0.698492,0.000000,-1.396985,199
22,-0.790850,0.000000,-1.581699,153
23,-0.761364,0.000000,-1.522727,88
24,-0.630769,0.000000,-1.261538,65
25,-0.333333,0.000000,-0.666667,27
26,-0.125000,0.000000,-0.250000,8
27,-0.444444,0.000000,-0.888889,9
28,-1.000000,0.000000,-2.000000,2
29,-1.000000,0.000000,-2.000000,2
30,-1.000000,0.000000,-2.000000,1
31,-1.000000,0.000000,-2.000000,1
32,-1.000000,0.000000,-2.000000,1
