TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-56,-1.000000,1.000000,0.000000,1
-55,-1.000000,-1.000000,0.000000,1
-54,-1.000000,-1.000000,0.000000,1
-53,0.000000,-1.000000,0.000000,2
-52,-1.000000,-1.000000,0.000000,2
-51,-0.250000,-1.000000,0.000000,4
-50,-1.000000,0.000000,0.000000,2
-49,-0.200000,-0.800000,0.000000,10
-48,0.000000,-0.833333,0.000000,12
-47,0.000000,-0.666667,0.000000,6
-46,-0.352941,-0.411765,0.000000,17
-45,-0.350000,-0.500000,0.000000,20
-44,-0.480000,-0.360000,0.000000,25
-43,-0.297297,-0.621622,0.000000,37
-42,-0.305085,-0.593220,0.000000,59
-41,-0.353846,-0.569231,0.000000,65
-40,-0.278481,-0.544304,0.000000,79
-39,-0.209677,-0.500000,0.000000,124
-38,-0.441341,-0.597765,0.000000,179
-37,-0.422535,-0.436620,0.000000,213
-36,-0.309013,-0.545064,0.000000,233
-35,-0.360856,-0.553517,0.000000,327
-34.5,-1.000000,1.000000,0.000000,1
-34,-0.388262,-0.512415,0.000000,443
-33,-0.354772,-0.560166,0.000000,482
-32,-0.343434,-0.508418,0.000000,594
-31,-0.328608,-0.554124,0.000000,776
-30.5,-1.000000,-1.000000,0.000000,1
-30,-0.355292,-0.546436,0.000000,926
-29.5,-1.000000,1.000000,0.000000,1
-29,-0.335773,-0.538884,0.000000,1093
-28.5,-0.200000,-0.600000,0.000000,5
-28,-0.334636,-0.548084,0.000000,1279
-27.5,-0.300000,-0.200000,0.000000,10
-27,-0.360205,-0.544466,0.000000,1563
-26.5,-0.375000,-0.500000,0.000000,16
-26,-0.360258,-0.548735,0.000000,1857
-25.5,-0.419355,-0.354839,0.000000,31
-25,-0.397685,-0.499074,0.000000,2160
-24.5,-0.310345,-0.551724,0.000000,58
-24,-0.364827,-0.537118,0.000000,2519
-23.5,-0.369863,-0.424658,0.000000,73
-23,-0.387393,-0.517400,0.000000,3046
-22.5,-0.395522,-0.537313,0.000000,134
-22,-0.402133,-0.546843,0.000000,3469
-21.5,-0.414286,-0.533333,0.000000,210
-21,-0.398652,-0.533943,0.000000,4154
-20.5,-0.371429,-0.542857,0.000000,350
-20,-0.409187,-0.530973,0.000000,4746
-19.5,-0.372093,-0.522199,0.000000,473
-19,-0.406513,-0.537305,0.000000,5589
-18.5,-0.390987,-0.498173,0.000000,821
-18,-0.397388,-0.538207,0.000000,6661
-17.5,-0.398451,-0.549053,0.000000,1162
-17,-0.420471,-0.528284,0.000000,7513
-16.5,-0.425884,-0.545040,0.000000,1754
-16,-0.427391,-0.528427,0.000000,9076
-15.5,-0.410591,-0.521105,0.000000,2606
-15,-0.435447,-0.535599,0.000000,10534
-14.5,-0.403499,-0.543460,0.000000,3601
-14,-0.430485,-0.527156,0.000000,12465
-13.5,-0.415693,-0.521028,0.000000,5136
-13,-0.435592,-0.525615,0.000000,14874
-12.5,-0.429791,-0.533590,0.000000,7264
-12,-0.441327,-0.530156,0.000000,17393
-11.5,-0.430939,-0.513403,0.000000,10259
-11,-0.451274,-0.521066,0.000000,21005
-10.5,-0.446385,-0.525952,0.000000,14315
-10,-0.438701,-0.523429,0.000000,25033
-9.5,-0.447899,-0.522745,0.000000,19587
-9,-0.458788,-0.528741,0.000000,30149
-8.5,-0.448000,-0.515035,0.000000,26971
-8,-0.454956,-0.536533,0.000000,37008
-7.5,-0.456742,-0.534111,0.000000,36953
-7,-0.463062,-0.533287,0.000000,46294
-6.5,-0.453848,-0.537542,0.000000,50171
-6,-0.465176,-0.535162,0.000000,59169
-5.5,-0.462099,-0.535234,0.000000,67505
-5,-0.475068,-0.536185,0.000000,76509
-4.5,-0.477759,-0.532615,0.000000,90619
-4,-0.477221,-0.533726,0.000000,101760
-3.5,-0.478753,-0.533198,0.000000,120325
-3,-0.482392,-0.537116,0.000000,139227
-2.5,-0.485708,-0.533971,0.000000,159252
-2,-0.491687,-0.535647,0.000000,197815
-1.5,-0.492419,-0.538609,0.000000,213836
-1,-0.498475,-0.535239,0.000000,275350
-0.5,-0.503654,-0.537637,0.000000,322833
0,-0.502309,-0.538534,0.000000,289694
0.5,-0.509603,-0.539274,0.000000,228266
1,-0.511322,-0.540077,0.000000,219167
1.5,-0.515457,-0.541104,0.000000,174166
2,-0.521410,-0.543623,0.000000,154644
2.5,-0.520231,-0.542229,0.000000,131284
3,-0.524029,-0.540269,0.000000,111326
3.5,-0.529968,-0.545419,0.000000,98957
4,-0.531117,-0.544397,0.000000,83362
4.5,-0.535859,-0.547328,0.000000,73329
5,-0.535582,-0.540231,0.000000,63023
5.5,-0.536972,-0.545471,0.000000,54474
6,-0.533175,-0.551950,0.000000,49374
6.5,-0.546060,-0.551728,0.000000,40230
7,-0.544621,-0.544723,0.000000,39286
7.5,-0.545581,-0.551773,0.000000,29552
8,-0.557015,-0.550133,0.000000,31676
8.5,-0.551663,-0.549054,0.000000,21466
9,-0.549912,-0.556697,0.000000,26086
9.5,-0.572349,-0.562325,0.000000,15363
10,-0.561220,-0.551305,0.000000,21382
10.5,-0.564847,-0.554835,0.000000,10787
11,-0.560399,-0.548449,0.000000,17823
11.5,-0.582770,-0.552216,0.000000,7986
12,-0.569755,-0.546927,0.000000,14938
12.5,-0.566122,-0.571864,0.000000,5573
13,-0.574345,-0.568568,0.000000,12637
13.5,-0.601833,-0.587576,0.000000,3928
14,-0.567698,-0.564008,0.000000,10569
14.5,-0.572872,-0.555556,0.000000,2772
15,-0.587240,-0.548209,0.000000,9044
15.5,-0.582665,-0.600856,0.000000,1869
16,-0.579003,-0.565057,0.000000,7601
16.5,-0.641815,-0.562399,0.000000,1234
17,-0.597519,-0.559690,0.000000,6450
17.5,-0.623543,-0.531469,0.000000,858
18,-0.583789,-0.554827,0.000000,5490
18.5,-0.616667,-0.583333,0.000000,600
19,-0.598240,-0.564726,0.000000,4774
19.5,-0.646377,-0.530435,0.000000,345
20,-0.582813,-0.582333,0.000000,4166
20.5,-0.714286,-0.549784,0.000000,231
21,-0.596462,-0.563044,0.000000,3561
21.5,-0.704403,-0.484277,0.000000,159
22,-0.625374,-0.575556,0.000000,3011
22.5,-0.707317,-0.560976,0.000000,82
23,-0.626902,-0.578863,0.000000,2498
23.5,-0.575000,-0.750000,0.000000,40
24,-0.607175,-0.579473,0.000000,2202
24.5,-0.681818,-0.909091,0.000000,22
25,-0.618291,-0.605696,0.000000,1826
25.5,-0.583333,-0.666667,0.000000,12
26,-0.635279,-0.546419,0.000000,1508
26.5,-0.642857,-0.285714,0.000000,14
27,-0.589286,-0.562112,0.000000,1288
27.5,-0.666667,0.000000,0.000000,6
28,-0.628986,-0.621256,0.000000,1035
28.5,-1.000000,-1.000000,0.000000,1
29,-0.630857,-0.581714,0.000000,875
29.5,0.000000,0.000000,0.000000,2
30,-0.634043,-0.554610,0.000000,705
30.5,-1.000000,-1.000000,0.000000,1
31,-0.658662,-0.581475,0.000000,583
32,-0.649682,-0.609342,0.000000,471
33,-0.664430,-0.489933,0.000000,447
34,-0.676647,-0.574850,0.000000,334
35,-0.714286,-0.580357,0.000000,224
36,-0.729885,-0.517241,0.000000,174
37,-0.735294,-0.735294,0.000000,136
38,-0.661157,-0.619835,0.000000,121
39,-0.795181,-0.614458,0.000000,83
40,-0.541667,-0.666667,0.000000,72
41,-0.686567,-0.402985,0.000000,67
42,-0.642857,-0.666667,0.000000,42
43,-0.545455,-0.636364,0.000000,33
44,-1.000000,-0.428571,0.000000,21
45,-0.619048,-0.619048,0.000000,21
46,-1.000000,-0.750000,0.000000,16
47,-0.818182,-0.272727,0.000000,11
48,-1.000000,-0.714286,0.000000,7
49,-1.000000,-1.000000,0.000000,5
50,-1.000000,0.000000,0.000000,2
51,0.000000,0.000000,0.000000,4
52,-0.333333,-1.000000,0.000000,3
53,-1.000000,-1.000000,0.000000,3
56,-1.000000,0.000000,0.000000,2
57,-1.000000,-1.000000,0.000000,1
