TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-20.5,0.000000,1.000000,0.000000,1
-18.5,-1.000000,-0.333333,0.000000,3
-18,0.000000,-0.428571,0.000000,7
-17.5,-0.125000,-0.750000,0.000000,8
-16.5,-0.250000,-0.500000,0.000000,20
-16,-0.419355,-0.741935,0.000000,31
-15.5,-0.523810,-0.428571,0.000000,42
-15,-0.125000,-0.750000,0.000000,8
-14.5,-0.293478,-0.630435,0.000000,92
-14,-0.358209,-0.477612,0.000000,134
-13.5,-0.451327,-0.442478,0.000000,226
-13,-0.560976,-0.317073,0.000000,41
-12.5,-0.364458,-0.487952,0.000000,332
-12,-0.394737,-0.564912,0.000000,570
-11.5,-0.392947,-0.473552,0.000000,794
-11,-0.382749,-0.493261,0.000000,371
-10.5,-0.398519,-0.567407,0.000000,1350
-10,-0.425935,-0.512045,0.000000,1951
-9.5,-0.410379,-0.539198,0.000000,2717
-9,-0.443831,-0.496489,0.000000,1994
-8.5,-0.428631,-0.529363,0.000000,4785
-8,-0.452740,-0.530103,0.000000,6295
-7.5,-0.464824,-0.529010,0.000000,9083
-7,-0.461741,-0.511768,0.000000,9135
-6.5,-0.458942,-0.509324,0.000000,15819
-6,-0.464787,-0.515574,0.000000,18942
-5.5,-0.479692,-0.522269,0.000000,28560
-5,-0.473707,-0.521275,0.000000,34078
-4.5,-0.478585,-0.526139,0.000000,51437
-4,-0.493427,-0.523353,0.000000,56973
-3.5,-0.496606,-0.524935,0.000000,89874
-3,-0.498227,-0.531528,0.000000,112549
-2.5,-0.503048,-0.531515,0.000000,156180
-2,-0.514423,-0.533369,0.000000,194449
-1.5,-0.519510,-0.534859,0.000000,277933
-1,-0.527285,-0.537272,0.000000,357744
-0.5,-0.530147,-0.539131,0.000000,490877
-0,-0.534904,-0.538954,0.000000,580545
0.5,-0.543669,-0.541027,0.000000,384885
1,-0.547975,-0.542133,0.000000,281785
1.5,-0.553980,-0.545484,0.000000,216239
2,-0.559285,-0.548954,0.000000,147036
2.5,-0.563353,-0.546970,0.000000,123727
3,-0.572938,-0.554358,0.000000,87622
3.5,-0.579084,-0.561874,0.000000,70482
4,-0.585333,-0.560394,0.000000,44508
4.5,-0.591751,-0.565551,0.000000,40152
5,-0.594107,-0.562795,0.000000,26029
5.5,-0.596684,-0.566222,0.000000,21896
6,-0.608373,-0.569510,0.000000,14667
6.5,-0.617882,-0.573896,0.000000,12504
7,-0.621517,-0.577949,0.000000,6748
7.5,-0.636040,-0.565242,0.000000,7020
8,-0.640747,-0.551908,0.000000,4874
8.5,-0.620856,-0.589685,0.000000,3529
9,-0.642310,-0.627001,0.000000,1437
9.5,-0.646915,-0.592556,0.000000,2042
10,-0.675359,-0.615385,0.000000,1534
10.5,-0.624879,-0.539055,0.000000,1037
11,-0.652778,-0.574074,0.000000,216
11.5,-0.643436,-0.568882,0.000000,617
12,-0.643868,-0.556604,0.000000,424
12.5,-0.664179,-0.567164,0.000000,268
13,-0.680000,-0.520000,0.000000,25
13.5,-0.658065,-0.729032,0.000000,155
14,-0.738636,-0.545455,0.000000,88
14.5,-0.737705,-0.540984,0.000000,61
15,-0.666667,-0.333333,0.000000,3
15.5,-0.720000,-0.760000,0.000000,25
16,-0.600000,-0.600000,0.000000,10
16.5,-0.636364,-0.454545,0.000000,11
17.5,-0.714286,-0.428571,0.000000,7
18,-0.333333,-0.333333,0.000000,3
20,-1.000000,-1.000000,0.000000,1
20.5,-1.000000,-1.000000,0.000000,1
21.5,-1.000000,-1.000000,0.000000,1
