TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-52,0.000000,0.000000,-2.000000,1
-50,-1.000000,0.000000,-2.000000,1
-49,0.000000,0.000000,0.000000,1
-47,-0.333333,0.000000,-0.666667,3
-46,-1.000000,0.000000,-2.000000,1
-45,0.600000,0.000000,1.200000,5
-44,-1.000000,0.000000,-2.000000,1
-43,0.000000,0.000000,0.000000,2
-42,-0.666667,0.000000,-1.333333,6
-41,-0.428571,0.000000,-0.857143,7
-40,0.090909,0.000000,0.181818,11
-39,-0.250000,0.000000,-0.833333,12
-38,-0.176471,0.000000,-0.588235,17
-37,0.040000,0.000000,-0.240000,25
-36,-0.050000,0.000000,-0.300000,20
-35,-0.171429,0.000000,-0.400000,35
-34,-0.304348,0.000000,-0.260870,23
-33,-0.275862,0.000000,-0.586207,58
-32,0.145833,0.000000,0.166667,48
-31,-0.063291,0.000000,-0.278481,79
-30,-0.102273,0.000000,-0.227273,88
-29.5,1.000000,0.000000,2.000000,1
-29,-0.043103,0.000000,-0.189655,116
-28,-0.112000,0.000000,-0.336000,125
-27,-0.108434,0.000000,-0.204819,166
-26.5,-1.000000,0.000000,-2.000000,1
-26,0.037037,0.000000,0.031746,189
-25.5,1.000000,0.000000,-0.666667,3
-25,-0.055814,0.000000,-0.120930,215
-24.5,0.500000,0.000000,1.000000,4
-24,-0.076336,0.000000,-0.274809,262
-23.5,0.000000,0.000000,0.000000,6
-23,-0.048338,0.000000,-0.199396,331
-22.5,0.000000,0.000000,-0.333333,12
-22,-0.031630,0.000000,-0.243309,411
-21.5,-0.117647,0.000000,-0.705882,17
-21,0.083512,0.000000,0.042827,467
-20.5,-0.030303,0.000000,-0.424242,33
-20,-0.066532,0.000000,-0.157258,496
-19.5,0.095238,0.000000,0.190476,42
-19,-0.004870,0.000000,-0.097403,616
-18.5,-0.090909,0.000000,-0.409091,88
-18,0.014845,0.000000,-0.045884,741
-17.5,0.076190,0.000000,-0.095238,105
-17,-0.003492,0.000000,-0.151339,859
-16.5,0.069620,0.000000,-0.063291,158
-16,0.009082,0.000000,-0.044400,991
-15.5,-0.041841,0.000000,-0.050209,239
-15,0.036458,0.000000,-0.015625,1152
-14.5,0.007958,0.000000,-0.063660,377
-14,0.035379,0.000000,-0.027437,1385
-13.5,0.015119,0.000000,-0.056156,463
-13,0.037845,0.000000,-0.061578,1559
-12.5,0.007610,0.000000,-0.124810,657
-12,-0.020408,0.000000,-0.135391,2009
-11.5,0.032854,0.000000,-0.057495,974
-11,-0.009267,0.000000,-0.088261,2266
-10.5,-0.033381,0.000000,-0.224432,1408
-10,0.018788,0.000000,-0.017015,2821
-9.5,0.025641,0.000000,-0.032444,1911
-9,0.018155,0.000000,-0.060714,3360
-8.5,0.037899,0.000000,-0.045779,2665
-8,0.013470,0.000000,-0.050453,4083
-7.5,0.065717,0.000000,0.013143,3652
-7,0.040065,0.000000,-0.003254,4917
-6.5,0.045318,0.000000,0.011180,5009
-6,0.062341,0.000000,0.022959,6272
-5.5,0.050512,0.000000,-0.012299,6830
-5,0.043781,0.000000,-0.014428,8040
-4.5,0.062906,0.000000,0.036402,9395
-4,0.060337,0.000000,0.037398,10375
-3.5,0.077505,0.000000,0.046243,12283
-3,0.076806,0.000000,0.050381,13775
-2.5,0.064746,0.000000,0.039389,16248
-2,0.065920,0.000000,0.048936,18841
-1.5,0.076610,0.000000,0.073454,21864
-1,0.075820,0.000000,0.071548,26919
-0.5,0.085567,0.000000,0.095166,29170
0,0.090680,0.000000,0.095868,32962
0.5,0.084192,0.000000,0.079989,43781
1,0.088976,0.000000,0.094416,44484
1.5,0.092869,0.000000,0.094934,31959
2,0.096671,0.000000,0.111775,31116
2.5,0.091824,0.000000,0.104108,24340
3,0.113385,0.000000,0.144822,21599
3.5,0.097810,0.000000,0.122493,18352
4,0.101352,0.000000,0.124960,15461
4.5,0.104736,0.000000,0.146515,13787
5,0.103988,0.000000,0.141629,11636
5.5,0.113459,0.000000,0.144527,10268
6,0.136359,0.000000,0.191821,8925
6.5,0.124160,0.000000,0.151427,7885
7,0.123949,0.000000,0.182082,6898
7.5,0.142807,0.000000,0.214735,5728
8,0.144246,0.000000,0.220612,5657
8.5,0.120598,0.000000,0.155330,4146
9,0.116453,0.000000,0.163652,4534
9.5,0.150323,0.000000,0.218710,3100
10,0.171139,0.000000,0.263965,3652
10.5,0.158781,0.000000,0.217470,2198
11,0.138665,0.000000,0.174137,3101
11.5,0.169381,0.000000,0.290554,1535
12,0.170000,0.000000,0.293077,2600
12.5,0.161616,0.000000,0.282828,1188
13,0.150553,0.000000,0.201058,2079
13.5,0.177346,0.000000,0.276888,874
14,0.143015,0.000000,0.231916,1811
14.5,0.167845,0.000000,0.233216,566
15,0.205144,0.000000,0.314931,1594
15.5,0.138015,0.000000,0.184019,413
16,0.158990,0.000000,0.255572,1346
16.5,0.162264,0.000000,0.256604,265
17,0.171480,0.000000,0.297834,1108
17.5,0.087805,0.000000,0.107317,205
18,0.158643,0.000000,0.260394,914
18.5,0.155405,0.000000,0.283784,148
19,0.136309,0.000000,0.209891,829
19.5,0.379747,0.000000,0.759494,79
20,0.234014,0.000000,0.402721,735
20.5,0.037736,0.000000,-0.075472,53
21,0.090759,0.000000,0.132013,606
21.5,0.290323,0.000000,0.580645,31
22,0.160360,0.000000,0.252252,555
22.5,0.227273,0.000000,0.454545,22
23,0.225000,0.000000,0.359091,440
23.5,0.466667,0.000000,1.200000,15
24,0.191067,0.000000,0.292804,403
24.5,-0.428571,0.000000,-0.857143,7
25,0.250000,0.000000,0.409091,308
25.5,0.000000,0.000000,0.000000,2
26,0.101124,0.000000,0.172285,267
26.5,0.000000,0.000000,0.000000,4
27,0.204819,0.000000,0.393574,249
27.5,0.000000,0.000000,0.000000,1
28,0.215596,0.000000,0.284404,218
29,0.280488,0.000000,0.512195,164
30,0.185484,0.000000,0.306452,124
30.5,1.000000,0.000000,2.000000,1
31,0.292035,0.000000,0.407080,113
32,0.230000,0.000000,0.460000,100
33,0.105263,0.000000,0.105263,76
34,0.136364,0.000000,0.212121,66
35,0.270833,0.000000,0.458333,48
36,0.425000,0.000000,0.850000,40
37,-0.021739,0.000000,-0.173913,46
38,0.419355,0.000000,0.838710,31
39,-0.176471,0.000000,-0.352941,17
40,0.214286,0.000000,0.142857,14
41,0.583333,0.000000,1.166667,12
42,0.181818,0.000000,0.363636,11
43,-0.111111,0.000000,-0.222222,9
44,1.000000,0.000000,0.000000,2
45,0.000000,0.000000,0.000000,4
46,0.000000,0.000000,0.000000,3
48,1.000000,0.000000,2.000000,1
49,0.000000,0.000000,0.000000,4
50,1.000000,0.000000,2.000000,2
51,1.000000,0.000000,2.000000,2
54,1.000000,0.000000,2.000000,1
60,1.000000,0.000000,2.000000,1
