TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-2,-1.000000,0.000000,-2.000000,1
-1.5,0.000000,0.000000,0.000000,8
-1,-0.363636,0.000000,-0.727273,99
-0.5,-0.241645,0.000000,-0.483290,389
0,-0.233032,0.000000,-0.466065,7750
0.5,-0.217781,0.000000,-0.435562,24318
1,-0.228936,0.000000,-0.457872,31179
1.5,-0.225132,0.000000,-0.450264,18940
2,-0.232007,0.000000,-0.464014,30706
2.5,-0.231690,0.000000,-0.463380,20549
3,-0.222432,0.000000,-0.444863,30760
3.5,-0.228460,0.000000,-0.456920,20520
4,-0.230346,0.000000,-0.460693,30020
4.5,-0.228570,0.000000,-0.457140,19482
5,-0.227752,0.000000,-0.455505,27868
5.5,-0.224710,0.000000,-0.449419,17912
6,-0.222868,0.000000,-0.445737,24077
6.5,-0.219716,0.000000,-0.439431,15338
7,-0.215457,0.000000,-0.430914,18904
7.5,-0.218902,0.000000,-0.437805,12919
8,-0.232955,0.000000,-0.465909,15312
8.5,-0.234316,0.000000,-0.468633,12816
9,-0.221544,0.000000,-0.443088,14584
9.5,-0.230347,0.000000,-0.460695,14222
10,-0.215710,0.000000,-0.431420,15697
10.5,-0.216914,0.000000,-0.433828,16495
11,-0.228219,0.000000,-0.456439,17768
11.5,-0.230425,0.000000,-0.460849,18531
12,-0.221072,0.000000,-0.442144,18935
12.5,-0.212734,0.000000,-0.425468,19287
13,-0.219636,0.000000,-0.439271,18772
13.5,-0.236330,0.000000,-0.472659,18745
14,-0.221180,0.000000,-0.442359,17904
14.5,-0.233940,0.000000,-0.467880,17466
15,-0.241131,0.000000,-0.482262,15954
15.5,-0.220685,0.000000,-0.441370,14890
16,-0.230895,0.000000,-0.461790,13465
16.5,-0.212405,0.000000,-0.424810,12382
17,-0.218211,0.000000,-0.436423,10444
17.5,-0.226572,0.000000,-0.453144,9860
18,-0.235625,0.000000,-0.471250,7826
18.5,-0.222113,0.000000,-0.444227,8167
19,-0.229527,0.000000,-0.459055,5947
19.5,-0.216756,0.000000,-0.433512,7460
20,-0.215564,0.000000,-0.431128,4806
20.5,-0.215726,0.000000,-0.431453,7834
21,-0.247123,0.000000,-0.494246,4779
21.5,-0.226881,0.000000,-0.453763,8943
22,-0.210342,0.000000,-0.420684,5144
22.5,-0.216935,0.000000,-0.433869,11137
23,-0.238739,0.000000,-0.477477,6216
23.5,-0.217808,0.000000,-0.435615,13365
24,-0.236524,0.000000,-0.473049,7124
24.5,-0.217329,0.000000,-0.434658,15304
25,-0.231441,0.000000,-0.462882,8244
25.5,-0.209438,0.000000,-0.418875,16678
26,-0.227230,0.000000,-0.454461,8564
