TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-115,-1.000000,-1.000000,0.000000,1
-104,-1.000000,-1.000000,0.000000,1
-103,-1.000000,1.000000,0.000000,1
-101,1.000000,1.000000,0.000000,1
-100,-1.000000,1.000000,0.000000,1
-99,1.000000,-1.000000,0.000000,1
-97,-1.000000,1.000000,0.000000,1
-94,1.000000,-1.000000,0.000000,1
-93,1.000000,-1.000000,0.000000,2
-92,-1.000000,0.000000,0.000000,2
-91,-0.333333,-0.333333,0.000000,3
-90,-0.500000,0.000000,0.000000,2
-89,1.000000,1.000000,0.000000,1
-88,-1.000000,-1.000000,0.000000,1
-87,-0.666667,-0.666667,0.000000,6
-86,-1.000000,-0.333333,0.000000,3
-85,-1.000000,-1.000000,0.000000,2
-84,-0.625000,-0.750000,0.000000,8
-83,-0.555556,-0.555556,0.000000,9
-82,-0.714286,-0.428571,0.000000,7
-81,-0.500000,-0.250000,0.000000,16
-80,-0.571429,-0.523810,0.000000,21
-79,-0.055556,-0.666667,0.000000,18
-78,-0.476190,-0.714286,0.000000,21
-77,-0.424242,-0.212121,0.000000,33
-76,-0.323529,-0.588235,0.000000,34
-75,-0.333333,-0.743590,0.000000,39
-74,-0.551724,-0.379310,0.000000,29
-73,-0.489796,-0.673469,0.000000,49
-72,-0.465517,-0.379310,0.000000,58
-71,-0.573529,-0.382353,0.000000,68
-70,-0.477612,-0.373134,0.000000,67
-69,-0.511111,-0.488889,0.000000,90
-68,-0.539474,-0.578947,0.000000,76
-67,-0.039216,-0.588235,0.000000,102
-66,-0.405405,-0.477477,0.000000,111
-65,-0.432000,-0.472000,0.000000,125
-64,-0.491525,-0.548023,0.000000,177
-63,-0.461140,-0.523316,0.000000,193
-62,-0.378947,-0.484211,0.000000,190
-61,-0.490476,-0.485714,0.000000,210
-60,-0.451327,-0.522124,0.000000,226
-59,-0.378277,-0.565543,0.000000,267
-58,-0.416107,-0.442953,0.000000,298
-57,-0.489971,-0.484241,0.000000,349
-56,-0.457895,-0.552632,0.000000,380
-55,-0.350348,-0.535963,0.000000,431
-54,-0.367304,-0.545648,0.000000,471
-53,-0.458015,-0.458015,0.000000,524
-52.5,0.000000,0.000000,0.000000,2
-52,-0.400000,-0.495935,0.000000,615
-51.5,-0.333333,0.333333,0.000000,3
-51,-0.414264,-0.493171,0.000000,659
-50.5,-0.500000,-0.500000,0.000000,4
-50,-0.428169,-0.549296,0.000000,710
-49.5,-0.333333,-0.666667,0.000000,6
-49,-0.503750,-0.490000,0.000000,800
-48.5,0.000000,-1.000000,0.000000,7
-48,-0.474886,-0.500000,0.000000,876
-47.5,-0.187500,-0.750000,0.000000,16
-47,-0.446541,-0.555556,0.000000,954
-46.5,-0.555556,-0.111111,0.000000,9
-46,-0.456954,-0.528855,0.000000,1057
-45.5,-0.272727,-0.636364,0.000000,11
-45,-0.437828,-0.495622,0.000000,1142
-44.5,-0.600000,-0.440000,0.000000,25
-44,-0.447115,-0.530449,0.000000,1248
-43.5,-0.269231,-0.461538,0.000000,26
-43,-0.474196,-0.498878,0.000000,1337
-42.5,-0.363636,-0.696970,0.000000,33
-42,-0.475796,-0.532484,0.000000,1570
-41.5,-0.431373,-0.411765,0.000000,51
-41,-0.487028,-0.517689,0.000000,1696
-40.5,-0.270588,-0.623529,0.000000,85
-40,-0.446520,-0.514431,0.000000,1767
-39.5,-0.307692,-0.653846,0.000000,104
-39,-0.421458,-0.504107,0.000000,1948
-38.5,-0.479167,-0.472222,0.000000,144
-38,-0.455323,-0.542776,0.000000,2104
-37.5,-0.438272,-0.518519,0.000000,162
-37,-0.485539,-0.513585,0.000000,2282
-36.5,-0.504950,-0.485149,0.000000,202
-36,-0.489048,-0.503783,0.000000,2511
-35.5,-0.498039,-0.513725,0.000000,255
-35,-0.458981,-0.504879,0.000000,2767
-34.5,-0.445428,-0.551622,0.000000,339
-34,-0.459654,-0.531526,0.000000,3061
-33.5,-0.404157,-0.524249,0.000000,433
-33,-0.470279,-0.513932,0.000000,3230
-32.5,-0.453333,-0.558095,0.000000,525
-32,-0.464553,-0.523343,0.000000,3470
-31.5,-0.467919,-0.527387,0.000000,639
-31,-0.455611,-0.513148,0.000000,3841
