TrueCount,Hit EV,Stand EV,Double EV,Hands Played
-96,0.000000,0.000000,0.000000,2
-91,1.000000,0.000000,2.000000,1
-87,-0.500000,0.000000,-1.000000,2
-86,0.000000,0.000000,0.000000,2
-84,-1.000000,0.000000,-2.000000,2
-83,-1.000000,0.000000,-2.000000,1
-82,1.000000,0.000000,2.000000,1
-81,1.000000,0.000000,2.000000,1
-79,-1.000000,0.000000,-2.000000,2
-78,0.000000,0.000000,0.000000,2
-77,-0.333333,0.000000,-0.666667,3
-76,1.000000,0.000000,0.666667,3
-75,0.000000,0.000000,0.000000,2
-74,-0.333333,0.000000,-0.666667,3
-73,-0.500000,0.000000,-1.000000,4
-72,-1.000000,0.000000,-2.000000,3
-71,0.000000,0.000000,-0.666667,6
-70,-0.250000,0.000000,-1.000000,8
-69,-0.800000,0.000000,-1.600000,5
-68,-0.416667,0.000000,-0.833333,12
-67,-0.555556,0.000000,-1.111111,9
-66,-0.272727,0.000000,-0.909091,11
-65,0.166667,0.000000,0.500000,12
-64,0.066667,0.000000,-0.133333,15
-63,0.142857,0.000000,0.095238,21
-62,-0.043478,0.000000,-0.086957,23
-61,-0.434783,0.000000,-0.173913,23
-60,0.368421,0.000000,0.736842,19
-59,-0.117647,0.000000,-0.117647,17
-58,-0.102564,0.000000,-0.512821,39
-57,0.030303,0.000000,0.060606,33
-56,-0.235294,0.000000,-0.823529,34
-55,-0.150943,0.000000,-0.226415,53
-54,0.133333,0.000000,-0.311111,45
-53,-0.080000,0.000000,-0.080000,50
-52,-0.121951,0.000000,-0.048780,82
-51,0.098592,0.000000,-0.197183,71
-50,-0.102564,0.000000,-0.384615,78
-49,0.010204,0.000000,-0.204082,98
-48,0.068182,0.000000,0.045455,88
-47,-0.022222,0.000000,-0.155556,90
-46,0.220183,0.000000,0.220183,109
-45.5,-1.000000,0.000000,2.000000,1
-45,0.108844,0.000000,0.068027,147
-44.5,-1.000000,0.000000,-2.000000,1
-44,0.027972,0.000000,0.097902,143
-43.5,0.250000,0.000000,0.500000,4
-43,-0.025000,0.000000,-0.287500,160
-42,0.077320,0.000000,0.134021,194
-41.5,0.200000,0.000000,0.400000,5
-41,0.028571,0.000000,-0.102857,175
-40.5,0.333333,0.000000,-0.666667,3
-40,-0.025641,0.000000,-0.136752,234
-39.5,0.000000,0.000000,-0.666667,6
-39,-0.071749,0.000000,-0.233184,223
-38.5,0.750000,0.000000,1.000000,4
-38,0.049383,0.000000,0.032922,243
-37.5,0.000000,0.000000,-0.363636,11
-37,0.114504,0.000000,0.045802,262
-36.5,0.409091,0.000000,0.363636,22
-36,0.060606,0.000000,-0.090909,330
-35.5,0.136364,0.000000,0.363636,22
-35,0.098726,0.000000,0.063694,314
-34.5,0.000000,0.000000,-0.097561,41
-34,0.008798,0.000000,-0.046921,341
-33.5,-0.404255,0.000000,-0.851064,47
-33,0.002506,0.000000,-0.030075,399
-32.5,0.175000,0.000000,0.500000,40
-32,0.009238,0.000000,-0.078522,433
-31.5,-0.080645,0.000000,-0.258065,62
-31,-0.004396,0.000000,-0.057143,455
-30.5,0.000000,0.000000,-0.207792,77
-30,0.065385,0.000000,0.000000,520
-29.5,-0.177778,0.000000,-0.288889,90
-29,0.053435,0.000000,0.026718,524
-28.5,0.019231,0.000000,-0.096154,104
-28,0.049002,0.000000,-0.119782,551
