Game Config,Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
2deck_65pen,MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,38.5,195084397,
2deck_65pen,MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,1.0,186757415,
2deck_65pen,MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,0.5,172250882,
2deck_65pen,MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,47.0,530380032,
2deck_65pen,MentorStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,47.0,477926659,
2deck_65pen,MentorStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,47.0,2008380445,Consolidated across all player hands
2deck_65pen,MentorStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,49.5,42321810,
2deck_65pen,MentorStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,49.5,42272589,
2deck_65pen,MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,47.0,570012406,
2deck_65pen,MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,47.0,145637477,
2deck_65pen,MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,18.0,530380032,
2deck_65pen,MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,47.0,101876269,
2deck_65pen,MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,35.0,131396957,
2deck_65pen,MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.5,477926659,
2deck_65pen,MentorStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,92099012,
2deck_65pen,NoStrategy,H17,Hit_vs_Double,Double,Hit,9,2,N/A,76688218,
2deck_65pen,NoStrategy,H17,Hit_vs_Double,Double,Hit,9,7,N/A,74321922,
2deck_65pen,NoStrategy,H17,Hit_vs_Double,Double,Hit,10,10,N/A,311056328,
2deck_65pen,NoStrategy,H17,Hit_vs_Double,Double,Hit,10,11,N/A,57980927,
2deck_65pen,NoStrategy,H17,Hit_vs_Double,Double,Hit,11,11,N/A,67181175,
2deck_65pen,NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,N/A,182432751,
2deck_65pen,NoStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,N/A,192538249,
2deck_65pen,NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,N/A,184367601,
2deck_65pen,NoStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,N/A,169999185,
2deck_65pen,NoStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,N/A,523594341,
2deck_65pen,NoStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,N/A,471878357,
2deck_65pen,NoStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,1983237003,Consolidated across all player hands
2deck_65pen,NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41787584,
2deck_65pen,NoStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41755383,
2deck_65pen,NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,562700257,
2deck_65pen,NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,143777392,
2deck_65pen,NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,523594341,
2deck_65pen,NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,100595839,
2deck_65pen,NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,129710315,
2deck_65pen,NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,471878357,
2deck_65pen,NoStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,90981453,
2deck_65pen,NoStrategy,S17,Hit_vs_Double,Double,Hit,9,2,N/A,76962428,
2deck_65pen,NoStrategy,S17,Hit_vs_Double,Double,Hit,9,7,N/A,74595704,
2deck_65pen,NoStrategy,S17,Hit_vs_Double,Double,Hit,10,10,N/A,312232919,
2deck_65pen,NoStrategy,S17,Hit_vs_Double,Double,Hit,10,11,N/A,58158360,
2deck_65pen,NoStrategy,S17,Hit_vs_Double,Double,Hit,11,11,N/A,67408240,
2deck_65pen,NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,N/A,183133797,
2deck_65pen,NoStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,N/A,193290014,
2deck_65pen,NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,N/A,185082599,
2deck_65pen,NoStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,N/A,170660108,
2deck_65pen,NoStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,N/A,525633218,
2deck_65pen,NoStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,N/A,473669660,
2deck_65pen,NoStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,N/A,1989667590,Consolidated across all player hands
2deck_65pen,NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,41949044,
2deck_65pen,NoStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,41904840,
2deck_65pen,NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,N/A,564878127,
2deck_65pen,NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,N/A,144327719,
2deck_65pen,NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,N/A,525633218,
2deck_65pen,NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,N/A,100928082,
2deck_65pen,NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,N/A,130189438,
2deck_65pen,NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,N/A,473669660,
2deck_65pen,NoStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,N/A,91245939,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.0,77348634,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,9,7,39.5,74962851,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,10,42.5,313747680,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,10,11,40.0,58493264,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Double,Double,Hit,11,11,16.5,67791085,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,44.0,184022156,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,38.5,194240874,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,0.5,185938082,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,0.0,171507160,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,40.0,528045492,
2deck_65pen,OmegaIIStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,35.5,475937546,
2deck_65pen,OmegaIIStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,42.5,2000949893,Consolidated across all player hands
2deck_65pen,OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,44.0,42139172,
2deck_65pen,OmegaIIStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,44.0,42098080,
2deck_65pen,OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,39.5,567592304,
2deck_65pen,OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,38.5,145034305,
2deck_65pen,OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,16.5,528045492,
2deck_65pen,OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,34.0,101487638,
2deck_65pen,OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,27.0,130858506,
2deck_65pen,OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.5,475937546,
2deck_65pen,OmegaIIStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,0.0,91763887,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.0,77632978,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,9,7,38.5,75263280,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,10,42.5,314993172,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,10,11,42.5,58690567,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Double,Double,Hit,11,11,16.5,68022255,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,44.0,184734426,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,38.5,195023727,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,0.5,186703288,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-0.5,172176633,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,42.5,530187409,
2deck_65pen,OmegaIIStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,34.0,477756564,
2deck_65pen,OmegaIIStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,42.5,2007712708,Consolidated across all player hands
2deck_65pen,OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,44.0,42297397,
2deck_65pen,OmegaIIStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,44.0,42258444,
2deck_65pen,OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,39.5,569847114,
2deck_65pen,OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,38.5,145592868,
2deck_65pen,OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,16.5,530187409,
2deck_65pen,OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,34.0,101851153,
2deck_65pen,OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,27.0,131359429,
2deck_65pen,OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-0.5,477756564,
2deck_65pen,OmegaIIStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,0.0,92097137,
2deck_65pen,R14Strategy,H17,Hit_vs_Double,Double,Hit,9,2,2.0,77295323,
2deck_65pen,R14Strategy,H17,Hit_vs_Double,Double,Hit,9,7,48.5,74919874,
2deck_65pen,R14Strategy,H17,Hit_vs_Double,Double,Hit,10,10,49.5,313424772,
2deck_65pen,R14Strategy,H17,Hit_vs_Double,Double,Hit,10,11,49.5,58459345,
2deck_65pen,R14Strategy,H17,Hit_vs_Double,Double,Hit,11,11,25.0,67731862,
2deck_65pen,R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,2,53.5,183890411,
2deck_65pen,R14Strategy,H17,Hit_vs_Stand,Hit,Stand,12,3,48.5,194054714,
2deck_65pen,R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,2,1.0,185796215,
2deck_65pen,R14Strategy,H17,Hit_vs_Stand,Hit,Stand,13,3,0.0,171365168,
2deck_65pen,R14Strategy,H17,Hit_vs_Stand,Hit,Stand,15,10,49.5,527541298,
2deck_65pen,R14Strategy,H17,Hit_vs_Stand,Hit,Stand,16,10,-10.5,475453654,
2deck_65pen,R14Strategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,53.5,1998947242,Consolidated across all player hands
2deck_65pen,R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,53.5,42084358,
2deck_65pen,R14Strategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,53.5,42054905,
2deck_65pen,R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,48.5,567012672,
2deck_65pen,R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,48.5,144899296,
2deck_65pen,R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,25.0,527541298,
2deck_65pen,R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,38.5,101393865,
2deck_65pen,R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,38.5,130711630,
2deck_65pen,R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.0,475453654,
2deck_65pen,R14Strategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,91684427,
2deck_65pen,R14Strategy,S17,Hit_vs_Double,Double,Hit,9,2,2.0,77575340,
2deck_65pen,R14Strategy,S17,Hit_vs_Double,Double,Hit,9,7,48.5,75191819,
2deck_65pen,R14Strategy,S17,Hit_vs_Double,Double,Hit,10,10,53.5,314667570,
2deck_65pen,R14Strategy,S17,Hit_vs_Double,Double,Hit,10,11,49.5,58633077,
2deck_65pen,R14Strategy,S17,Hit_vs_Double,Double,Hit,11,11,25.0,67955242,
2deck_65pen,R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,2,53.5,184579807,
2deck_65pen,R14Strategy,S17,Hit_vs_Stand,Hit,Stand,12,3,48.5,194860026,
2deck_65pen,R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,2,1.0,186533724,
2deck_65pen,R14Strategy,S17,Hit_vs_Stand,Hit,Stand,13,3,0.0,172003344,
2deck_65pen,R14Strategy,S17,Hit_vs_Stand,Hit,Stand,15,10,49.5,529589379,
2deck_65pen,R14Strategy,S17,Hit_vs_Stand,Hit,Stand,16,10,38.5,477195624,
2deck_65pen,R14Strategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,53.5,2005540342,Consolidated across all player hands
2deck_65pen,R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,53.5,42258157,
2deck_65pen,R14Strategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,53.5,42213800,
2deck_65pen,R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,48.5,569181007,
2deck_65pen,R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,48.5,145464477,
2deck_65pen,R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,25.0,529589379,
2deck_65pen,R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,38.5,101733130,
2deck_65pen,R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,38.5,131203654,
2deck_65pen,R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-2.5,477195624,
2deck_65pen,R14Strategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.5,91976347,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,2.0,76811747,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,10.5,74439997,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,8.0,311649373,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,8.0,58088090,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,-1.0,67323320,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,11.0,182798204,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,6.5,192931617,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,184719768,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-4.5,170334187,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,9.5,524698234,
2deck_65pen,RAPCStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,3.0,472973596,
2deck_65pen,RAPCStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,8.0,1988105601,Consolidated across all player hands
2deck_65pen,RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,14.5,41863870,
2deck_65pen,RAPCStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,14.0,41838228,
2deck_65pen,RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,8.0,563895202,
2deck_65pen,RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,7.0,144086515,
2deck_65pen,RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,524698238,
2deck_65pen,RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,2.5,100844028,
2deck_65pen,RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,1.0,129978983,
2deck_65pen,RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-8.0,472973598,
2deck_65pen,RAPCStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-6.0,91181447,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,2,2.5,77103409,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Double,Double,Hit,9,7,11.0,74712139,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,10,8.5,312854458,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Double,Double,Hit,10,11,8.0,58287647,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Double,Double,Hit,11,11,-0.5,67553570,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,11.5,183509551,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,6.5,193645337,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-1.5,185411747,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-4.5,170980209,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,9.5,526810848,
2deck_65pen,RAPCStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,3.0,474680274,
2deck_65pen,RAPCStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,8.0,1994674524,Consolidated across all player hands
2deck_65pen,RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,14.0,42026758,
2deck_65pen,RAPCStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,14.0,41996154,
2deck_65pen,RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,8.0,566142520,
2deck_65pen,RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,7.0,144637044,
2deck_65pen,RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.5,526810848,
2deck_65pen,RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,3.0,101174688,
2deck_65pen,RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,1.5,130463514,
2deck_65pen,RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-8.0,474680274,
2deck_65pen,RAPCStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-6.0,91478408,
2deck_65pen,RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.0,76877832,
2deck_65pen,RPCStrategy,H17,Hit_vs_Double,Double,Hit,9,7,6.0,74530251,
2deck_65pen,RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,10,5.0,311989885,
2deck_65pen,RPCStrategy,H17,Hit_vs_Double,Double,Hit,10,11,5.0,58153572,
2deck_65pen,RPCStrategy,H17,Hit_vs_Double,Double,Hit,11,11,-0.5,67401294,
2deck_65pen,RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,6.0,182989655,
2deck_65pen,RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,4.0,193098237,
2deck_65pen,RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.0,184898526,
2deck_65pen,RPCStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-3.0,170458863,
