Filename,Strategy,DeckConfig,BestModel,R_Squared,Adj_R_Squared,RMSE,AIC,BIC,Equation
ev_per_tc_HiLoStrategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,HiLoStrategy,2deck,Cubic Spline,0.9997979647125056,0.9997226966642233,0.0011662626866771977,347.06390740050233,390.05482506428734,"Cubic Spline with 15 knots at TC=[-15.0, -10.5, -8.0, -6.0, -3.5, -1.5, -1.0, -0.5, 0.0, 0.5, 2.5, 5.0, 7.0, 11.5, 20.0]"
ev_per_tc_HiLoStrategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,HiLoStrategy,6deck,Cubic Spline,0.9996183239540699,0.9995319067361235,0.007000745000266858,287.27116938358625,313.54702628790335,"Cubic Spline with 8 knots at TC=[-15.0, 1.5, 3.5, 4.0, 4.5, 5.5, 9.5, 17.5]"
ev_per_tc_HiLoStrategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,HiLoStrategy,8deck,Cubic Spline,0.9998653490014621,0.9998089834671904,0.006411422271953231,221.10362498905204,259.3920439198637,"Cubic Spline with 14 knots at TC=[-15.0, -11.0, -7.0, -3.0, -1.0, 0.5, 1.5, 2.5, 3.0, 3.5, 4.5, 6.5, 8.0, 15.5]"
ev_per_tc_MentorStrategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,MentorStrategy,2deck,Cubic Spline,0.8638578718491636,0.7854730101865609,0.0033715632777150863,327.26702566618957,364.70257202367986,"Cubic Spline with 15 knots at TC=[-6.0, -2.5, -1.5, -1.0, -0.5, 0.0, 0.5, 1.5, 2.5, 4.0, 7.0, 10.5, 13.5, 17.0, 20.0]"
ev_per_tc_MentorStrategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,MentorStrategy,6deck,Cubic Spline,0.7499506406115195,0.6070652923895307,0.0018049513288097476,177.00653736602658,205.9131372023517,"Cubic Spline with 12 knots at TC=[-2.0, -0.5, 0.5, 1.0, 3.5, 5.0, 6.5, 9.0, 14.5, 17.5, 19.0, 20.0]"
ev_per_tc_MentorStrategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,MentorStrategy,8deck,Cubic Spline,0.8146715580808289,0.7048472962028016,0.0011978045111942226,147.78648993449596,176.33352407718814,"Cubic Spline with 12 knots at TC=[-1.5, -1.0, -0.5, 0.0, 1.0, 1.5, 4.0, 7.0, 9.5, 12.5, 15.0, 20.0]"
ev_per_tc_OmegaIIStrategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,OmegaIIStrategy,2deck,Cubic Spline,0.8707323720569616,0.8025077906425803,0.005962879859318485,358.47900202345187,396.9606841474197,"Cubic Spline with 15 knots at TC=[-7.5, -4.0, -2.0, -1.0, -0.5, 0.0, 0.5, 1.0, 1.5, 3.0, 5.0, 6.5, 13.5, 17.0, 20.0]"
ev_per_tc_OmegaIIStrategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,OmegaIIStrategy,6deck,Piecewise Linear,0.7490314727697558,0.7176604068659753,0.006051786045406106,178.0072557907978,187.1504627732433,"EV = 0.005391*TC + -0.007471 for TC < -0.00
EV = 0.000059*(TC - -0.00) + -0.007471 for TC >= -0.00"
ev_per_tc_OmegaIIStrategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,OmegaIIStrategy,8deck,Piecewise Linear,0.7124091654452726,0.6755385456305638,0.0037082578630016003,174.1633414064495,183.1966538553011,"EV = 0.006960*TC + -0.005959 for TC < -0.23
EV = 0.000053*(TC - -0.23) + -0.007556 for TC >= -0.23"
ev_per_tc_R14Strategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,R14Strategy,2deck,Cubic Spline,0.9535308943783082,0.9339106053380383,0.005666454065476433,339.14310575149517,380.4564638795123,"Cubic Spline with 15 knots at TC=[-12.0, -8.0, -4.0, -3.0, -2.0, -1.0, -0.5, 0.0, 0.5, 1.0, 1.5, 2.0, 4.0, 12.0, 20.0]"
ev_per_tc_R14Strategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,R14Strategy,6deck,Piecewise Linear,0.7238324088822361,0.6917198982871473,0.003487038667129891,195.88188316793818,205.34098465849132,"EV = 0.003975*TC + -0.008050 for TC < -0.02
EV = 0.000051*(TC - -0.02) + -0.008149 for TC >= -0.02"
ev_per_tc_R14Strategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,R14Strategy,8deck,Piecewise Linear,0.7396915547253985,0.7079466223748374,0.0006833060652185603,168.18418596382,177.43492397237029,"EV = 0.003954*TC + -0.007944 for TC < -0.00
EV = 0.000035*(TC - -0.00) + -0.007944 for TC >= -0.00"
ev_per_tc_RAPCStrategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,RAPCStrategy,2deck,Cubic Spline,0.9997609179439506,0.9996842312467272,0.0002639258117446971,271.02375388694594,309.4893117966483,"Cubic Spline with 13 knots at TC=[-15.0, -6.0, -3.5, -2.5, -1.5, -0.5, 0.5, 2.5, 5.0, 7.0, 9.5, 11.5, 20.0]"
ev_per_tc_RAPCStrategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,RAPCStrategy,6deck,Cubic Spline,0.999570679700226,0.9994906369324714,0.00045098208590659,271.0914575402121,295.98093618766654,"Cubic Spline with 7 knots at TC=[-15.0, 2.5, 7.0, 11.5, 14.0, 16.0, 20.0]"
ev_per_tc_RAPCStrategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,RAPCStrategy,8deck,Cubic Spline,0.9996827233307453,0.9996235700534266,0.0004187945646607916,258.53709829143736,283.4265769388918,"Cubic Spline with 7 knots at TC=[-15.0, 2.5, 7.0, 11.5, 14.0, 16.0, 20.0]"
ev_per_tc_RPCStrategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,RPCStrategy,2deck,Cubic Spline,0.9997881603128317,0.9997352003910396,0.0004324222748796033,312.8320896202051,344.50960789878354,"Cubic Spline with 10 knots at TC=[-15.0, -6.0, -1.5, -0.5, 0.5, 1.5, 2.5, 7.0, 11.5, 20.0]"
ev_per_tc_RPCStrategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,RPCStrategy,6deck,Cubic Spline,0.9995870666926301,0.9995100791268493,0.0007746281720146265,300.6433348664573,325.5328135139117,"Cubic Spline with 7 knots at TC=[-15.0, 2.5, 5.0, 6.0, 7.0, 11.5, 20.0]"
ev_per_tc_RPCStrategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,RPCStrategy,8deck,Cubic Spline,0.9996903080953387,0.999632568926673,0.0008414581694555728,281.684553828872,306.57403247632647,"Cubic Spline with 7 knots at TC=[-15.0, 2.5, 5.0, 6.0, 7.0, 11.5, 20.0]"
ev_per_tc_WongHalvesStrategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,WongHalvesStrategy,2deck,Cubic Spline,0.9772439688620508,0.9485515817750714,0.002797926226851887,338.6594872960542,395.79795278906573,"Cubic Spline with 25 knots at TC=[-6.0, -2.5, -1.5, -1.0, -0.5, 0.0, 0.5, 1.0, 1.5, 2.5, 3.5, 4.0, 7.0, 9.0, 10.5, 12.0, 12.5, 13.0, 13.5, 14.5, 15.5, 17.0, 18.5, 19.5, 20.0]"
ev_per_tc_WongHalvesStrategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,WongHalvesStrategy,6deck,Cubic Spline,0.9604704163362298,0.9456468224623159,0.0024363137223269724,174.5752924927925,196.25524237003634,"Cubic Spline with 8 knots at TC=[-2.0, -0.5, 0.5, 1.0, 3.5, 9.0, 14.5, 20.0]"
ev_per_tc_WongHalvesStrategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,WongHalvesStrategy,8deck,Cubic Spline,0.9418159761724086,0.9137271370832266,0.0018671583856620976,177.07500739409548,202.05366226895114,"Cubic Spline with 10 knots at TC=[-1.5, -0.5, 0.0, 1.5, 4.0, 9.5, 12.5, 15.0, 17.5, 20.0]"
ev_per_tc_ZenCountStrategy_2deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,ZenCountStrategy,2deck,Cubic Spline,0.9997907285982697,0.9997384107478371,0.00036935698915600303,318.6118193489443,350.28933762752274,"Cubic Spline with 10 knots at TC=[-15.0, -6.0, -1.5, -0.5, 0.5, 1.5, 2.5, 7.0, 11.5, 20.0]"
ev_per_tc_ZenCountStrategy_6deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,ZenCountStrategy,6deck,Cubic Spline,0.999794023038539,0.999727954956561,0.0008146514960415379,268.0549859140907,306.5205438237931,"Cubic Spline with 13 knots at TC=[-15.0, -6.0, -1.5, -0.5, 0.5, 1.5, 2.5, 5.0, 6.0, 7.0, 11.5, 16.0, 20.0]"
ev_per_tc_ZenCountStrategy_8deck_75pen_H17_DAS_NoRAS_NoSurrender_3to2.csv,ZenCountStrategy,8deck,Cubic Spline,0.9996908531749481,0.9996268917628685,0.0009771143769910719,288.12293032512565,315.27508884962145,"Cubic Spline with 8 knots at TC=[-15.0, 2.5, 4.0, 5.0, 6.0, 7.0, 11.5, 20.0]"
