DealerValue,TrueCount,Insurance Accept EV,Insurance Decline EV,Hands Played,Best Action,EV Diff (Accept-Decline)
11,-9.5,0.500000,1.000000,1,Decline,-0.500000
11,-8.5,0.333333,0.333333,3,Tie,0.000000
11,-8,0.400000,0.300000,5,Accept,0.100000
11,-7.5,-0.700000,-0.200000,5,Decline,-0.500000
11,-7,0.027778,0.194444,18,Decline,-0.166667
11,-6.5,-0.142857,-0.102041,49,Decline,-0.040816
11,-6,-0.188889,-0.122222,90,Decline,-0.066667
11,-5.5,-0.080645,0.025346,217,Decline,-0.105991
11,-5,-0.185424,-0.081181,542,Decline,-0.104244
11,-4.5,-0.181013,-0.063291,1185,Decline,-0.117722
11,-4,-0.171066,-0.058180,2879,Decline,-0.112886
11,-3.5,-0.144472,-0.066997,6060,Decline,-0.077475
11,-3,-0.145922,-0.066328,9159,Decline,-0.079594
11,-2.5,-0.195168,-0.117544,20303,Decline,-0.077624
11,-2,-0.130247,-0.059550,47767,Decline,-0.070697
11,-1.5,-0.199604,-0.135650,87844,Decline,-0.063954
11,-1,-0.057563,-0.003273,237844,Decline,-0.054290
11,-0.5,-0.321766,-0.272988,372342,Decline,-0.048778
11,0,-0.204842,-0.148032,704626,Decline,-0.056810
11,0.5,-0.449611,-0.405591,787733,Decline,-0.044021
11,1,-0.472173,-0.430744,877098,Decline,-0.041429
11,1.5,-0.416043,-0.376295,661976,Decline,-0.039748
11,2,-0.381222,-0.335946,618079,Decline,-0.045277
11,2.5,-0.387149,-0.340660,474828,Decline,-0.046488
11,3,-0.388563,-0.343472,542772,Decline,-0.045091
11,3.5,-0.394985,-0.348278,542354,Decline,-0.046707
11,4,-0.395057,-0.350552,555137,Decline,-0.044504
11,4.5,-0.392793,-0.349095,504624,Decline,-0.043699
11,5,-0.395947,-0.352948,463233,Decline,-0.042999
11,5.5,-0.395929,-0.354496,523533,Decline,-0.041433
11,6,-0.399663,-0.354680,468401,Decline,-0.044983
11,6.5,-0.393443,-0.348671,444235,Decline,-0.044771
11,7,-0.392205,-0.346446,453899,Decline,-0.045759
11,7.5,-0.394676,-0.352717,423015,Decline,-0.041960
11,8,-0.395915,-0.354253,427316,Decline,-0.041662
11,8.5,-0.396751,-0.353845,373361,Decline,-0.042906
11,9,-0.396529,-0.354293,410813,Decline,-0.042237
11,9.5,-0.392726,-0.350317,382960,Decline,-0.042409
11,10,-0.393994,-0.347336,370244,Decline,-0.046658
11,10.5,-0.395587,-0.354858,367747,Decline,-0.040729
11,11,-0.392851,-0.352750,360689,Decline,-0.040101
11,11.5,-0.394823,-0.351413,356743,Decline,-0.043411
11,12,-0.399854,-0.359749,324847,Decline,-0.040105
11,12.5,-0.394829,-0.353399,300612,Decline,-0.041430
11,13,-0.390897,-0.351357,362947,Decline,-0.039540
11,13.5,-0.395773,-0.355218,288054,Decline,-0.040555
11,14,-0.395153,-0.356349,301115,Decline,-0.038804
11,14.5,-0.391964,-0.349043,311841,Decline,-0.042921
11,15,-0.394864,-0.354314,275002,Decline,-0.040551
11,15.5,-0.396440,-0.358168,269847,Decline,-0.038272
11,16,-0.390424,-0.348886,269178,Decline,-0.041538
11,16.5,-0.390884,-0.348204,281543,Decline,-0.042679
11,17,-0.394898,-0.358463,233378,Decline,-0.036434
11,17.5,-0.391597,-0.349501,289905,Decline,-0.042097
11,18,-0.398409,-0.362171,255509,Decline,-0.036237
11,18.5,-0.394212,-0.353756,223650,Decline,-0.040456
11,19,-0.393560,-0.355982,240300,Decline,-0.037578
11,19.5,-0.392906,-0.351038,242907,Decline,-0.041868
11,20,-0.390880,-0.350206,225614,Decline,-0.040674
11,20.5,-0.393772,-0.353835,207526,Decline,-0.039937
11,21,-0.394490,-0.354224,240129,Decline,-0.040266
11,21.5,-0.395440,-0.353985,223097,Decline,-0.041455
11,22,-0.396003,-0.355939,186567,Decline,-0.040063
11,22.5,-0.389720,-0.349050,207168,Decline,-0.040670
11,23,-0.391706,-0.353193,220316,Decline,-0.038513
11,23.5,-0.390670,-0.351154,195655,Decline,-0.039516
11,24,-0.397073,-0.359692,180521,Decline,-0.037381
11,24.5,-0.391769,-0.354829,192662,Decline,-0.036941
11,25,-0.393419,-0.355027,187393,Decline,-0.038393
11,25.5,-0.392681,-0.349211,181943,Decline,-0.043470
11,26,-0.388007,-0.346651,181618,Decline,-0.041356
11,26.5,-0.390712,-0.346723,180930,Decline,-0.043989
11,27,-0.388326,-0.352327,174504,Decline,-0.035999
11,27.5,-0.396199,-0.364838,165572,Decline,-0.031361
11,28,-0.386527,-0.351961,146718,Decline,-0.034566
11,28.5,-0.391824,-0.350557,163072,Decline,-0.041267
11,29,-0.395304,-0.358973,153769,Decline,-0.036331
11,29.5,-0.390493,-0.354503,180691,Decline,-0.035990
11,30,-0.389854,-0.349014,142179,Decline,-0.040839
11,30.5,-0.391547,-0.355535,145381,Decline,-0.036012
11,31,-0.394141,-0.361123,164412,Decline,-0.033018
11,31.5,-0.393427,-0.357855,127912,Decline,-0.035571
11,32,-0.397088,-0.364990,144434,Decline,-0.032098
11,32.5,-0.392497,-0.356262,124466,Decline,-0.036235
11,33,-0.393559,-0.362098,134262,Decline,-0.031461
11,33.5,-0.396349,-0.365099,128339,Decline,-0.031249
11,34,-0.392264,-0.349106,127288,Decline,-0.043158
11,34.5,-0.395920,-0.371360,156802,Decline,-0.024560
11,35,-0.395207,-0.355461,99620,Decline,-0.039746
11,35.5,-0.393785,-0.368323,105159,Decline,-0.025461
11,36,-0.397298,-0.373733,116701,Decline,-0.023565
11,36.5,-0.390191,-0.361458,116571,Decline,-0.028733
11,37,-0.397254,-0.368458,112569,Decline,-0.028796
11,37.5,-0.393444,-0.368300,110702,Decline,-0.025144
11,38,-0.391770,-0.368247,100434,Decline,-0.023523
11,38.5,-0.395262,-0.370852,123002,Decline,-0.024410
11,39,-0.400930,-0.389964,54714,Decline,-0.010966
11,39.5,-0.391219,-0.360969,125141,Decline,-0.030250
11,40,-0.398433,-0.389290,78918,Decline,-0.009143
11,40.5,-0.394964,-0.386876,76288,Decline,-0.008088
11,41,-0.394632,-0.367569,97881,Decline,-0.027063
11,41.5,-0.395297,-0.386075,78350,Decline,-0.009221
11,42,-0.389750,-0.374225,77710,Decline,-0.015526
11,42.5,-0.395477,-0.377307,82800,Decline,-0.018170
11,43,-0.398289,-0.405429,60436,Accept,0.007140
11,43.5,-0.391365,-0.387758,66682,Decline,-0.003607
11,44,-0.394907,-0.380062,80362,Decline,-0.014845
11,44.5,-0.400998,-0.419140,45610,Accept,0.018143
11,45,-0.400181,-0.386299,64111,Decline,-0.013882
11,45.5,-0.397692,-0.403479,59008,Accept,0.005787
11,46,-0.399583,-0.429950,28073,Accept,0.030367
11,46.5,-0.394634,-0.380710,71674,Decline,-0.013924
11,47,-0.403954,-0.427219,43521,Accept,0.023265
11,47.5,-0.422567,-0.483705,8530,Accept,0.061137
11,48,-0.393910,-0.396361,85465,Accept,0.002451
11,48.5,-0.416125,-0.472649,16471,Accept,0.056524
11,49,-0.387906,-0.388017,22441,Accept,0.000111
11,49.5,-0.402462,-0.432070,63698,Accept,0.029609
