Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,8,0.6,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995971,0.4029,999.79,52.32,-4.03,1071
MentorStrategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995844,0.4156,999.78,52.50,-4.16,1227
HiLoStrategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996564,0.3436,999.82,52.58,-3.44,1234
WongHalvesStrategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.994886,0.5114,999.73,52.59,-5.11,1275
ZenCountStrategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996724,0.3276,999.83,52.56,-3.28,1362
RAPCStrategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996398,0.3602,999.81,52.52,-3.60,1377
RPCStrategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996547,0.3453,999.82,52.54,-3.45,1379
R14Strategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995707,0.4293,999.77,53.08,-4.29,1415
OmegaIIStrategy,8,0.60,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.996000,0.4000,999.79,52.32,-4.00,1434
