Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.7,H17,DAS,NoRAS,NoSurrender,3to2,50000000,0.995966,0.4034,999.94,15.54,-4.03,400
HiLoStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.016436,-1.6436,1001.24,75.27,16.44,430
ZenCountStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.024414,-2.4414,1001.91,78.24,24.41,439
MentorStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.003789,-0.3789,1003.38,892.45,3.79,439
OmegaIIStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.004035,-0.4035,1002.98,738.65,4.03,461
RAPCStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.028376,-2.8376,1001.89,66.49,28.38,463
WongHalvesStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.006834,-0.6834,1002.44,357.51,6.83,471
RPCStrategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.025212,-2.5212,1001.06,42.12,25.21,471
R14Strategy,2,0.70,H17,DAS,NoRAS,NoSurrender,3to2,50000000,1.005117,-0.5117,1005.79,1131.68,5.12,475
