table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used,prob_end_below_0.9xB0,prob_end_below_0.75xB0,prob_end_below_0.5xB0,prob_end_below_0.25xB0
100.0,5000.0,50000.0,3.0,10000,66764.515,62700.0,16764.515,-4200.0,200307.49999999988,0.4419,0.3973,0.3639,0.3129,0.3342,31736.085,30400.0,48352.49999999996,58250.0,1.010124254313359,1655876.52,81.579,3508.4517,0.423,0.3973,0.3639,0.3409
100.0,5000.0,50000.0,4.0,10000,69976.97,55625.0,19976.97,-4850.0,239807.49999999988,0.4857,0.458,0.4357,0.3462,0.4189,37359.54,36100.0,55400.0,66200.50000000001,1.0109626772576192,1822271.105,73.918,3177.2983,0.4729,0.458,0.4357,0.4232
100.0,5000.0,100000.0,0.25,10000,100729.595,100750.0,729.595,74050.0,126702.49999999997,0.4772,0.0286,0.0,0.0,0.0,6190.25,5850.0,9700.0,12350.0,1.0010858669298166,671900.93,100.0,4306.1417,0.2088,0.0286,0.0,0.0
100.0,5000.0,100000.0,0.5,10000,105192.04,104750.0,5192.04,58500.0,152350.0,0.4142,0.0994,0.009,0.0004,0.0,11857.435,11200.0,18802.499999999964,23550.0,1.0055278243749626,939255.6,100.0,4306.1843,0.2579,0.0994,0.009,0.0006
100.0,5000.0,100000.0,0.75,10000,109162.27,109425.0,9162.27,39450.0,178553.74999999994,0.3892,0.1599,0.0457,0.0068,0.0024,17831.805,16900.0,28300.0,35150.0,1.007428960891379,1233317.84,99.9473,4303.927,0.2852,0.1599,0.0457,0.0104
100.0,5000.0,100000.0,1.0,10000,113869.725,113600.0,13869.725,20597.500000000004,203902.49999999997,0.3821,0.1881,0.0775,0.0302,0.0144,23187.77,22000.0,36850.0,46200.500000000015,1.0093142563775859,1489085.595,99.6184,4289.4083,0.2964,0.1881,0.0775,0.0304
100.0,5000.0,100000.0,1.25,10000,118093.235,118350.0,18093.235,-701.2499999999989,231951.24999999997,0.3703,0.2189,0.1149,0.0763,0.0458,28667.52,27200.0,44752.49999999996,54400.500000000015,1.0104444940381017,1732322.785,98.4504,4238.6653,0.3046,0.2189,0.1149,0.0613
100.0,5000.0,100000.0,1.5,10000,121190.565,121475.0,21190.565,-1751.2499999999989,252701.24999999997,0.3711,0.2408,0.1497,0.1188,0.0735,33014.16,31550.0,50802.49999999996,61450.500000000015,1.010693357942304,1981656.755,97.4724,4196.2921,0.3127,0.2408,0.1497,0.0916
100.0,5000.0,100000.0,2.0,10000,126073.225,126900.0,26073.225,-3350.0,289601.25,0.3734,0.2731,0.1977,0.1887,0.1379,39744.055,38150.0,59202.49999999996,70600.0,1.0111453825448986,2339374.615,94.3623,4061.7748,0.3271,0.2731,0.1977,0.1534
100.0,5000.0,100000.0,2.5,10000,127234.31,127375.0,27234.31,-4300.0,322352.49999999994,0.392,0.3125,0.2568,0.2306,0.2057,44883.845,43300.0,65200.0,77700.0,1.0103812191360437,2623421.165,90.3574,3888.2878,0.3585,0.3125,0.2568,0.221
100.0,5000.0,100000.0,3.0,10000,129484.92,129225.0,29484.92,-4551.249999999999,343751.25,0.4077,0.3368,0.2867,0.26,0.2465,48058.835,46400.0,69300.0,81300.0,1.0102394402625092,2879544.12,87.8044,3777.3067,0.3778,0.3368,0.2867,0.2567
100.0,5000.0,100000.0,4.0,10000,133540.885,128525.0,33540.885,-4900.0,385653.74999999994,0.4292,0.3774,0.3368,0.3087,0.3053,53190.505,51500.0,75400.0,88400.0,1.010449051530755,3209945.41,83.3689,3585.6439,0.4083,0.3774,0.3368,0.3141
