TrueCount,HandsPlayed,TotalPayout,EV,StdError,HandsPlayedPct
-17.5,1,1.0,1.0,0.0,0.0
-16.0,6,-3.0,-0.5,0.456435,2e-06
-15.5,20,-5.0,-0.25,0.24367,5e-06
-15.0,22,-6.5,-0.295455,0.241934,6e-06
-14.5,92,-35.0,-0.380435,0.121615,2.5e-05
-14.0,150,7.5,0.05,0.094604,4.1e-05
-13.5,214,-38.5,-0.179907,0.079346,5.8e-05
-13.0,754,-78.0,-0.103448,0.043886,0.000205
-12.5,730,-107.5,-0.14726,0.044047,0.000199
-12.0,2441,-207.5,-0.085006,0.024167,0.000664
-11.5,5347,-384.0,-0.071816,0.016148,0.001455
-11.0,5722,-429.5,-0.075061,0.015607,0.001557
-10.5,19264,-1250.0,-0.064888,0.008513,0.005241
-10.0,27115,-1505.0,-0.055504,0.007128,0.007377
-9.5,39345,-2486.0,-0.063185,0.005908,0.010705
-9.0,94115,-5675.0,-0.060299,0.003787,0.025606
-8.5,128604,-6838.5,-0.053175,0.003241,0.03499
-8.0,171747,-9591.5,-0.055847,0.002799,0.046728
-7.5,385491,-18684.5,-0.048469,0.001867,0.104883
-7.0,583615,-26884.0,-0.046065,0.001513,0.158788
-6.5,678986,-27840.5,-0.041003,0.001401,0.184736
-6.0,1425263,-55844.5,-0.039182,0.000964,0.38778
-5.5,1792430,-62945.0,-0.035117,0.000858,0.487678
-5.0,2481250,-81201.5,-0.032726,0.000728,0.67509
-4.5,4039668,-113229.0,-0.028029,0.000569,1.099098
-4.0,5039570,-122800.5,-0.024367,0.000509,1.371148
-3.5,7844129,-176876.5,-0.022549,0.000407,2.134202
-3.0,9860142,-182796.5,-0.018539,0.000362,2.682712
-2.5,12174342,-195417.0,-0.016052,0.000325,3.312351
-2.0,18996177,-255553.0,-0.013453,0.00026,5.168412
-1.5,23219679,-247788.0,-0.010671,0.000235,6.317527
-1.0,22441402,-201219.0,-0.008966,0.000239,6.105776
-0.5,36616266,-225414.0,-0.006156,0.000187,9.962422
0.0,91397229,-306523.0,-0.003354,0.000118,24.86703
0.5,34256461,-1638.5,-4.8e-05,0.000192,9.320375
1.0,17641181,37506.0,0.002126,0.000268,4.799749
1.5,19986982,88842.0,0.004445,0.000251,5.437986
2.0,16081055,136874.5,0.008557,0.00028,4.375276
2.5,10801194,129634.5,0.012131,0.000343,2.93875
3.0,8838989,145837.5,0.016811,0.00038,2.40488
3.5,6421182,151192.5,0.024374,0.000443,1.747052
4.0,4247162,121235.0,0.029864,0.000543,1.155553
4.5,3282368,112541.5,0.036078,0.000616,0.893055
5.0,2135704,80905.0,0.040089,0.000762,0.581075
5.5,1462007,59899.5,0.04333,0.000919,0.397778
6.0,1183213,55069.0,0.049417,0.001019,0.321924
6.5,549851,26404.0,0.050977,0.001492,0.149601
7.0,488030,25419.5,0.055056,0.001579,0.132781
7.5,303734,16273.5,0.056634,0.001996,0.082639
8.0,127507,7097.5,0.058686,0.00307,0.034692
8.5,119776,7070.0,0.062345,0.003163,0.032588
9.0,69714,4574.0,0.069659,0.004131,0.018968
9.5,27271,1870.5,0.072656,0.006618,0.00742
10.0,24474,1464.5,0.063034,0.006959,0.006659
10.5,13734,978.5,0.075189,0.009297,0.003737
11.0,3866,386.5,0.104072,0.017432,0.001052
11.5,4032,338.5,0.089031,0.016929,0.001097
12.0,1601,153.0,0.097848,0.026939,0.000436
12.5,558,32.0,0.062931,0.045388,0.000152
13.0,504,45.5,0.089279,0.047226,0.000137
13.5,135,33.5,0.274137,0.092819,3.7e-05
14.0,114,26.5,0.247724,0.104466,3.1e-05
14.5,52,12.5,0.256222,0.149203,1.4e-05
15.0,18,7.0,0.388889,0.262219,5e-06
15.5,4,1.5,0.375,0.40984,1e-06
16.0,5,-2.0,-0.4,0.357771,1e-06
17.0,2,0.5,0.25,0.176777,1e-06
