Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
NoStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.997734,0.2266,999.97,14.56,-2.27,335
HiLoStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.000406,-0.0406,1000.01,14.71,0.41,344
MentorStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.998837,0.1163,999.98,14.66,-1.16,362
WongHalvesStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.998671,0.1329,999.98,14.63,-1.33,380
RPCStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.000650,-0.0650,1000.01,14.71,0.65,396
ZenCountStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.001024,-0.1024,1000.02,14.72,1.02,396
RAPCStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,1.000335,-0.0335,1000.00,14.70,0.34,405
R14Strategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.998832,0.1168,999.98,14.67,-1.17,410
OmegaIIStrategy,2,0.65,S17,DAS,NoRAS,NoSurrender,3to2,50000000,0.998412,0.1588,999.98,14.63,-1.59,413
