table_min,table_max,bankroll,kelly,num_replays,mean_end_bankroll,median_end_bankroll,mean_end_profit,p025_bankroll,p975_bankroll,prob_finish_down,prob_lose_25pct,prob_lose_50pct,prob_double,prob_ruin,mean_max_drawdown,median_max_drawdown,p95_max_drawdown,p99_max_drawdown,rtp,mean_total_wagered,mean_shoes_used,mean_hands_used
5.0,500.0,200.0,0.25,2000,16.9725,6.25,-183.0275,-1102.8125,1185.1249999999993,0.623,0.5905,0.5595,0.2515,0.498,56.89,55.0,65.0,70.0,0.996766529385535,56604.04,1000.0,9915.326
5.0,500.0,200.0,0.5,2000,9.26625,25.0,-190.73375,-1192.75,1175.3124999999982,0.6375,0.6005,0.5595,0.242,0.4865,56.6675,55.0,65.0,70.0,0.9966303396937888,56603.2575,1000.0,9915.8795
5.0,500.0,200.0,0.75,2000,18.05375,8.75,-181.94625,-1105.0625,1112.5,0.621,0.5885,0.5555,0.2615,0.495,56.91,55.0,65.0,70.0,0.9967872237465345,56632.095,1000.0,9915.8245
5.0,500.0,200.0,1.0,2000,37.3375,22.5,-162.6625,-1122.5,1192.7499999999986,0.614,0.5785,0.5475,0.265,0.4815,58.78125,57.5,70.0,80.0,0.9971406886227269,56888.6975,1000.0,9916.3695
5.0,500.0,200.0,1.25,2000,22.915,30.0,-177.085,-1092.5,1135.0624999999995,0.614,0.588,0.5505,0.262,0.486,62.7625,60.0,80.0,90.02499999999998,0.9969122033985859,57349.95625,1000.0,9915.834
5.0,500.0,200.0,1.5,2000,59.5875,55.0,-140.4125,-1087.625,1205.0,0.5905,0.5585,0.529,0.2895,0.471,69.8325,67.5,90.12499999999989,105.02499999999998,0.9975831919422806,58098.325,1000.0,9915.7105
5.0,500.0,200.0,2.0,2000,94.91,97.5,-105.09,-1175.0625,1330.187499999999,0.567,0.53,0.5,0.3065,0.4415,89.2025,85.0,120.0,135.02499999999998,0.9982658050258403,60598.7225,1000.0,9914.878
5.0,500.0,200.0,2.5,2000,184.95,172.5,-15.05,-1137.5625,1535.1249999999993,0.5115,0.4785,0.452,0.3725,0.406,105.38375,100.0,145.0,165.0,0.99975942661051,62558.8725,1000.0,9916.1435
5.0,500.0,200.0,3.0,2000,209.20625,205.0,9.20625,-1190.125,1692.8124999999982,0.4945,0.4705,0.4425,0.3965,0.3985,127.92875,125.0,175.0,200.02499999999998,1.0001401710890439,65678.665,1000.0,9915.6445
5.0,500.0,200.0,4.0,2000,360.71375,352.5,160.71375,-1392.75,2140.0,0.4345,0.4115,0.3915,0.479,0.3505,165.5525,160.0,225.0,260.04999999999995,1.002198888489925,73088.63125,1000.0,9915.186
5.0,500.0,200.0,5.0,2000,508.01,486.25,308.01,-1480.0625,2552.874999999998,0.394,0.373,0.354,0.5345,0.3175,203.24125,200.0,275.0,320.0,1.0039522462256714,77932.8975,1000.0,9914.7585
5.0,500.0,200.0,6.0,2000,641.7275,636.25,441.7275,-1655.1875,3015.187499999999,0.372,0.3565,0.3405,0.5645,0.307,247.085,240.0,335.0,390.025,1.0050468548074019,87525.30375,1000.0,9914.9845
5.0,500.0,200.0,7.0,2000,723.6575,786.25,523.6575,-2070.125,3167.5,0.3365,0.322,0.312,0.6015,0.291,284.38875,275.0,390.0,455.04999999999995,1.0056102601204606,93339.255,1000.0,9915.778
5.0,500.0,500.0,0.25,2000,314.4725,328.75,-185.5275,-837.5625,1372.5624999999995,0.6225,0.5285,0.443,0.1075,0.295,56.635,55.0,65.0,70.0,0.9967221690794684,56600.6925,1000.0,9915.0445
5.0,500.0,500.0,0.5,2000,319.86625,308.75,-180.13375,-860.0,1540.0,0.616,0.5415,0.4525,0.1165,0.294,63.365,60.0,80.0,95.0,0.9968591385757032,57351.7025,1000.0,9915.737
5.0,500.0,500.0,0.75,2000,413.10375,413.75,-86.89625,-787.625,1605.0624999999995,0.5495,0.476,0.4,0.183,0.2615,82.19875,80.0,107.5,127.52499999999998,0.9985412460134868,59568.8175,1000.0,9916.5825
5.0,500.0,500.0,1.0,2000,495.925,511.25,-4.075,-820.0625,1820.1249999999993,0.4925,0.428,0.3545,0.2215,0.2365,105.46125,102.5,145.0,165.0,0.9999348645921785,62561.97875,1000.0,9915.8265
5.0,500.0,500.0,1.25,2000,550.045,533.75,50.045,-910.1875,2072.5624999999995,0.477,0.412,0.3545,0.2855,0.2445,131.91625,130.0,180.0,202.52499999999998,1.0007430408037343,67351.6175,1000.0,9915.8815
5.0,500.0,500.0,1.5,2000,648.1225,632.5,148.1225,-1002.5,2352.7499999999986,0.4385,0.3765,0.3265,0.348,0.2295,157.5425,155.0,215.0,250.0,1.002039213551028,72637.07125,1000.0,9915.3
5.0,500.0,500.0,2.0,2000,761.14875,718.75,261.14875,-1225.3125,2740.0,0.4015,0.358,0.3035,0.392,0.215,203.6225,197.5,277.5,320.0,1.0033558241987535,77819.55625,1000.0,9915.848
5.0,500.0,500.0,2.5,2000,940.16,946.25,440.16,-1400.0625,3400.312499999998,0.347,0.314,0.2765,0.487,0.2275,259.195,252.5,355.0,405.025,1.0048786400059453,90221.865,1000.0,9914.7385
5.0,500.0,500.0,3.0,2000,1079.49875,1035.0,579.49875,-1717.5,4018.1249999999964,0.349,0.3135,0.2905,0.506,0.2265,299.65625,291.25,410.0,470.0,1.0060046961073217,96507.59,1000.0,9915.4295
5.0,500.0,500.0,4.0,2000,1480.49,1461.25,980.49,-2132.75,5227.687499999999,0.3065,0.283,0.2585,0.5885,0.221,413.50875,402.5,565.0,655.0,1.0082221580152204,119249.715,1000.0,9916.269
5.0,500.0,500.0,5.0,2000,1691.81625,1706.25,1191.81625,-2917.75,6170.187499999999,0.3125,0.294,0.276,0.615,0.242,507.84875,492.5,705.0,817.5,1.0087668280709927,135946.11875,1000.0,9915.5295
5.0,500.0,500.0,6.0,2000,2060.2825,2045.0,1560.2825,-3310.375,7282.624999999999,0.2875,0.273,0.2565,0.6525,0.227,610.73125,590.0,840.0,977.55,1.010132466207545,153988.42375,1000.0,9915.925
5.0,500.0,500.0,7.0,2000,2407.87625,2403.75,1907.87625,-4013.375,8608.437499999995,0.2795,0.267,0.254,0.672,0.2275,712.275,687.5,970.0,1130.05,1.010811938352738,176460.14875,1000.0,9915.952
5.0,500.0,1000.0,0.25,2000,845.235,836.25,-154.765,-255.0625,1980.0624999999995,0.5975,0.4385,0.2815,0.0225,0.0755,63.475,60.0,85.0,92.5,0.9973013121827864,57348.24125,1000.0,9915.6655
5.0,500.0,1000.0,0.5,2000,961.7,947.5,-38.3,-427.5625,2297.5624999999995,0.5275,0.389,0.2455,0.063,0.075,106.28875,105.0,145.0,165.04999999999995,0.9993876585824876,62546.80625,1000.0,9916.0695
5.0,500.0,1000.0,0.75,2000,1142.02,1157.5,142.02,-582.5625,2802.5,0.4335,0.3215,0.231,0.1675,0.0885,157.5725,152.5,215.0,245.04999999999995,1.001956327320546,72595.21375,1000.0,9915.7845
5.0,500.0,1000.0,1.0,2000,1271.69625,1277.5,271.69625,-750.0,3160.937499999995,0.392,0.304,0.2215,0.238,0.1035,204.4475,197.5,285.0,322.525,1.0034904700309721,77839.445,1000.0,9915.6895
5.0,500.0,1000.0,1.25,2000,1455.27375,1436.25,455.27375,-887.5,3855.0,0.3515,0.2785,0.2175,0.3215,0.1145,259.05375,252.5,355.0,412.525,1.0050482212345024,90184.98375,1000.0,9915.352
5.0,500.0,1000.0,1.5,2000,1590.66375,1627.5,590.66375,-1157.625,4264.249999999991,0.3385,0.271,0.2225,0.3925,0.132,301.82875,295.0,407.5,475.0,1.006119864836143,96515.81625,1000.0,9915.4755
5.0,500.0,1000.0,2.0,2000,1983.98625,2005.0,983.98625,-1690.25,5715.312499999998,0.3055,0.268,0.2215,0.5025,0.15,412.37875,400.0,567.6249999999999,660.0,1.008257741649187,119159.24375,1000.0,9915.735
5.0,500.0,1000.0,2.5,2000,2276.0625,2243.75,1276.0625,-2050.5625,6647.999999999997,0.2775,0.247,0.2185,0.5465,0.1565,508.49,495.0,690.0,805.0,1.0093861723701207,135951.3175,1000.0,9914.8305
5.0,500.0,1000.0,3.0,2000,2624.37875,2625.0,1624.37875,-2516.25,7697.812499999998,0.2615,0.2285,0.204,0.5895,0.153,608.11,590.0,825.0,972.5,1.0105380735216702,154143.805,1000.0,9915.031
5.0,500.0,1000.0,4.0,2000,3207.17625,3190.0,2207.17625,-3825.0,10320.687499999996,0.2695,0.249,0.229,0.6335,0.1925,809.43125,790.0,1102.625,1295.0,1.0111707291962115,197585.69125,1000.0,9915.399
5.0,500.0,1000.0,5.0,2000,3915.5,3962.5,2915.5,-4929.1875,13005.249999999998,0.2645,0.246,0.224,0.663,0.192,1018.9675,990.0,1390.0,1610.0,1.0124588235587593,234010.85875,1000.0,9915.9135
5.0,500.0,1000.0,6.0,2000,4611.805,4840.0,3611.805,-5405.75,14853.687499999993,0.2595,0.243,0.231,0.6815,0.2,1218.9325,1190.0,1632.5,1915.0,1.0130480568955618,276807.8825,1000.0,9914.8685
5.0,500.0,1000.0,7.0,2000,5048.5275,4960.0,4048.5275,-6629.3125,17864.56249999999,0.2625,0.2425,0.232,0.6785,0.2145,1419.70125,1381.25,1950.0,2255.1,1.012964892132794,312268.50625,1000.0,9915.1345
10.0,1000.0,500.0,0.25,2000,55.7875,32.5,-444.2125,-2180.375,2360.2499999999986,0.6505,0.6085,0.5695,0.2005,0.494,113.2925,110.0,130.0,140.0,0.9960758043684512,113198.3575,1000.0,9915.452
10.0,1000.0,500.0,0.5,2000,110.805,140.0,-389.195,-2095.375,2430.374999999998,0.622,0.5735,0.5335,0.233,0.465,113.4425,110.0,130.0,140.0,0.996561821639556,113198.025,1000.0,9915.488
10.0,1000.0,500.0,0.75,2000,113.0775,127.5,-386.9225,-2110.125,2240.2499999999986,0.6305,0.5885,0.5435,0.212,0.4535,116.6625,115.0,140.0,160.0,0.9965942430871457,113608.3725,1000.0,9915.242
10.0,1000.0,500.0,1.0,2000,163.7875,165.0,-336.2125,-2160.25,2470.2499999999986,0.611,0.5705,0.522,0.249,0.4515,127.02,120.0,160.0,190.0,0.9970688929697937,114704.955,1000.0,9914.8865
10.0,1000.0,500.0,1.25,2000,239.435,207.5,-260.565,-2120.125,2470.124999999999,0.5855,0.5475,0.514,0.2725,0.429,145.805,140.0,190.0,220.0,0.9977772488864491,117226.35,1000.0,9914.7465
10.0,1000.0,500.0,1.5,2000,272.9575,307.5,-227.0425,-2250.25,2655.4999999999973,0.5575,0.515,0.4835,0.2945,0.4085,166.2675,160.0,220.0,260.0,0.9980944600754796,119148.645,1000.0,9915.5305
10.0,1000.0,500.0,2.0,2000,443.5475,460.0,-56.4525,-2305.125,2995.124999999999,0.5095,0.476,0.4365,0.3395,0.3665,209.03,200.0,280.0,320.0,0.9995486502050682,125074.8325,1000.0,9916.0735
10.0,1000.0,500.0,2.5,2000,610.585,602.5,110.585,-2475.0,3635.0,0.4655,0.437,0.409,0.3935,0.352,265.5275,260.0,360.0,420.0,1.0008206727910198,134749.1975,1000.0,9915.399
10.0,1000.0,500.0,3.0,2000,732.8175,702.5,232.8175,-2500.5,4020.6249999999964,0.449,0.4275,0.3915,0.4385,0.337,314.97,305.0,430.0,490.0,1.0016030265455151,145236.21,1000.0,9915.638
10.0,1000.0,500.0,4.0,2000,1011.16,1017.5,511.16,-2905.125,5105.499999999997,0.3955,0.372,0.3445,0.504,0.297,409.2,400.0,555.0,640.0,1.0032813052965195,155779.47,1000.0,9915.5055
10.0,1000.0,500.0,5.0,2000,1495.14,1490.0,995.14,-3365.75,6410.0,0.341,0.3205,0.301,0.583,0.2695,518.2125,500.0,710.0,820.0,1.0055149092954836,180445.3975,1000.0,9915.6425
10.0,1000.0,500.0,6.0,2000,1647.0175,1665.0,1147.0175,-3795.25,6970.874999999995,0.346,0.328,0.313,0.585,0.2875,602.55,585.0,820.0,970.0,1.0059397299822859,193109.3675,1000.0,9915.793
10.0,1000.0,500.0,7.0,2000,2003.345,1952.5,1503.345,-4645.125,8480.249999999998,0.3225,0.3075,0.2945,0.6275,0.267,712.6425,695.0,980.0,1130.0,1.0068104282552055,220741.625,1000.0,9915.505
10.0,1000.0,1000.0,0.25,2000,616.6425,610.0,-383.3575,-1545.5,2890.2499999999986,0.633,0.5565,0.457,0.11,0.2915,113.7325,110.0,130.0,140.0,0.9966135583897107,113203.635,1000.0,9915.2025
