Strategy,Decks,Penetration,DealerRule,DAS,RAS,Surrender,BlackjackPayout,Iterations,RTP,HouseEdge%,AvgWallet,AvgMoneyBet,NetPer1000,Duration_s
HiLoStrategy,8,0.5,H17,DAS,NoRAS,NoSurrender,3to2,12500000,0.999857,0.0143,49999.71,2000.52,-7.16,222
MentorStrategy,8,0.50,H17,DAS,NoRAS,NoSurrender,3to2,12500000,1.000229,-0.0229,50000.47,2070.72,11.47,227
RPCStrategy,8,0.50,H17,DAS,NoRAS,NoSurrender,3to2,12500000,1.000141,-0.0141,50000.28,1990.58,7.04,229
RAPCStrategy,8,0.50,H17,DAS,NoRAS,NoSurrender,3to2,12500000,1.000003,-0.0003,50000.01,1879.25,0.14,234
R14Strategy,8,0.50,H17,DAS,NoRAS,NoSurrender,3to2,12500000,0.999942,0.0058,49999.88,2089.84,-2.89,233
ZenCountStrategy,8,0.50,H17,DAS,NoRAS,NoSurrender,3to2,12500000,0.999977,0.0023,49999.95,1949.76,-1.17,250
WongHalvesStrategy,8,0.50,H17,DAS,NoRAS,NoSurrender,3to2,12500000,0.998054,0.1946,49996.83,1627.36,-97.32,251
OmegaIIStrategy,8,0.50,H17,DAS,NoRAS,NoSurrender,3to2,12500000,0.999520,0.0480,49999.08,1908.18,-24.01,259
