TrueCount,H17-2deck-30pen,H17-2deck-35pen,H17-2deck-40pen,H17-2deck-45pen,H17-2deck-50pen,H17-2deck-55pen,H17-2deck-60pen,H17-2deck-65pen,H17-2deck-70pen,H17-2deck-75pen,H17-2deck-80pen,H17-6deck-30pen,H17-6deck-35pen,H17-6deck-40pen,H17-6deck-45pen,H17-6deck-50pen,H17-6deck-55pen,H17-6deck-60pen,H17-6deck-65pen,H17-6deck-70pen,H17-6deck-75pen,H17-6deck-80pen,H17-8deck-30pen,H17-8deck-35pen,H17-8deck-40pen,H17-8deck-45pen,H17-8deck-50pen,H17-8deck-55pen,H17-8deck-60pen,H17-8deck-65pen,H17-8deck-70pen,H17-8deck-75pen,H17-8deck-80pen,S17-2deck-30pen,S17-2deck-35pen,S17-2deck-40pen,S17-2deck-45pen,S17-2deck-50pen,S17-2deck-55pen,S17-2deck-60pen,S17-2deck-65pen,S17-2deck-70pen,S17-2deck-75pen,S17-2deck-80pen,S17-6deck-30pen,S17-6deck-35pen,S17-6deck-40pen,S17-6deck-45pen,S17-6deck-50pen,S17-6deck-55pen,S17-6deck-60pen,S17-6deck-65pen,S17-6deck-70pen,S17-6deck-75pen,S17-6deck-80pen,S17-8deck-30pen,S17-8deck-35pen,S17-8deck-40pen,S17-8deck-45pen,S17-8deck-50pen,S17-8deck-55pen,S17-8deck-60pen,S17-8deck-65pen,S17-8deck-70pen,S17-8deck-75pen,S17-8deck-80pen
17.5,5,538,30522,263441,1537651,6414598,13332641,17203273,19380728,20076576,20116728,0,0,1,1401,134828,2779087,13043157,19801769,20771184,20784315,20781500,0,0,0,133,61572,2628868,16269956,25802559,26496367,26487118,26481491,0,550,31021,265345,1544054,6437105,13384517,17267735,19453510,20150695,20182686,0,0,1,4289,406220,8365289,39270991,59646429,62545485,62590748,62586682,0,0,0,526,184505,7917530,49006401,77724035,79757803,79771970,79749342
18.0,0,226,10386,194104,1269094,4527862,9824797,15460192,18514493,18989854,19026278,0,0,0,480,69687,1897993,10335223,18198101,19455653,19477624,19474501,0,0,0,32,23343,1581258,13592502,24882768,25961248,25966613,25972260,0,224,10686,195827,1274978,4547385,9868483,15519432,18602496,19064238,19113963,0,0,0,1424,209734,5725408,31127417,54784130,58600488,58648668,58648166,0,0,0,89,70257,4756245,40937016,74941925,78191538,78211194,78207142
18.5,0,110,7038,112032,851558,4588402,10939604,16476948,18903207,19549824,19599684,0,0,0,167,32102,1313955,9076877,17009266,18667940,18696231,18706198,0,0,0,11,8977,1011716,11146025,23480571,24985159,24988159,24994602,0,127,7255,112828,856744,4608291,10973167,16544481,18975234,19624169,19673910,0,0,0,464,95664,3958900,27326283,51238480,56233691,56312175,56328812,0,0,0,27,27044,3045997,33581564,70709942,75257262,75281111,75282266
19.0,0,24,3258,78725,636397,3800216,8416617,14134568,17050720,17655604,17733584,0,0,0,40,14608,809072,7204871,15996190,18156877,18196692,18190537,0,0,0,3,3129,540169,8779292,22227266,24332506,24350820,24346461,0,37,3154,79391,638483,3810987,8451244,14198059,17116016,17726643,17801680,0,0,0,152,43829,2441655,21696232,48184339,54666922,54812627,54795755,0,0,0,3,9553,1627840,26452497,66932437,73284356,73318688,73335108
19.5,0,9,1571,62842,561478,2873601,6277889,12097854,16119936,17286224,17305585,0,0,0,11,6687,485995,5707218,14725679,17541076,17619487,17613696,0,0,0,0,1079,296678,6546490,20561435,23519948,23541634,23548607,0,10,1558,63820,567104,2890296,6306145,12140013,16195149,17362730,17379038,0,0,0,34,19773,1464412,17181400,44373833,52843766,53065779,53072772,0,0,0,2,3299,893951,19712150,61909527,70815347,70903293,70898885
20.0,0,4,1074,24170,298539,2528254,7719595,12167031,15900501,17178666,17331702,0,0,0,2,2500,289491,4767460,13894276,17231080,17335109,17338270,0,0,0,1,304,153548,5019274,19100915,22777811,22826087,22818568,0,7,1063,24403,300611,2535745,7745427,12217745,15965285,17234137,17397764,0,0,0,5,7262,869304,14376924,41855890,51905149,52211694,52199009,0,0,0,1,983,460736,15129651,57504626,68616096,68740261,68723693
20.5,0,0,359,17465,211627,2010839,5929637,11758272,14816016,15501282,15553118,0,0,0,0,879,174026,3362572,11762944,15819448,15987240,15988169,0,0,0,0,94,75142,3589044,17360613,21997714,22079131,22072647,0,2,355,17921,213807,2020610,5951139,11786284,14863225,15557738,15607879,0,0,0,1,2821,526991,10130731,35445536,47649387,48153778,48158257,0,0,0,0,282,225512,10810428,52299802,66252640,66484854,66483736
21.0,0,0,134,8639,144019,1573913,4986511,10663223,14431053,16016041,16228774,0,0,0,0,352,93001,2620242,11153808,16057744,16301571,16307688,0,0,0,0,29,32934,2390704,15426273,21352192,21480915,21470685,0,1,117,8616,144729,1578898,5007284,10699705,14493355,16075468,16297526,0,0,0,0,1057,280345,7886490,33582734,48370692,49088392,49098939,0,0,0,0,91,98768,7200210,46472830,64297709,64687682,64684944
21.5,0,0,46,4507,108751,1051924,3972197,7917596,13331764,14916205,15015971,0,0,0,0,110,44538,1923135,10207853,15607957,15881582,15876846,0,0,0,0,9,15021,1597009,13502741,20548759,20733769,20738700,0,0,64,4414,109729,1056940,3989229,7954052,13390671,14976049,15067652,0,0,0,0,346,133384,5793293,30753112,47010199,47818984,47822461,0,0,0,0,27,44497,4810370,40656863,61875069,62445396,62454539
22.0,0,0,36,2470,60602,966118,3423456,10099973,13893855,15096130,15399130,0,0,0,0,39,27209,1233483,8171518,14393487,14844192,14844730,0,0,0,0,1,5861,998709,11646001,19948158,20262206,20265880,0,0,43,2543,60950,969518,3438760,10134773,13940316,15162907,15455225,0,0,0,0,107,81674,3711647,24611205,43348038,44709735,44711488,0,0,0,0,2,17704,3006281,35092149,60090209,61033680,61049589
22.5,0,0,16,1334,41842,573716,3545354,7771828,10788249,13784729,13850451,0,0,0,0,8,12169,967321,7653269,14262341,14833975,14838542,0,0,0,0,1,2532,635532,9883195,18899845,19314619,19320055,0,0,17,1322,42526,575366,3556002,7791917,10839297,13837215,13904185,0,0,0,0,44,36617,2915542,23044793,42967527,44671563,44678139,0,0,0,0,1,7388,1916550,29766298,56944869,58166422,58168885
23.0,0,0,3,807,24742,575753,3079119,6613902,13769026,14756428,15259508,0,0,0,0,0,5417,585350,6147720,13452708,14318344,14321708,0,0,0,0,1,794,392997,8440943,18844625,19486005,19481078,0,0,4,810,24682,579171,3090541,6633659,13832165,14811066,15320427,0,0,0,0,6,16027,1764466,18513849,40527606,43146855,43140221,0,0,0,0,0,2490,1185138,25428774,56736864,58674698,58672135
23.5,0,0,0,404,15947,287966,2358523,6771561,11142945,14081341,14182183,0,0,0,0,1,2506,410357,5130998,12889297,13920890,13921690,0,0,0,0,0,298,202662,6600702,17732129,18651084,18653224,0,0,0,424,15797,290230,2369299,6801956,11181603,14140403,14243041,0,0,0,0,0,7669,1232773,15439138,38855810,41933317,41948891,0,0,0,0,0,826,611547,19884402,53390441,56176902,56193674
24.0,0,0,0,331,9296,337016,1652353,7011104,10039266,12188415,12877827,0,0,0,0,0,1188,230107,4079864,12332929,13527980,13536045,0,0,0,0,0,100,107682,5028582,16795150,17935291,17930559,0,0,1,307,9610,338492,1660912,7034155,10088649,12240652,12935097,0,0,0,0,1,3524,694240,12296507,37153709,40743279,40764794,0,0,0,0,0,317,323097,15155821,50599304,54017102,54023818
24.5,0,0,1,58,5578,239053,603762,5403690,12925273,15356907,15355057,0,0,0,0,0,441,125185,3190927,11659894,13202740,13216813,0,0,0,0,0,28,56650,3645565,15617735,17573572,17586481,0,0,0,70,5572,240675,607550,5423636,12974570,15417872,15418066,0,0,0,0,0,1396,377784,9618956,35103517,39754330,39811581,0,0,0,0,0,81,170365,10975939,47047122,52932840,52936288
25.0,0,0,0,25,3272,167859,1506195,1505376,6164819,11404114,12497120,0,0,0,0,0,126,107463,2385908,10893346,13137169,13149997,0,0,0,0,0,15,35667,3076460,15543806,17432395,17438530,0,0,0,21,3452,168710,1511678,1512331,6190286,11440180,12548357,0,0,0,0,0,397,322337,7185623,32794899,39559153,39605083,0,0,0,0,0,34,106562,9266322,46840886,52511298,52521035
25.5,0,0,0,9,1935,115401,1164042,5390290,8201945,8204932,8208409,0,0,0,0,0,83,40226,1844499,10228521,13116987,13163427,0,0,0,0,0,4,12750,2207213,12591635,14907221,14930223,0,0,0,9,1952,116591,1171109,5413882,8234267,8240604,8238619,0,0,0,0,0,240,121456,5553677,30795129,39524368,39650409,0,0,0,0,0,9,37828,6651694,37904022,44933935,44957532
26.0,0,0,0,10,1079,78056,888453,4544675,11840113,17697357,19176371,0,0,0,0,0,23,33531,2002564,8083744,9781598,9805540,0,0,0,0,0,3,5818,1537907,14732881,19213849,19223669,0,0,0,5,1066,78510,890670,4559721,11889100,17768515,19247720,0,0,0,0,0,66,100751,6037054,24361072,29438576,29540281,0,0,0,0,0,0,17544,4625498,44377247,57854863,57899333
26.5,0,0,0,2,598,52194,663730,3782525,6197223,6196108,6199698,0,0,0,0,0,8,11717,935002,8563483,12463291,12553148,0,0,0,0,0,1,2777,1035104,10167746,13902522,13918432,0,0,0,0,597,52488,666061,3796352,6224774,6226175,6226459,0,0,0,0,0,28,34649,2818377,25795812,37523446,37817582,0,0,0,0,0,0,8313,3120898,30628383,41863764,41956722
27.0,0,0,0,0,325,33798,490221,490331,5069635,11512028,13431217,0,0,0,0,0,2,9098,686455,7855023,12178914,12240422,0,0,0,0,0,0,1434,667944,11591717,15946238,15987473,0,0,0,1,361,34071,492466,492659,5095585,11553981,13477809,0,0,0,0,0,9,26865,2070606,23643595,36669170,36861668,0,0,0,0,0,0,4237,2015465,34897898,48021018,48139697
27.5,0,0,0,0,172,21716,74378,2685109,9302247,12426058,12432656,0,0,0,0,0,0,2793,499813,7059550,11123173,11288899,0,0,0,0,0,0,389,354641,8556533,15014264,15078846,0,0,0,0,191,21867,74335,2695613,9335917,12484225,12482982,0,0,0,0,0,4,8509,1507166,21278770,33504242,34010848,0,0,0,0,0,0,1166,1069319,25781718,45217885,45403769
28.0,0,0,0,1,79,13744,293568,2444976,4387979,8189351,10115173,0,0,0,0,0,0,1644,353459,6259135,10977933,11126151,0,0,0,0,0,0,159,260061,8044641,14407102,14504179,0,0,0,0,116,13668,295401,2455813,4402165,8217769,10153114,0,0,0,0,0,1,5097,1063875,18841391,33065325,33518550,0,0,0,0,0,0,477,784478,24221587,43393900,43695824
28.5,0,0,0,0,47,4042,242292,1386474,5589617,10311657,10834428,0,0,0,0,0,0,934,241209,5158747,10384912,10669209,0,0,0,0,0,0,55,163028,6984690,14349440,14504109,0,0,0,1,47,4084,243263,1391871,5605095,10355833,10881916,0,0,0,0,0,0,2850,727445,15545030,31281813,32137388,0,0,0,0,0,0,209,491454,21040491,43237776,43674047
29.0,0,0,0,0,15,5388,172417,883090,6480819,9102764,10884530,0,0,0,0,0,0,326,163559,4188421,9969754,10249899,0,0,0,0,0,0,16,93805,5692894,13683535,13896490,0,0,0,0,22,5425,175032,885669,6504565,9137502,10920873,0,0,0,0,0,1,1056,493462,12605623,30011525,30871609,0,0,0,0,0,0,83,281856,17151804,41207661,41857346
29.5,0,0,0,0,15,4684,120533,1385113,2831285,9121693,10419070,0,0,0,0,0,0,173,100561,3800501,9853116,10309988,0,0,0,0,0,0,5,51979,4935818,13604999,13904854,0,0,0,0,12,4573,121502,1393673,2843892,9157738,10458369,0,0,0,0,0,0,563,303331,11451883,29658582,31035060,0,0,0,0,0,0,22,156252,14864346,40967636,41888155
30.0,0,0,0,0,3,2733,45237,1121973,4690312,7543881,9625947,0,0,0,0,0,0,40,56015,3331696,9921404,10451876,0,0,0,0,0,0,5,24693,3574219,12458588,12891834,0,0,0,0,3,2720,45315,1127487,4709496,7570701,9668826,0,0,0,0,0,0,160,168467,10036343,29905155,31468389,0,0,0,0,0,0,6,74618,10775792,37528819,38855327
30.5,0,0,0,0,3,1470,51758,349311,3499443,8322446,9837686,0,0,0,0,0,0,19,39719,2609070,8680604,9433654,0,0,0,0,0,0,0,13654,3075187,12747391,13340155,0,0,0,0,3,1468,52013,350791,3514910,8362865,9878564,0,0,0,0,0,0,95,118818,7847822,26142684,28409108,0,0,0,0,0,0,2,40938,9242640,38400036,40169242
31.0,0,0,0,0,0,1000,43027,680165,2934955,7369407,9946023,0,0,0,0,0,0,11,19159,1939097,8548528,9344287,0,0,0,0,0,0,0,7009,2317040,12146096,12907490,0,0,0,0,0,962,44004,684052,2942120,7395473,9981380,0,0,0,0,0,0,34,58491,5833904,25745116,28142593,0,0,0,0,0,0,0,21606,6973819,36578850,38885847
31.5,0,0,0,0,0,542,31574,572344,3381156,6648495,8129384,0,0,0,0,0,0,1,10591,1759150,8691271,9880036,0,0,0,0,0,0,0,3569,1666568,10846718,11901134,0,0,0,0,0,543,31794,573733,3397505,6679833,8168063,0,0,0,0,0,0,19,32625,5302309,26191429,29784949,0,0,0,0,0,0,0,10468,5021696,32669760,35853788
32.0,0,0,0,0,0,265,21923,267249,1695325,6040696,9390399,0,0,0,0,0,0,2,6342,1249849,7517557,8756992,0,0,0,0,0,0,0,1560,1364413,10920711,12268554,0,0,0,0,0,295,21969,269488,1704117,6061751,9436930,0,0,0,0,0,0,5,19649,3761620,22637845,26378347,0,0,0,0,0,0,0,4926,4115044,32888512,36937942
32.5,0,0,0,0,0,134,6551,297548,2741195,8809270,9836710,0,0,0,0,0,0,0,3507,955115,7689569,9127239,0,0,0,0,0,0,0,642,849292,10391511,11980419,0,0,0,0,0,152,6628,298784,2750355,8843069,9866707,0,0,0,0,0,0,0,10759,2873013,23165644,27497483,0,0,0,0,0,0,0,1896,2553605,31287334,36083686
33.0,0,0,0,0,0,81,8736,269794,1659549,4552510,7414800,0,0,0,0,0,0,1,1824,791896,6768186,8636908,0,0,0,0,0,0,0,291,647312,9441272,11541945,0,0,0,0,0,63,8911,271897,1670705,4576788,7446893,0,0,0,0,0,0,1,5421,2389253,20376959,26007568,0,0,0,0,0,0,0,969,1950829,28435056,34763743
33.5,0,0,0,0,0,53,7541,216001,1784569,6143778,9064819,0,0,0,0,0,0,0,1014,545293,6409322,8588279,0,0,0,0,0,0,0,158,458596,8778967,11287562,0,0,0,0,0,50,7684,219377,1789075,6160530,9096458,0,0,0,0,0,0,1,2920,1642110,19298205,25858795,0,0,0,0,0,0,0,423,1379833,26425183,34002422
34.0,0,0,0,0,0,7,4131,94173,1768625,4445697,7002224,0,0,0,0,0,0,0,464,365184,5945560,8383188,0,0,0,0,0,0,0,67,273029,8105014,11144769,0,0,0,0,0,13,4276,94479,1773743,4467021,7034487,0,0,0,0,0,0,0,1491,1101178,17906387,25252170,0,0,0,0,0,0,0,160,824110,24416106,33560647
34.5,0,0,0,0,0,15,2763,102275,992252,6277165,10288162,0,0,0,0,0,0,0,229,260140,4898275,7594658,0,0,0,0,0,0,0,20,215407,7943283,11118346,0,0,0,0,0,17,2880,102873,995364,6299867,10318308,0,0,0,0,0,0,0,784,780195,14761765,22871712,0,0,0,0,0,0,0,59,650766,23926454,33486363
35.0,0,0,0,0,0,10,648,91060,1122770,3222518,6003577,0,0,0,0,0,0,0,87,215537,5294753,8474743,0,0,0,0,0,0,0,2,109256,6269500,10424414,0,0,0,0,0,5,774,91307,1127269,3239150,6022778,0,0,0,0,0,0,0,261,649702,15940109,25539911,0,0,0,0,0,0,0,18,328060,18881972,31393732
35.5,0,0,0,0,0,2,1305,34645,603201,4703874,7163327,0,0,0,0,0,0,0,43,133052,4068442,7468790,0,0,0,0,0,0,0,3,72283,5751369,10258511,0,0,0,0,0,3,1268,35133,605683,4718556,7193142,0,0,0,0,0,0,0,111,404111,12253921,22497703,0,0,0,0,0,0,0,7,219450,17327002,30896903
36.0,0,0,0,0,0,3,601,47847,1072411,4304517,9346181,0,0,0,0,0,0,0,22,95961,4129267,7758640,0,0,0,0,0,0,0,1,48656,5149004,10406626,0,0,0,0,0,1,657,48145,1076917,4330460,9382996,0,0,0,0,0,0,0,59,289647,12441093,23368942,0,0,0,0,0,0,0,2,147720,15504806,31338841
36.5,0,0,0,0,0,0,463,44162,676203,3070478,5768959,0,0,0,0,0,0,0,5,50903,3368256,7797084,0,0,0,0,0,0,0,0,24565,4548881,9988185,0,0,0,0,0,1,438,44296,677446,3081646,5785872,0,0,0,0,0,0,0,24,153983,10146444,23488820,0,0,0,0,0,0,0,2,74083,13701592,30070429
37.0,0,0,0,0,0,0,256,26357,345557,3190967,7207900,0,0,0,0,0,0,0,2,39749,3079626,7320258,0,0,0,0,0,0,0,0,15214,3789222,9752433,0,0,0,0,0,0,263,26757,346199,3210843,7245287,0,0,0,0,0,0,0,14,119924,9283967,22041787,0,0,0,0,0,0,0,0,46351,11401318,29380795
37.5,0,0,0,0,0,0,42,9544,451289,3951421,7082999,0,0,0,0,0,0,0,1,23232,2440363,6905870,0,0,0,0,0,0,0,0,7581,3094936,9661085,0,0,0,0,0,0,40,9348,453074,3966122,7110960,0,0,0,0,0,0,0,1,69781,7351948,20812859,0,0,0,0,0,0,0,0,22713,9321711,29081726
38.0,0,0,0,0,0,0,118,11876,528313,2234451,6706825,0,0,0,0,0,0,0,1,16044,2241593,6999115,0,0,0,0,0,0,0,0,4360,2555136,9381181,0,0,0,0,0,0,103,12094,530016,2245446,6738190,0,0,0,0,0,0,0,2,48398,6744260,21064229,0,0,0,0,0,0,0,0,13355,7697309,28261624
38.5,0,0,0,0,0,0,48,11122,176664,2614483,6807598,0,0,0,0,0,0,0,1,9239,1702766,6805943,0,0,0,0,0,0,0,0,2583,2045874,9624220,0,0,0,0,0,0,65,11544,177488,2625578,6838343,0,0,0,0,0,0,0,1,27907,5131562,20495058,0,0,0,0,0,0,0,0,7570,6165871,28995879
39.0,0,0,0,0,0,0,25,2342,244386,1689023,6291031,0,0,0,0,0,0,0,0,3916,1473916,7053248,0,0,0,0,0,0,0,0,1057,1968324,8036299,0,0,0,0,0,0,30,2173,245497,1698233,6318766,0,0,0,0,0,0,0,0,11813,4438110,21242672,0,0,0,0,0,0,0,0,3349,5926371,24201810
39.5,0,0,0,0,0,0,25,5803,117478,2210468,6634235,0,0,0,0,0,0,0,0,3492,1151759,6452727,0,0,0,0,0,0,0,0,621,1238718,9330976,0,0,0,0,0,0,11,5818,118208,2217505,6662060,0,0,0,0,0,0,0,0,10447,3461920,19428190,0,0,0,0,0,0,0,0,1831,3728141,28089402
40.0,0,0,0,0,0,0,7,2632,241502,1446324,6086712,0,0,0,0,0,0,0,0,1879,1036330,6346663,0,0,0,0,0,0,0,0,246,970123,8505483,0,0,0,0,0,0,9,2694,242908,1452352,6113193,0,0,0,0,0,0,0,0,5824,3120898,19111636,0,0,0,0,0,0,0,0,733,2914485,25621990
40.5,0,0,0,0,0,0,0,857,124421,2174836,5481741,0,0,0,0,0,0,0,0,884,742039,5994235,0,0,0,0,0,0,0,0,114,734653,8475242,0,0,0,0,0,0,2,917,124487,2181016,5500960,0,0,0,0,0,0,0,0,2645,2233192,18054421,0,0,0,0,0,0,0,0,347,2214972,25532629
41.0,0,0,0,0,0,0,2,1823,53078,1302650,5559111,0,0,0,0,0,0,0,0,571,655201,5928554,0,0,0,0,0,0,0,0,75,552369,8045680,0,0,0,0,0,0,3,1810,53554,1309426,5579783,0,0,0,0,0,0,0,0,1610,1967422,17857955,0,0,0,0,0,0,0,0,177,1663067,24222308
41.5,0,0,0,0,0,0,4,1148,88537,1206345,4304204,0,0,0,0,0,0,0,0,213,459919,5991829,0,0,0,0,0,0,0,0,18,406663,7751372,0,0,0,0,0,0,2,1115,89010,1211523,4324474,0,0,0,0,0,0,0,0,653,1384462,18056311,0,0,0,0,0,0,0,0,66,1230488,23347816
42.0,0,0,0,0,0,0,0,476,38910,1029084,5361375,0,0,0,0,0,0,0,0,144,352104,5216773,0,0,0,0,0,0,0,0,12,280639,7578836,0,0,0,0,0,0,2,514,39166,1033149,5385515,0,0,0,0,0,0,0,0,453,1060929,15726200,0,0,0,0,0,0,0,0,34,844416,22819645
42.5,0,0,0,0,0,0,0,157,67664,1436460,6135756,0,0,0,0,0,0,0,0,74,269817,5746062,0,0,0,0,0,0,0,0,4,195487,7530411,0,0,0,0,0,0,1,154,67801,1441169,6159346,0,0,0,0,0,0,0,0,246,812810,17305951,0,0,0,0,0,0,0,0,11,588648,22676208
43.0,0,0,0,0,0,0,0,309,39297,357704,3069757,0,0,0,0,0,0,0,0,32,228912,5256301,0,0,0,0,0,0,0,0,1,134743,7581704,0,0,0,0,0,0,0,316,39559,357220,3086914,0,0,0,0,0,0,0,0,112,686430,15826357,0,0,0,0,0,0,0,0,4,405384,22842167
43.5,0,0,0,0,0,0,0,149,15831,1158241,7254147,0,0,0,0,0,0,0,0,20,114809,5040597,0,0,0,0,0,0,0,0,1,98834,6517221,0,0,0,0,0,0,0,143,16229,1162915,7281541,0,0,0,0,0,0,0,0,56,344299,15173144,0,0,0,0,0,0,0,0,3,296617,19623104
44.0,0,0,0,0,0,0,0,48,28831,294339,2808205,0,0,0,0,0,0,0,0,5,121858,4543263,0,0,0,0,0,0,0,0,0,58020,6156511,0,0,0,0,0,0,0,33,29203,294525,2818152,0,0,0,0,0,0,0,0,17,365005,13657412,0,0,0,0,0,0,0,0,0,173721,18542900
44.5,0,0,0,0,0,0,0,73,15875,816457,4963748,0,0,0,0,0,0,0,0,4,62694,4477806,0,0,0,0,0,0,0,0,1,37428,6336230,0,0,0,0,0,0,0,91,16163,823395,4987546,0,0,0,0,0,0,0,0,18,187082,13502262,0,0,0,0,0,0,0,0,0,113550,19081550
45.0,0,0,0,0,0,0,0,44,5938,196785,4274114,0,0,0,0,0,0,0,0,0,58092,4203818,0,0,0,0,0,0,0,0,0,23505,5577925,0,0,0,0,0,0,0,36,5932,196649,4284999,0,0,0,0,0,0,0,0,6,174658,12665028,0,0,0,0,0,0,0,0,1,70901,16812444
45.5,0,0,0,0,0,0,0,18,11485,718848,1976641,0,0,0,0,0,0,0,0,0,37763,3680334,0,0,0,0,0,0,0,0,0,15283,5350204,0,0,0,0,0,0,0,23,11224,723195,1988934,0,0,0,0,0,0,0,0,1,113963,11081079,0,0,0,0,0,0,0,0,0,45572,16103699
46.0,0,0,0,0,0,0,0,3,1042,354494,5315243,0,0,0,0,0,0,0,0,1,21023,3809455,0,0,0,0,0,0,0,0,0,8596,4899093,0,0,0,0,0,0,0,2,955,357160,5328101,0,0,0,0,0,0,0,0,1,62905,11468720,0,0,0,0,0,0,0,0,0,26118,14757569
46.5,0,0,0,0,0,0,0,6,6989,219688,2811633,0,0,0,0,0,0,0,0,0,15562,3570560,0,0,0,0,0,0,0,0,0,5206,4815400,0,0,0,0,0,0,0,9,6879,220707,2821741,0,0,0,0,0,0,0,0,1,46067,10744279,0,0,0,0,0,0,0,0,0,15553,14503843
47.0,0,0,0,0,0,0,0,5,3165,263181,3236872,0,0,0,0,0,0,0,0,0,9257,3039594,0,0,0,0,0,0,0,0,0,2980,4005425,0,0,0,0,0,0,0,4,3081,265613,3246037,0,0,0,0,0,0,0,0,0,28094,9151954,0,0,0,0,0,0,0,0,0,9197,12065926
47.5,0,0,0,0,0,0,0,0,1190,167716,4132246,0,0,0,0,0,0,0,0,0,6337,2854079,0,0,0,0,0,0,0,0,0,1657,3684902,0,0,0,0,0,0,0,0,1146,168359,4152168,0,0,0,0,0,0,0,0,0,18763,8590777,0,0,0,0,0,0,0,0,0,5092,11096842
48.0,0,0,0,0,0,0,0,5,2356,171882,1093572,0,0,0,0,0,0,0,0,0,3860,2364315,0,0,0,0,0,0,0,0,0,991,3254646,0,0,0,0,0,0,0,2,2344,173716,1098625,0,0,0,0,0,0,0,0,2,11713,7120064,0,0,0,0,0,0,0,0,0,2884,9801175
48.5,0,0,0,0,0,0,0,0,33,116815,4671066,0,0,0,0,0,0,0,0,0,2409,2320986,0,0,0,0,0,0,0,0,0,500,3038707,0,0,0,0,0,0,0,0,28,117953,4685431,0,0,0,0,0,0,0,0,0,7309,6994230,0,0,0,0,0,0,0,0,0,1524,9151601
49.0,0,0,0,0,0,0,0,0,1338,168434,1673294,0,0,0,0,0,0,0,0,0,1500,2466407,0,0,0,0,0,0,0,0,0,253,2640789,0,0,0,0,0,0,0,0,1312,169489,1681596,0,0,0,0,0,0,0,0,0,4511,7427132,0,0,0,0,0,0,0,0,0,808,7955500
49.5,0,0,0,0,0,0,0,0,711,28296,4219799,0,0,0,0,0,0,0,0,0,1048,1768817,0,0,0,0,0,0,0,0,0,131,2112383,0,0,0,0,0,0,0,0,745,28932,4233646,0,0,0,0,0,0,0,0,0,3025,5328092,0,0,0,0,0,0,0,0,0,442,6363220
50.0,0,0,0,0,0,0,0,0,4,127737,1314763,0,0,0,0,0,0,0,0,0,425,1372652,0,0,0,0,0,0,0,0,0,67,2119552,0,0,0,0,0,0,0,0,11,128699,1319393,0,0,0,0,0,0,0,0,0,1254,4133159,0,0,0,0,0,0,0,0,0,268,6387082
50.5,0,0,0,0,0,0,0,1,423,5563,5632,0,0,0,0,0,0,0,0,0,367,1144486,0,0,0,0,0,0,0,0,0,35,1103966,0,0,0,0,0,0,0,0,382,5520,5529,0,0,0,0,0,0,0,0,0,1199,3444783,0,0,0,0,0,0,0,0,0,124,3324866
51.0,0,0,0,0,0,0,0,0,204,88151,4772432,0,0,0,0,0,0,0,0,0,119,1874019,0,0,0,0,0,0,0,0,0,15,1623588,0,0,0,0,0,0,0,0,198,88753,4793651,0,0,0,0,0,0,0,0,0,303,5643467,0,0,0,0,0,0,0,0,0,60,4885617
51.5,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,122,841614,0,0,0,0,0,0,0,0,0,7,1284316,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,378,2533566,0,0,0,0,0,0,0,0,0,22,3872352
52.0,0,0,0,0,0,0,0,0,106,57407,4061377,0,0,0,0,0,0,0,0,0,43,696210,0,0,0,0,0,0,0,0,0,5,530141,0,0,0,0,0,0,0,0,102,58145,4077204,0,0,0,0,0,0,0,0,0,91,2099604,0,0,0,0,0,0,0,0,0,14,1598076
52.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,41,622935,0,0,0,0,0,0,0,0,0,0,870017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1875071,0,0,0,0,0,0,0,0,0,6,2620090
53.0,0,0,0,0,0,0,0,0,35,36079,3389499,0,0,0,0,0,0,0,0,0,11,954444,0,0,0,0,0,0,0,0,0,0,650486,0,0,0,0,0,0,0,0,40,36551,3400445,0,0,0,0,0,0,0,0,0,34,2874171,0,0,0,0,0,0,0,0,0,1,1965700
53.5,0,0,0,0,0,0,0,0,22,521,539,0,0,0,0,0,0,0,0,0,8,381201,0,0,0,0,0,0,0,0,0,0,271425,0,0,0,0,0,0,0,0,23,524,485,0,0,0,0,0,0,0,0,0,27,1148003,0,0,0,0,0,0,0,0,0,1,816948
54.0,0,0,0,0,0,0,0,0,0,22094,390833,0,0,0,0,0,0,0,0,0,1,327277,0,0,0,0,0,0,0,0,0,0,394838,0,0,0,0,0,0,0,0,0,22094,390954,0,0,0,0,0,0,0,0,0,8,983546,0,0,0,0,0,0,0,0,0,0,1190873
54.5,0,0,0,0,0,0,0,0,10,1079,2385283,0,0,0,0,0,0,0,0,0,2,291562,0,0,0,0,0,0,0,0,0,0,208899,0,0,0,0,0,0,0,0,5,1107,2395445,0,0,0,0,0,0,0,0,0,4,879111,0,0,0,0,0,0,0,0,0,0,630549
55.0,0,0,0,0,0,0,0,0,7,12349,110172,0,0,0,0,0,0,0,0,0,1,309465,0,0,0,0,0,0,0,0,0,0,194519,0,0,0,0,0,0,0,0,5,12354,110443,0,0,0,0,0,0,0,0,0,0,934148,0,0,0,0,0,0,0,0,0,0,585333
