Strategy,Rules,Decision,Action A,Action B,Player Value,Dealer Upcard,Deviation TC,Total Hands,Notes
WongHalvesStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48784179,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,46.4,612979595,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,45.0,155982160,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,4.3,567702780,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,26.0,107330748,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.0,142484739,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.3,517930553,
WongHalvesStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.6,98025491,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,9,2,25.6,84662659,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,9,7,47.0,82266562,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,10,10,47.9,336860050,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,10,11,48.3,63033572,
WongHalvesStrategy,S17,Hit_vs_Double,Double,Hit,11,11,25.8,72224815,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,47.9,206764030,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,44.7,210418942,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-0.1,197439929,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-0.7,192289273,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,-1.9,569924278,
WongHalvesStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,25.7,519927703,
WongHalvesStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,48.8,2160810790,Consolidated across all player hands
WongHalvesStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48965520,
WongHalvesStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48961011,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,46.4,615392248,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,45.2,156588410,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-1.8,569924278,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,43.0,107716949,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.0,143022068,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-1.4,519927703,
WongHalvesStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-0.6,98367351,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,9,2,1.4,83781614,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,9,7,6.3,81416702,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,10,10,5.8,333476751,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,10,11,5.8,62408145,
ZenCountStrategy,H17,Hit_vs_Double,Double,Hit,11,11,1.5,71503531,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,12,2,5.1,204654696,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,12,3,2.4,208270270,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,13,2,-1.2,195425035,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,13,3,-3.2,190316185,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,15,10,5.7,564283722,
ZenCountStrategy,H17,Hit_vs_Stand,Hit,Stand,16,10,0.5,514811601,
ZenCountStrategy,H17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,5.4,2139521079,Consolidated across all player hands
ZenCountStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48486333,
ZenCountStrategy,H17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48478220,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,14,10,4.3,609223565,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,9,3.8,155000786,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.7,564283724,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,15,11,2.7,106640127,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.7,141606189,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,10,-5.7,514811603,
ZenCountStrategy,H17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.5,97384826,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,9,2,1.4,84111430,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,9,7,6.2,81707134,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,10,10,5.8,334749265,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,10,11,5.7,62632319,
ZenCountStrategy,S17,Hit_vs_Double,Double,Hit,11,11,1.5,71758723,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,12,2,4.8,205457815,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,12,3,2.5,209066564,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,13,2,-1.2,196176378,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,13,3,-3.2,191049875,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,15,10,5.6,566490322,
ZenCountStrategy,S17,Hit_vs_Stand,Hit,Stand,16,10,0.6,516851963,
ZenCountStrategy,S17,InsuranceAccept_vs_Decline,Insurance,Decline,ALL,11,5.4,2147580545,Consolidated across all player hands
ZenCountStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,5,N/A,48672828,
ZenCountStrategy,S17,Split_vs_Stand_Pair10s,Split,Stand,20,6,N/A,48671345,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,14,10,4.3,611646451,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,9,3.8,155615416,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,10,-0.7,566490322,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,15,11,2.7,107063099,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,9,-0.8,142148621,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,10,-5.7,516851963,
ZenCountStrategy,S17,Surrender_vs_Hit,Surrender,Hit,16,11,-3.3,97768562,
